NoArrond,NomArrond,NoDistrict,NomDistrict,NoSection,NbrAdrVac,NbrElectNDom,NbrElect,TotalVotes
5,05 LaSalle,52,052 Cecil-P.-Newman,47,53,0,353,78
5,05 LaSalle,52,052 Cecil-P.-Newman,48,37,1,305,95
5,05 LaSalle,52,052 Cecil-P.-Newman,49,30,0,264,89
5,05 LaSalle,52,052 Cecil-P.-Newman,50,27,1,257,74
5,05 LaSalle,52,052 Cecil-P.-Newman,51,12,0,246,106
5,05 LaSalle,52,052 Cecil-P.-Newman,52,26,0,309,97
5,05 LaSalle,52,052 Cecil-P.-Newman,53,28,2,319,117
5,05 LaSalle,52,052 Cecil-P.-Newman,54,35,0,219,82
5,05 LaSalle,52,052 Cecil-P.-Newman,55,31,0,270,97
5,05 LaSalle,52,052 Cecil-P.-Newman,56,31,1,330,107
5,05 LaSalle,52,052 Cecil-P.-Newman,57,34,0,271,87
5,05 LaSalle,52,052 Cecil-P.-Newman,58,24,0,291,74
5,05 LaSalle,52,052 Cecil-P.-Newman,59,86,1,366,67
5,05 LaSalle,52,052 Cecil-P.-Newman,60,53,0,382,104
5,05 LaSalle,52,052 Cecil-P.-Newman,61,32,0,384,99
5,05 LaSalle,52,052 Cecil-P.-Newman,62,35,0,285,65
5,05 LaSalle,52,052 Cecil-P.-Newman,63,42,0,220,60
5,05 LaSalle,52,052 Cecil-P.-Newman,64,45,1,326,73
5,05 LaSalle,52,052 Cecil-P.-Newman,65,42,0,279,51
5,05 LaSalle,52,052 Cecil-P.-Newman,66,25,0,273,80
5,05 LaSalle,52,052 Cecil-P.-Newman,67,26,1,197,87
5,05 LaSalle,52,052 Cecil-P.-Newman,68,39,0,361,125
5,05 LaSalle,52,052 Cecil-P.-Newman,69,34,0,289,102
5,05 LaSalle,52,052 Cecil-P.-Newman,70,20,0,215,81
5,05 LaSalle,52,052 Cecil-P.-Newman,71,54,0,352,95
5,05 LaSalle,52,052 Cecil-P.-Newman,72,52,0,259,83
5,05 LaSalle,52,052 Cecil-P.-Newman,73,24,1,258,84
5,05 LaSalle,52,052 Cecil-P.-Newman,74,55,0,238,75
5,05 LaSalle,52,052 Cecil-P.-Newman,75,108,0,376,84
5,05 LaSalle,52,052 Cecil-P.-Newman,76,25,0,265,96
5,05 LaSalle,52,052 Cecil-P.-Newman,77,31,3,272,86
5,05 LaSalle,52,052 Cecil-P.-Newman,78,49,0,269,89
5,05 LaSalle,52,052 Cecil-P.-Newman,79,39,0,248,77
5,05 LaSalle,52,052 Cecil-P.-Newman,80,45,0,337,95
5,05 LaSalle,52,052 Cecil-P.-Newman,81,51,1,361,95
5,05 LaSalle,52,052 Cecil-P.-Newman,82,44,1,299,89
5,05 LaSalle,52,052 Cecil-P.-Newman,83,31,0,229,76
5,05 LaSalle,52,052 Cecil-P.-Newman,84,21,0,304,92
5,05 LaSalle,52,052 Cecil-P.-Newman,85,50,0,284,105
5,05 LaSalle,52,052 Cecil-P.-Newman,86,37,0,300,77
5,05 LaSalle,52,052 Cecil-P.-Newman,87,35,0,313,82
5,05 LaSalle,52,052 Cecil-P.-Newman,88,45,1,280,77
5,05 LaSalle,52,052 Cecil-P.-Newman,89,7,0,222,105
5,05 LaSalle,52,052 Cecil-P.-Newman,90,34,2,285,123
5,05 LaSalle,52,052 Cecil-P.-Newman,91,40,0,273,113
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,1,137,0,270,38
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,2,9,0,335,151
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,3,5,0,302,149
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,4,6,0,344,170
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,5,8,0,328,163
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,6,7,0,352,177
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,7,5,0,366,159
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,8,8,0,385,173
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,9,6,0,375,148
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,10,8,0,353,159
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,11,25,0,349,157
6,06 L'Île-Bizard--Sainte-Geneviève,61,061 Pierre-Foretier,12,10,1,403,168
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,1,5,0,383,162
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,2,4,0,340,147
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,3,7,0,338,156
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,4,8,3,297,127
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,5,7,0,317,136
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,6,6,0,353,164
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,7,2,0,292,159
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,8,56,0,366,127
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,9,12,0,386,132
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,10,11,0,330,143
6,06 L'Île-Bizard--Sainte-Geneviève,62,062 Denis-Benjamin-Viger,11,18,1,374,147
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,1,6,0,329,150
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,2,20,4,378,151
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,3,33,2,367,147
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,4,17,0,371,153
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,5,28,2,338,165
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,6,62,2,393,146
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,7,46,1,381,156
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,8,3,0,357,137
6,06 L'Île-Bizard--Sainte-Geneviève,63,063 Jacques-Bizard,9,30,1,429,162
6,06 L'Île-Bizard--Sainte-Geneviève,64,064 Sainte-Geneviève,1,53,2,436,138
6,06 L'Île-Bizard--Sainte-Geneviève,64,064 Sainte-Geneviève,2,160,2,451,78
6,06 L'Île-Bizard--Sainte-Geneviève,64,064 Sainte-Geneviève,3,214,2,466,152
6,06 L'Île-Bizard--Sainte-Geneviève,64,064 Sainte-Geneviève,4,106,3,456,117
6,06 L'Île-Bizard--Sainte-Geneviève,64,064 Sainte-Geneviève,5,49,1,473,131
6,06 L'Île-Bizard--Sainte-Geneviève,64,064 Sainte-Geneviève,6,34,0,327,212
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,1,250,0,360,118
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,2,23,0,356,154
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,3,19,0,306,160
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,4,9,0,356,161
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,5,11,0,350,165
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,6,201,0,454,106
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,7,57,2,386,146
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,8,87,2,447,131
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,9,46,0,377,125
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,10,57,3,403,123
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,11,61,2,435,92
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,12,44,2,398,108
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,13,27,2,321,135
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,14,49,1,365,145
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,15,35,1,369,163
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,16,26,1,299,162
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,17,33,0,308,153
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,18,35,0,314,169
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,19,47,1,360,114
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,20,33,2,344,141
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,21,60,1,397,135
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,22,44,0,315,143
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,23,51,1,405,103
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,24,108,3,434,139
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,25,35,1,377,142
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,26,42,1,311,120
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,27,35,1,384,143
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,28,54,1,436,131
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,29,79,2,340,114
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,30,39,2,373,161
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,31,66,1,387,114
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,32,33,2,462,168
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,33,81,2,355,140
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,34,65,3,452,122
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,35,52,1,340,123
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,36,90,1,446,150
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,37,115,2,450,128
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,38,69,0,371,128
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,39,60,1,391,157
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,40,83,1,403,147
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,41,31,0,355,121
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,42,53,1,407,173
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,43,42,3,448,163
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,44,22,0,297,172
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,45,21,1,250,96
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,46,49,0,412,151
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,47,45,1,453,156
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,48,55,0,371,151
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,49,28,0,342,146
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,50,34,1,419,149
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,51,38,1,429,183
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,52,52,1,396,172
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,53,33,1,389,151
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,54,101,0,498,134
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,55,48,2,399,103
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,56,51,0,338,93
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,57,46,2,352,136
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,58,49,1,401,162
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,59,30,3,401,159
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,60,20,2,424,174
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,61,7,0,344,170
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,62,31,0,335,165
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,63,1,0,338,157
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,64,5,0,314,148
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,65,29,0,402,170
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,66,32,0,425,149
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,67,24,0,390,151
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,68,36,2,335,104
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,69,44,0,360,168
7,07 Mercier--Hochelaga-Maisonneuve,71,071 Tétreaultville,70,52,3,459,164
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,1,97,3,422,152
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,2,105,2,406,154
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,3,48,3,384,153
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,4,83,3,437,157
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,5,34,1,333,147
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,6,95,2,390,134
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,7,106,0,413,143
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,8,192,2,434,109
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,9,44,1,382,144
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,10,48,0,289,135
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,11,69,1,321,94
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,12,50,2,347,157
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,13,46,0,276,134
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,14,114,0,377,160
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,15,122,1,440,151
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,16,48,1,356,152
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,17,93,5,446,167
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,18,81,2,497,161
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,19,32,1,322,129
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,20,39,4,406,164
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,21,40,0,343,150
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,22,42,0,352,157
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,23,84,3,432,126
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,24,94,1,445,85
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,25,41,2,383,144
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,26,59,4,327,112
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,27,136,4,445,122
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,28,111,2,462,90
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,29,46,0,362,159
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,30,58,1,412,157
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,31,19,1,258,136
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,32,68,5,413,150
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,33,88,1,361,126
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,34,51,3,366,182
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,35,35,1,371,159
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,36,59,2,300,115
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,37,41,0,280,93
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,38,200,1,301,109
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,39,58,2,355,124
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,40,132,0,455,127
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,41,102,1,464,167
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,42,57,0,446,137
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,43,55,0,433,132
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,44,16,0,330,122
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,45,10,0,290,119
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,46,7,0,292,124
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,47,25,0,370,142
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,48,132,0,396,4
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,49,27,1,370,172
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,50,38,0,343,150
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,51,82,0,426,115
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,52,27,2,334,153
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,53,37,2,322,126
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,54,60,0,393,152
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,55,37,1,318,133
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,56,54,1,355,145
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,57,37,2,351,137
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,58,17,0,270,119
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,59,28,1,287,120
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,60,56,1,436,143
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,61,97,1,415,152
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,62,34,3,329,119
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,63,74,0,393,135
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,64,25,1,364,171
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,65,37,0,324,160
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,66,13,1,307,147
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,67,34,0,367,158
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,68,67,1,347,76
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,69,50,0,258,167
7,07 Mercier--Hochelaga-Maisonneuve,72,072 Maisonneuve-Longue-Pointe,70,5,0,216,125
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,1,89,4,449,130
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,2,62,3,353,136
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,3,75,0,362,171
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,4,100,2,418,105
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,5,112,1,422,160
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,6,110,1,348,122
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,7,108,1,451,145
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,8,65,0,401,128
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,9,144,0,442,140
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,10,52,0,388,106
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,11,69,1,380,119
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,12,133,0,430,146
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,13,79,2,403,168
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,14,127,3,382,149
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,15,127,0,405,144
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,16,120,3,423,156
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,17,91,1,347,131
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,18,160,1,339,136
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,19,64,1,439,169
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,20,63,2,359,171
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,21,78,2,389,122
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,22,111,3,356,138
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,23,98,1,388,163
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,24,158,2,452,153
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,25,101,3,389,141
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,26,98,2,429,138
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,27,171,3,409,120
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,28,168,0,451,125
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,29,103,1,460,173
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,30,109,2,419,117
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,31,97,2,442,136
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,32,91,5,450,161
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,33,103,2,412,142
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,34,127,1,419,143
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,35,83,1,449,158
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,36,93,0,343,97
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,37,72,3,378,131
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,38,97,3,415,149
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,39,83,2,460,146
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,40,55,0,443,183
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,41,120,1,356,116
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,42,224,1,422,118
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,43,93,0,310,113
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,44,74,1,385,123
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,45,141,1,432,145
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,46,53,1,388,135
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,47,70,1,430,117
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,48,59,1,386,133
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,49,73,3,341,165
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,50,84,0,339,125
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,51,59,2,384,150
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,52,88,3,457,166
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,53,102,4,427,145
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,54,254,1,424,114
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,55,140,1,452,149
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,56,65,6,393,136
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,57,55,0,315,134
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,58,76,1,346,133
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,59,109,0,385,142
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,60,83,6,411,142
7,07 Mercier--Hochelaga-Maisonneuve,73,073 Hochelaga,61,61,3,342,126
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,1,52,0,282,154
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,2,35,0,174,113
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,3,39,0,215,153
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,4,95,1,362,134
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,5,54,1,400,155
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,6,46,2,310,144
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,7,60,1,360,124
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,8,59,3,328,151
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,9,138,2,393,98
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,10,64,1,321,116
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,11,43,1,314,119
7,07 Mercier--Hochelaga-Maisonneuve,74,074 Louis-Riel,12,60,2,340,121
