Food-Group-Name, Food-Group-Code,Sex,Age,Number-of-Respondents,Percentage-of-Eaters,All-Person-Consumption-Intake-g-per-person-Mean,All-Person-Consumption-Intake-g-per-person-SE-Mean,All-Person-Consumption-Intake-g-per-person-P50,All-Person-Consumption-Intake-g-per-person-SE-P50,All-Person-Consumption-Intake-g-per-person-P90,All-Person-Consumption-Intake-g-per-person-SE-P90,All-Person-Consumption-Intake-g-per-person-P95,All-Person-Consumption-Intake-g-per-person-SE-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-Mean,All-Person-Consumption-Intake-g-per-kg-body-weight-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P50,All-Person-Consumption-Intake-g-per-kg-body-weight-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P90,All-Person-Consumption-Intake-g-per-kg-body-weight-P95,All-Person-Consumption-Intake-g-per-kg-body-weight-SE-P95,Eaters-Only-Consumption-Intake-g-per-person-Mean,Eaters-Only-Consumption-Intake-g-per-person-SE-Mean,Eaters-Only-Consumption-Intake-g-per-person-P50,Eaters-Only-Consumption-Intake-g-per-person-SE-P50,Eaters-Only-Consumption-Intake-g-per-person-P90,Eaters-Only-Consumption-Intake-g-per-person-SE-P90,Eaters-Only-Consumption-Intake-g-per-person-P95,Eaters-Only-Consumption-Intake-g-per-person-SE-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-Mean,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P50,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P90,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-P95,Eaters-Only-Consumption-Intake-g-per-kg-body-weight-SE-P95
"MILK, WHOLE",10A,Both,14 -18 Years,4565,10,36.36,±4.44,F,F,F,F,244,±38.22,0.6,±0.08,F,F,F,F,4.1,±0.59,363.89,±30.85,244,±26.38,884.47,±126.25,1067.48 E,±182.11,6.02,±0.56,4.1,±0.40,14.23,±1.93,20.41,±3.20
"MILK, WHOLE",10A,Both,19 - 30 Years,3821,10.6,27.86,±3.59,F,F,F,F,233.53,±36.77,0.45,±0.07,F,F,F,F,3.39,±0.53,263.55,±22.60,232.11,±30.99,579.48 E,±101.07,798.89,±97.15,4.22,±0.43,3.3,±0.34,11.66 E,±2.66,14.79,±1.24
"MILK, WHOLE",10A,Both,31 - 50 Years,5351,11.5,24.74,±2.46,F,F,F,F,198.24,±31.48,0.35,±0.04,F,F,F,F,2.81,±0.40,215.4,±15.90,152.53,±25.25,442.23,±27.90,609.99,±89.59,3.01,±0.22,2.09 E,±0.41,6.53,±0.75,9.78,±1.20
"MILK, WHOLE",10A,Both,51 -70 Years,5751,10.3,18.79,±2.13,F,F,F,F,121.98 E,±32.66,0.26,±0.03,F,F,F,F,1.52 E,±0.42,181.76,±15.68,111.53 E,±22.23,442.23,±46.05,579.56,±59.77,2.48,±0.21,1.38 E,±0.28,5.69,±0.54,7.63,±0.90
"MILK, WHOLE",10A,Both,71 + Years ,4130,11.2,21.44,±2.41,F,F,F,F,155.69 E,±35.30,0.31,±0.03,F,F,F,F,2.41,±0.33,190.84,±14.53,122.1 E,±23.99,409.06,±47.08,496.25,±62.96,2.76,±0.23,2.03,±0.29,5.88,±0.81,8.92,±1.11
"MILK, WHOLE",10A,Both,0 -18 years,14290,17.4,75.05,±3.19,F,F,270.25,±20.68,546.86,±23.88,4.39,±0.23,F,F,9.53,±0.82,30.5,±2.55,430.81,±13.33,320.24,±13.12,960.73,±40.35,1189.3,±65.40,25.2,±1.11,13.23,±0.90,64.51,±2.82,85.95,±5.80
"MILK, WHOLE",10A,Both,19 +  Years,19053,11,23.46,±1.41,F,F,F,F,182.98,±24.60,0.34,±0.02,F,F,F,F,2.55,±0.29,214.19,±9.45,152.5,±13.73,472.74,±19.32,640.49,±55.80,3.1,±0.15,2.09,±0.24,6.74,±0.46,10.14,±1.10
"MILK, WHOLE",10A,Male,9 -13 Years,2080,12.3,40.24,±4.75,F,F,F,F,280.13,±36.45,0.99,±0.12,F,F,F,F,7.97,±0.89,327.55,±31.09,250,±17.63,731.88,±97.46,898.35,±128.36,8.04,±0.80,5.99 E,±1.24,17.64,±2.12,23.3,±2.69
"MILK, WHOLE",10A,Male,14 -18 Years,2288,11.5,46.64,±7.01,F,F,F,F,336.81 E,±76.19,0.74,±0.12,F,F,F,F,5.29,±0.82,406.14,±39.91,320.24,±43.04,884.49 E,±165.17,1296.23,±215.17,6.44,±0.71,4.66,±0.57,14.64,±1.91,17.52 E,±4.81
"MILK, WHOLE",10A,Male,19 - 30 Years,1804,9,25.59,±3.52,F,F,F,F,F,F,0.36,±0.06,F,F,F,F,F,F,283.9,±25.64,257.82,±33.07,533.74,±56.03,F,F,4.03,±0.40,3.93,±0.63,7.2 E,±2.36,F,F
"MILK, WHOLE",10A,Male,31 - 50 Years,2596,13.4,27.91,±3.59,F,F,F,F,244,±29.42,0.36,±0.05,F,F,F,F,3.16,±0.44,207.81,±19.70,152.5 E,±42.79,442.23,±50.47,533.46 E,±122.72,2.68,±0.27,F,F,5.23,±0.62,7.56 E,±1.41
"MILK, WHOLE",10A,Male,51 -70 Years,2550,10.9,22.95,±3.55,F,F,F,F,F,F,0.28,±0.04,F,F,F,F,F,F,211.39,±26.54,F,F,517.77,±63.12,655.69,±69.35,2.6,±0.32,1.38 E,±0.45,5.66,±0.59,8.47 E,±1.50
"MILK, WHOLE",10A,Male,71 + Years ,1520,12.9,27.6 E,±4.93,F,F,F,F,233.53 E,±43.92,0.37 E,±0.07,F,F,F,F,2.73 E,±0.48,213.58,±23.40,198.23 E,±48.40,385.52,±57.45,F,F,2.88,±0.35,2.46 E,±0.41,5.21 E,±0.98,F,F
"MILK, WHOLE",10A,Male,19 +  Years,8470,11.7,26.03,±1.93,F,F,F,F,233.53,±28.66,0.34,±0.03,F,F,F,F,2.87,±0.37,222.29,±11.89,153.85 E,±28.64,487.96,±23.57,654.82,±60.65,2.91,±0.16,1.94 E,±0.36,5.93,±0.39,8.03,±0.90
"MILK, WHOLE",10A,Female,9 -13 Years,1980,11.1,30.98,±4.00,F,F,F,F,243.99,±34.23,0.86,±0.13,F,F,F,F,5.53,±0.82,280.31,±24.70,198.24,±27.59,640.48,±93.00,F,F,7.78,±0.82,5.18,±0.51,16.81 E,±3.27,F,F
"MILK, WHOLE",10A,Female,14 -18 Years,2277,8.4,25.58 E,±4.70,F,F,F,F,156.25 E,±45.10,0.46 E,±0.09,F,F,F,F,2.46 E,±0.72,303.53,±46.28,198.24 E,±35.46,732 E,±137.00,F,F,5.41 E,±0.91,3.13 E,±0.62,F,F,F,F
"MILK, WHOLE",10A,Female,19 - 30 Years,2017,12.2,30.2 E,±6.17,F,F,F,F,233.53,±36.79,0.53 E,±0.12,F,F,F,F,3.43 E,±0.65,248.08,±34.95,183.1 E,±35.75,640.49 E,±133.24,F,F,4.37,±0.67,3.23,±0.51,13.51 E,±2.93,F,F
"MILK, WHOLE",10A,Female,31 - 50 Years,2755,9.5,21.57,±3.36,F,F,F,F,152.53 E,±37.72,0.33,±0.05,F,F,F,F,2.24 E,±0.59,226.08,±25.49,155.69,±25.68,486.94,±63.17,640.49 E,±122.00,3.47,±0.38,2.55 E,±0.43,8.01,±1.19,10.14,±1.05
"MILK, WHOLE",10A,Female,51 -70 Years,3201,9.8,14.78,±2.46,F,F,F,F,F,F,0.23 E,±0.04,F,F,F,F,F,F,150.3,±16.49,111.53 E,±29.12,365.98,±44.38,457.51,±65.21,2.36,±0.30,1.41 E,±0.41,5.7,±0.88,6.65 E,±1.11
"MILK, WHOLE",10A,Female,71 + Years ,2610,10,16.91,±2.23,F,F,F,F,121.98 E,±23.74,0.27,±0.04,F,F,F,F,1.6 E,±0.38,169.21,±17.05,121.98,±17.31,411.79,±58.02,518.41,±80.31,2.66,±0.29,1.6 E,±0.31,6.75 E,±1.23,10.91,±1.36
"MILK, WHOLE",10A,Female,19 +  Years,10583,10.2,20.98,±2.02,F,F,F,F,152.53,±21.86,0.34,±0.03,F,F,F,F,2.3,±0.37,205.25,±14.53,149.56,±14.10,458.75,±39.81,640.49,±91.62,3.31,±0.25,2.2,±0.26,8.01,±1.02,11.21,±1.44
"MILK, 2%",10B,Both,All ages,33343,63.3,131.73,±2.51,17.28,±1.09,426.99,±11.93,621.27,±14.88,2.82,±0.05,0.26,±0.02,7.78,±0.17,13.6,±0.39,208.02,±3.65,89.45,±5.35,540.06,±11.42,758.93,±16.23,4.45,±0.08,1.34,±0.06,11.33,±0.23,18.12,±0.37
"MILK, 2%",10B,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, 2%",10B,Both,6 - 11 Months,191,21.1,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, 2%",10B,Both,1 Year,735,54.3,147.11,±18.58,F,F,609.9,±88.06,856.7,±117.43,13.3,±1.70,F,F,54.06,±7.10,76.34,±11.39,271.01,±31.22,F,F,808.58,±107.64,1219.8,±148.96,24.51,±2.85,F,F,69.96,±10.06,107.04,±12.01
"MILK, 2%",10B,Both,2 - 3 Years,1453,73.5,228.09,±11.39,F,F,657.53,±28.83,884.47,±58.45,15.31,±0.77,F,F,43.23,±2.26,56.94,±3.44,310.32,±13.81,244,±11.82,740.66,±33.67,960.46,±40.47,20.84,±0.94,15.95,±1.52,49.25,±2.09,62.51,±4.11
"MILK, 2%",10B,Both,4 -8 Years,3238,78.3,226.04,±9.05,122,±12.33,595.48,±25.69,792.97,±46.88,9.89,±0.40,5.16,±0.69,27.11,±1.18,33.89,±1.61,288.63,±10.80,243.96,±14.88,661.31,±41.10,884.48,±50.22,12.62,±0.47,9.5,±0.56,29.7,±1.36,37.29,±1.76
"MILK, 2%",10B,Both,9 -13 Years,4060,71,224.42,±8.00,72.55 E,±15.05,640.49,±26.03,865.43,±42.20,5.56,±0.21,1.59 E,±0.27,16.19,±0.60,21.84,±1.24,316.14,±10.34,243.99,±7.50,737.01,±26.31,986.59,±54.43,7.83,±0.27,5.21,±0.29,18.15,±0.64,25.36,±1.18
"MILK, 2%",10B,Both,14 -18 Years,4565,63.7,205.39,±8.72,26.48,±3.97,600.24,±26.57,879.1,±35.25,3.3,±0.15,0.39,±0.06,9.92,±0.46,14.28,±0.62,322.23,±12.63,211.82,±19.27,767.45,±32.55,1043.96,±69.68,5.18,±0.22,3.23,±0.25,12.74,±0.49,17.09,±0.61
"MILK, 2%",10B,Both,19 - 30 Years,3821,60.1,128.99,±6.55,13.62 E,±2.55,442.24,±20.22,613.87,±35.85,1.84,±0.10,0.17 E,±0.03,6.42,±0.40,8.6,±0.50,214.53,±10.31,83.56,±11.87,554.32,±28.09,783.64,±66.51,3.06,±0.15,1.21,±0.16,8,±0.40,11.4,±0.64
"MILK, 2%",10B,Both,31 - 50 Years,5351,61.1,105.56,±5.58,15.26,±1.84,320.24,±18.38,504.16,±21.40,1.42,±0.07,0.2,±0.03,4.27,±0.30,6.95,±0.47,172.75,±8.49,61,±2.72,453.11,±27.70,670.99,±46.51,2.32,±0.11,0.88,±0.06,6.04,±0.35,8.76,±0.57
"MILK, 2%",10B,Both,51 -70 Years,5751,61.2,93.36,±4.45,14.92,±1.70,285.48,±16.61,487.99,±27.54,1.26,±0.06,0.19,±0.02,3.95,±0.21,6.3,±0.46,152.63,±6.51,60.99,±4.58,426.93,±31.23,616.87,±35.65,2.06,±0.09,0.75,±0.04,5.83,±0.34,8.56,±0.40
"MILK, 2%",10B,Both,71 + Years ,4130,70,114.91,±7.62,25.27 E,±4.49,333.21,±22.45,489.01,±40.98,1.7,±0.12,0.36,±0.05,4.82,±0.31,7.04,±0.56,164.24,±10.13,90.11,±12.88,403.78,±31.59,583.86,±63.90,2.44,±0.17,1.24,±0.14,6.04,±0.38,8.45,±1.23
"MILK, 2%",10B,Both,0 -18 years,14290,68.3,209.69,±4.46,37.36,±3.13,609.36,±15.07,823.48,±29.96,7.23,±0.19,1.15,±0.11,20.7,±0.64,31.39,±0.96,307.19,±6.19,234.26,±8.92,732,±11.70,975.84,±18.07,10.6,±0.28,5.69,±0.20,26.41,±0.80,37.65,±1.23
"MILK, 2%",10B,Both,19 +  Years,19053,61.8,108.29,±3.02,15.26,±0.56,335.49,±11.33,523.41,±12.42,1.49,±0.04,0.2,±0.01,4.63,±0.15,7.28,±0.24,175.11,±4.49,61.35,±2.58,483.34,±17.34,670.97,±22.85,2.42,±0.06,0.9,±0.04,6.53,±0.22,8.95,±0.38
"MILK, 2%",10B,Male,9 -13 Years,2080,72.6,252.34,±12.10,93.8 E,±19.60,699.25,±37.52,960.73,±64.30,6.22,±0.32,1.99 E,±0.35,17.18,±0.83,24.71,±1.61,347.44,±15.77,244,±10.75,818.41,±48.79,1124.45,±67.39,8.56,±0.42,5.57,±0.55,20.87,±1.49,28.06,±2.52
"MILK, 2%",10B,Male,14 -18 Years,2288,67.2,259.45,±13.35,51.42 E,±15.11,716.74,±34.68,1035.47,±92.10,3.93,±0.19,0.72 E,±0.21,11.17,±0.65,16.1,±0.82,385.87,±17.61,259.24,±18.77,884.47,±60.30,1296.02,±82.73,5.84,±0.26,3.97,±0.24,14.14,±0.70,18.59,±1.05
"MILK, 2%",10B,Male,19 - 30 Years,1804,60.2,146.81,±9.52,14.02 E,±4.13,490.74,±26.34,655.79,±41.30,1.95,±0.15,F,F,6.78,±0.37,8.65,±0.44,243.95,±14.93,121.45,±18.22,605.57,±43.17,853.98,±89.13,3.25,±0.23,1.43,±0.23,8.08,±0.49,10.94,±1.13
"MILK, 2%",10B,Male,31 - 50 Years,2596,61.3,113.14,±8.69,15.26 E,±2.93,350.77,±22.50,523.41,±41.22,1.37,±0.11,0.17 E,±0.04,4.17,±0.32,6.52,±0.53,184.54,±12.76,60.84,±5.19,481.82,±34.48,703.55,±54.52,2.23,±0.16,0.74,±0.08,5.82,±0.41,8.52,±0.74
"MILK, 2%",10B,Male,51 -70 Years,2550,60.7,96.36,±6.17,14.92 E,±2.71,293.58,±23.52,504.09,±48.99,1.18,±0.08,0.18 E,±0.04,3.64,±0.30,6.02,±0.66,158.82,±9.06,61,±5.15,442.24,±44.15,655.75,±50.58,1.94,±0.12,0.74,±0.06,5.3,±0.53,8.56,±0.76
"MILK, 2%",10B,Male,71 + Years ,1520,70.8,112.85,±9.10,22.95 E,±6.22,320.24,±36.60,488,±42.26,1.47,±0.12,0.31 E,±0.07,4.44,±0.38,6.43,±0.47,159.45,±11.87,90.11 E,±18.89,396.53,±40.97,564.24,±71.29,2.08,±0.16,1.1 E,±0.19,5.27,±0.58,7.19,±0.78
"MILK, 2%",10B,Male,19 +  Years,8470,61.7,116.06,±4.49,15.26,±1.35,365.94,±14.78,545.69,±25.41,1.46,±0.06,0.19,±0.02,4.57,±0.21,7.17,±0.26,187.99,±6.35,64.19,±4.70,501.99,±14.35,711.39,±30.27,2.36,±0.08,0.82,±0.06,6.43,±0.27,8.77,±0.23
"MILK, 2%",10B,Female,9 -13 Years,1980,69.3,195.03,±10.51,F,F,570.23,±27.00,757.03,±45.97,4.86,±0.27,1.05 E,±0.28,15.04,±1.16,18.6,±1.11,281.58,±13.51,242.8,±16.45,645.35,±40.66,819.4,±73.09,7.01,±0.35,5.06,±0.34,16.65,±0.69,22.02,±2.18
"MILK, 2%",10B,Female,14 -18 Years,2277,60.1,148.7,±11.28,11.58 E,±2.70,486.16,±30.25,678.62,±53.73,2.64,±0.23,0.18 E,±0.05,8.28,±0.55,12.43,±0.65,247.53,±17.44,122,±14.54,625.27,±35.75,864.86,±46.69,4.4,±0.36,2.16,±0.25,11.71,±0.70,15.55,±1.21
"MILK, 2%",10B,Female,19 - 30 Years,2017,60.1,110.69,±9.42,13.62 E,±3.18,372.67,±48.06,533.74,±50.26,1.72,±0.13,0.19 E,±0.04,5.61,±0.59,8.54,±1.20,184.26,±14.41,61.05,±8.31,520.12,±43.75,703.87,±101.94,2.87,±0.20,0.94,±0.14,7.83,±0.83,11.47,±0.84
"MILK, 2%",10B,Female,31 - 50 Years,2755,60.9,97.99,±6.33,15.26 E,±3.17,286.92,±29.32,488,±34.11,1.46,±0.10,0.24 E,±0.05,4.55,±0.41,7.19,±0.62,160.87,±9.89,61.05,±7.00,442.23,±38.49,598.16,±61.42,2.4,±0.15,0.95,±0.09,6.08,±0.66,8.96,±1.00
"MILK, 2%",10B,Female,51 -70 Years,3201,61.6,90.49,±5.91,14.9,±2.12,274.88,±20.35,457.42,±35.02,1.33,±0.09,0.2,±0.02,4.11,±0.32,6.51,±0.67,146.78,±8.79,56.7,±6.45,387.22,±38.41,580.78,±45.91,2.16,±0.13,0.78,±0.07,5.99,±0.40,8.57,±0.67
"MILK, 2%",10B,Female,71 + Years ,2610,69.4,116.43,±11.37,27.54 E,±5.47,334.65,±27.77,489.01,±71.20,1.87,±0.20,0.4 E,±0.07,5.24,±0.48,7.77 E,±1.34,167.84,±15.32,89.5 E,±15.23,412.85,±45.79,625.23 E,±113.49,2.7,±0.27,1.37,±0.21,6.55,±0.63,10.19 E,±2.34
"MILK, 2%",10B,Female,19 +  Years,10583,61.9,100.79,±3.72,15.26,±0.93,305.16,±15.43,497.17,±18.34,1.53,±0.06,0.22,±0.02,4.71,±0.20,7.5,±0.37,162.73,±5.64,61.05,±2.71,442.24,±17.47,623.14,±33.80,2.47,±0.09,0.94,±0.04,6.59,±0.32,9.7,±0.66
"MILK, 1%",10C,Both,All ages,33343,17.9,60.09,±1.94,F,F,243.99,±9.97,442.23,±22.20,1.09,±0.03,F,F,3.33,±0.16,6.8,±0.22,336.35,±7.78,244,±1.40,716.73,±31.21,972.47,±31.13,6.12,±0.14,3.83,±0.09,13.85,±0.52,19.22,±0.66
"MILK, 1%",10C,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, 1%",10C,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, 1%",10C,Both,1 Year,735,5.3,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,353.26 E,±78.56,F,F,F,F,F,F,31.64 E,±7.27,F,F,F,F,F,F
"MILK, 1%",10C,Both,2 - 3 Years,1453,14,55.11,±7.57,F,F,203.11 E,±52.64,379.8,±44.11,3.86,±0.60,F,F,12.64 E,±3.21,25.96,±4.06,393.76,±39.50,304.99,±34.56,813.79 E,±139.84,981.06 E,±248.01,27.58,±3.24,18.44,±1.97,57.67 E,±13.59,82.1 E,±14.03
"MILK, 1%",10C,Both,4 -8 Years,3238,20.1,76.12,±5.08,F,F,320.24,±21.89,509.22,±19.64,3.15,±0.21,F,F,13.63,±0.78,20.46,±1.18,378.24,±13.05,320.24,±12.94,701.48,±35.77,884.48,±47.26,15.63,±0.52,13.63,±0.48,29.48,±1.39,35.41,±1.45
"MILK, 1%",10C,Both,9 -13 Years,4060,22.4,103.15,±5.92,F,F,442.23,±36.39,640.49,±41.27,2.38,±0.13,F,F,9.42,±0.58,15.14,±0.96,461.51,±17.55,365.99,±22.98,914.98,±32.49,1128.47,±75.08,10.64,±0.36,8.47,±0.45,20.63,±1.21,26.64,±1.05
"MILK, 1%",10C,Both,14 -18 Years,4565,19,95.72,±5.89,F,F,370.9,±40.99,638.2,±45.67,1.49,±0.09,F,F,5.73,±0.37,9.8,±0.71,502.68,±19.43,412.51,±29.95,1000.18,±60.72,1280.97,±100.85,7.82,±0.30,5.95,±0.29,15.34,±0.64,20.08,±1.71
"MILK, 1%",10C,Both,19 - 30 Years,3821,16.2,69.09,±5.62,F,F,244,±23.76,488,±28.82,0.94,±0.08,F,F,3.32,±0.43,6.52,±0.49,425.51,±24.15,320.24,±19.07,884.47,±50.51,1098 E,±200.89,5.8,±0.34,4.38,±0.30,12.84,±0.91,15.26,±1.86
"MILK, 1%",10C,Both,31 - 50 Years,5351,18.1,51.83,±3.97,F,F,198.24,±32.46,328.11,±25.34,0.7,±0.06,F,F,2.69,±0.29,4.93,±0.43,286.16,±15.52,244,±15.04,621.96,±65.91,914.85,±73.91,3.88,±0.22,2.92,±0.20,8.82,±0.71,11.46,±1.31
"MILK, 1%",10C,Both,51 -70 Years,5751,17.9,43.74,±2.59,F,F,152.5,±16.66,289.97,±27.28,0.58,±0.04,F,F,2.11,±0.23,3.99,±0.26,244.97,±10.68,183.05,±14.84,548.95,±23.30,669.14,±47.35,3.25,±0.14,2.5,±0.16,7.33,±0.38,9.23,±0.60
"MILK, 1%",10C,Both,71 + Years ,4130,18.5,52.77 E,±8.91,F,F,176.3,±24.80,320.24,±38.32,0.71,±0.10,F,F,2.39,±0.31,4.53,±0.54,285.5,±41.30,183.05,±18.22,650.59 E,±150.37,976 E,±321.50,3.84,±0.43,2.71,±0.22,8.85 E,±1.80,13.01 E,±2.88
"MILK, 1%",10C,Both,0 -18 years,14290,18.5,82.17,±2.95,F,F,320.24,±11.41,533.74,±16.44,2.33,±0.10,F,F,8.44,±0.42,15.25,±0.54,444.28,±9.79,354.7,±14.15,884.48,±16.16,1056.6,±26.18,12.6,±0.38,9.41,±0.33,25.25,±0.86,33.19,±1.74
"MILK, 1%",10C,Both,19 +  Years,19053,17.7,53.46,±2.39,F,F,198.22,±16.79,350.75,±18.50,0.72,±0.03,F,F,2.62,±0.16,4.95,±0.23,302.4,±9.72,244,±5.53,640.53,±28.17,907.43,±41.79,4.08,±0.13,3,±0.11,8.98,±0.40,12.47,±0.75
"MILK, 1%",10C,Male,9 -13 Years,2080,21.5,112.72,±9.50,F,F,460.01,±38.62,760.2,±70.58,2.56,±0.21,F,F,10.21,±0.92,17.41,±1.30,523.82,±29.61,442.23,±44.01,975.96,±59.71,1278.13,±201.53,11.88,±0.58,9.5,±0.72,25.13,±2.48,28.77,±2.56
"MILK, 1%",10C,Male,14 -18 Years,2288,16.7,99.5,±8.68,F,F,427.05,±48.90,640.49,±95.53,1.42,±0.13,F,F,5.71,±0.66,10.24,±1.07,596.04,±31.92,472.74,±23.25,1082.84,±101.80,1487.93,±165.02,8.5,±0.48,6.63,±0.37,16.34,±1.57,21.88,±1.83
"MILK, 1%",10C,Male,19 - 30 Years,1804,13.4,66.61,±8.68,F,F,244 E,±78.87,472.74,±44.58,0.82,±0.11,F,F,2.56 E,±0.84,5.74,±0.53,495.89,±45.97,365.94,±34.18,1031.28 E,±192.48,1555.47,±242.97,6.09,±0.55,4.68,±0.45,13.14,±2.05,18.3,±2.44
"MILK, 1%",10C,Male,31 - 50 Years,2596,15,47.42,±5.28,F,F,152.5 E,±49.72,320.24,±27.72,0.59,±0.07,F,F,1.88 E,±0.58,3.96 E,±0.71,316.08,±23.28,249.98,±20.50,645.54 E,±148.26,981.39,±95.23,3.94,±0.31,3.05,±0.35,8.86,±0.96,11.02 E,±2.10
"MILK, 1%",10C,Male,51 -70 Years,2550,17.7,43.99,±4.04,F,F,152.5,±23.15,330.35,±40.58,0.53,±0.05,F,F,1.84,±0.28,3.89,±0.47,248.81,±16.25,182.98,±28.93,548.98,±41.53,716.77,±82.06,2.98,±0.20,2.23,±0.22,6.61,±0.42,8.32,±0.56
"MILK, 1%",10C,Male,71 + Years ,1520,20,71.04 E,±20.54,F,F,243.96 E,±48.94,396.49 E,±131.32,0.86 E,±0.22,F,F,2.85 E,±0.61,5.17 E,±1.56,354.42 E,±83.82,243.96,±38.18,808.17 E,±250.41,1551.84 E,±378.73,4.28 E,±0.86,2.85,±0.44,10.34 E,±2.55,F,F
"MILK, 1%",10C,Male,19 +  Years,8470,15.8,52.89,±3.75,F,F,168.36,±26.27,350.74,±27.83,0.65,±0.05,F,F,2.09,±0.28,4.72,±0.37,334.1,±17.13,244,±5.38,716.77,±78.83,1031.28,±96.73,4.1,±0.21,3.01,±0.20,8.9,±0.60,12.93,±1.53
"MILK, 1%",10C,Female,9 -13 Years,1980,23.2,93.07,±7.77,F,F,396.49,±48.14,533.74,±50.83,2.19,±0.18,F,F,9.18,±0.93,13.14,±1.01,400.72,±18.90,320.24,±23.09,854,±90.14,960.73,±44.63,9.42,±0.44,7.95,±0.75,19.22,±1.15,23.72,±1.59
"MILK, 1%",10C,Female,14 -18 Years,2277,21.5,91.76,±7.61,F,F,360.95,±43.27,584.39,±51.56,1.56,±0.13,F,F,5.84,±0.54,9.68,±0.90,426.69,±20.55,320.24,±25.57,828.07,±65.67,1036.96,±102.16,7.26,±0.37,5.49,±0.29,13.88,±0.87,17.87,±1.73
"MILK, 1%",10C,Female,19 - 30 Years,2017,19.1,71.64,±7.15,F,F,244,±38.48,518.41,±47.07,1.07,±0.12,F,F,4.02,±0.58,6.97,±0.66,374.72,±24.31,264.15,±36.07,792.45,±77.05,960.73,±72.73,5.59,±0.44,4.25,±0.39,12.29,±1.04,13.4,±1.62
"MILK, 1%",10C,Female,31 - 50 Years,2755,21.2,56.24,±5.69,F,F,244,±29.62,357.84,±46.88,0.81,±0.08,F,F,3.01,±0.42,5.39,±0.42,264.99,±20.55,213.55,±28.31,571.14,±62.81,907.43,±129.37,3.83,±0.30,2.88,±0.28,8.34,±0.95,11.91,±1.78
"MILK, 1%",10C,Female,51 -70 Years,3201,18,43.49,±3.71,F,F,175.79,±27.93,259.85,±19.57,0.63,±0.06,F,F,2.47,±0.37,4.12,±0.36,241.35,±14.43,193.3,±15.19,533.79,±32.15,640.47,±52.90,3.51,±0.21,2.86,±0.22,7.71,±0.65,10.11,±0.79
"MILK, 1%",10C,Female,71 + Years ,2610,17.3,39.32,±3.36,F,F,122,±18.75,244,±20.33,0.6,±0.05,F,F,2,±0.31,3.97,±0.29,226.88,±16.46,167.79,±24.40,518.94,±44.44,650.59,±52.71,3.47,±0.25,2.54,±0.26,7.82,±0.70,10.63,±0.77
"MILK, 1%",10C,Female,19 +  Years,10583,19.5,54,±2.90,F,F,213.49,±19.75,351.89,±25.84,0.79,±0.04,F,F,2.88,±0.16,5.39,±0.33,277.53,±11.13,228.74,±16.81,610.05,±34.86,884.47,±80.25,4.07,±0.17,2.99,±0.13,9.07,±0.57,12.07,±0.82
"MILK, SKIM",10D,Both,All ages,33343,11.3,26.05,±1.35,F,F,15.12 E,±2.82,153.12,±18.61,0.43,±0.02,F,F,0.21 E,±0.04,2.32,±0.21,231.14,±10.13,122.5,±8.35,566.54,±36.46,842.21,±67.18,3.79,±0.16,1.69,±0.18,9.24,±0.48,12.23,±0.66
"MILK, SKIM",10D,Both,0 - 5 Months,48,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, SKIM",10D,Both,6 - 11 Months,191,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F
"MILK, SKIM",10D,Both,1 Year,735,3.8,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,289.6 E,±87.73,F,F,F,F,F,F,26.64 E,±7.98,F,F,F,F,F,F
"MILK, SKIM",10D,Both,2 - 3 Years,1453,8.3,12.85 E,±2.82,F,F,F,F,F,F,0.85 E,±0.18,F,F,F,F,F,F,154.97 E,±32.03,F,F,F,F,F,F,10.22 E,±2.06,F,F,F,F,F,F
