Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Cas_Actifs,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2021-08-30,389683,562,4671,11243,5717,2366,2585,575,1,0,0,1,0
2021-08-31,390363,680,4949,11245,5717,2366,2587,575,2,0,0,2,0
2021-09-01,391097,734,5295,11246,5717,2366,2588,575,1,0,0,1,0
2021-09-02,391846,749,5468,11246,5717,2366,2588,575,0,0,0,0,0
2021-09-03,392513,667,5509,11249,5717,2366,2591,575,3,0,0,3,0
2021-09-04,393158,645,5513,11249,5717,2366,2591,575,0,0,0,0,0
2021-09-05,393664,506,5521,11249,5717,2366,2591,575,0,0,0,0,0
2021-09-06,394227,563,5490,11253,5717,2366,2595,575,4,0,0,4,0
2021-09-07,394876,649,5723,11255,5717,2366,2597,575,2,0,0,2,0
2021-09-08,395658,782,6048,11258,5717,2366,2600,575,3,0,0,3,0
2021-09-09,396599,941,6289,11260,5717,2366,2602,575,2,0,0,2,0
2021-09-10,397521,922,6518,11262,5718,2366,2603,575,2,1,0,1,0
2021-09-11,398220,699,6482,11264,5718,2366,2605,575,2,0,0,2,0
2021-09-12,398835,615,6386,11267,5718,2366,2608,575,3,0,0,3,0
2021-09-13,399478,643,6333,11271,5719,2366,2610,576,4,1,0,2,1
2021-09-14,400230,752,6529,11272,5719,2366,2611,576,1,0,0,1,0
2021-09-15,401067,837,6739,11277,5719,2366,2616,576,5,0,0,5,0
2021-09-16,401909,842,6932,11278,5719,2366,2617,576,1,0,0,1,0
2021-09-17,402703,794,7011,11285,5719,2367,2623,576,7,0,1,6,0
2021-09-18,403413,710,6891,11287,5719,2367,2625,576,2,0,0,2,0
2021-09-19,404052,639,6622,11292,5719,2369,2628,576,5,0,2,3,0
2021-09-20,404652,600,6473,11296,5719,2371,2630,576,4,0,2,2,0
2021-09-21,405312,660,6491,11300,5719,2371,2634,576,4,0,0,4,0
2021-09-22,406077,765,6597,11304,5719,2373,2636,576,4,0,2,2,0
2021-09-23,406801,724,6590,11307,5720,2374,2637,576,3,1,1,1,0
2021-09-24,407590,789,6620,11310,5720,2374,2640,576,3,0,0,3,0
2021-09-25,408202,612,6537,11312,5721,2374,2641,576,2,1,0,1,0
2021-09-26,408679,477,6262,11314,5721,2375,2642,576,2,0,1,1,0
2021-09-27,409177,498,6099,11320,5723,2375,2646,576,6,2,0,4,0
2021-09-28,409775,598,6018,11323,5723,2375,2649,576,3,0,0,3,0
2021-09-29,410180,405,5894,11323,5723,2375,2649,576,0,0,0,0,0
