Jurisdiction,Week of Allocations,1st Dose Allocations,2nd Dose Allocations
New Jersey,02/08/2021,55575.0,55575.0
New Mexico,02/08/2021,13650.0,13650.0
New York,02/08/2021,71175.0,71175.0
New York City,02/08/2021,53625.0,53625.0
North Carolina,02/08/2021,63375.0,63375.0
North Dakota,02/08/2021,4875.0,4875.0
Ohio,02/08/2021,73125.0,73125.0
Oklahoma,02/08/2021,24375.0,24375.0
Oregon,02/08/2021,26325.0,26325.0
Palau,02/08/2021,0.0,0.0
Pennsylvania,02/08/2021,71175.0,71175.0
Philadelphia,02/08/2021,10725.0,10725.0
Puerto Rico,02/08/2021,22425.0,22425.0
Rhode Island,02/08/2021,6825.0,6825.0
South Carolina,02/08/2021,31200.0,31200.0
South Dakota,02/08/2021,5850.0,5850.0
Tennessee,02/08/2021,41925.0,41925.0
Texas,02/08/2021,165750.0,165750.0
U.S. Virgin Islands,02/08/2021,975.0,975.0
Utah,02/08/2021,17550.0,17550.0
Vermont,02/08/2021,4875.0,4875.0
Virginia,02/08/2021,52650.0,52650.0
Washington,02/08/2021,46800.0,46800.0
West Virginia,02/08/2021,11700.0,11700.0
Wisconsin,02/08/2021,37050.0,37050.0
Wyoming,02/08/2021,3900.0,3900.0
Alabama,02/01/2021,30225.0,30225.0
Alaska,02/01/2021,27300.0,27300.0
American Samoa,02/01/2021,7800.0,0.0
Arizona,02/01/2021,42900.0,42900.0
Arkansas,02/01/2021,18525.0,18525.0
California,02/01/2021,240825.0,240825.0
Chicago,02/01/2021,17550.0,17550.0
Colorado,02/01/2021,34125.0,34125.0
Connecticut,02/01/2021,23400.0,23400.0
Delaware,02/01/2021,6825.0,6825.0
District of Columbia,02/01/2021,4875.0,4875.0
Federal Entities,02/01/2021,119925.0,104325.0
Florida,02/01/2021,131625.0,131625.0
Georgia,02/01/2021,62400.0,62400.0
Guam,02/01/2021,7800.0,0.0
Hawaii,02/01/2021,9750.0,9750.0
Idaho,02/01/2021,10725.0,10725.0
Illinois,02/01/2021,62400.0,62400.0
Indiana,02/01/2021,40950.0,40950.0
Iowa,02/01/2021,19500.0,19500.0
Kansas,02/01/2021,17550.0,17550.0
Kentucky,02/01/2021,28275.0,28275.0
Louisiana,02/01/2021,29250.0,29250.0
Maine,02/01/2021,8775.0,8775.0
Mariana Islands,02/01/2021,7800.0,0.0
Marshall Islands,02/01/2021,0.0,0.0
Maryland,02/01/2021,38025.0,38025.0
Massachusetts,02/01/2021,43875.0,43875.0
Michigan,02/01/2021,62400.0,62400.0
Micronesia,02/01/2021,0.0,0.0
Minnesota,02/01/2021,34125.0,34125.0
Mississippi,02/01/2021,18525.0,18525.0
Missouri,02/01/2021,38025.0,38025.0
Montana,02/01/2021,6825.0,6825.0
Nebraska,02/01/2021,11700.0,11700.0
Nevada,02/01/2021,18525.0,18525.0
New Hampshire,02/01/2021,8775.0,8775.0
New Jersey,02/01/2021,55575.0,55575.0
New Mexico,02/01/2021,13650.0,13650.0
New York,02/01/2021,70200.0,70200.0
New York City,02/01/2021,53625.0,53625.0
North Carolina,02/01/2021,63375.0,63375.0
North Dakota,02/01/2021,4875.0,4875.0
Ohio,02/01/2021,72150.0,72150.0
Oklahoma,02/01/2021,24375.0,24375.0
Oregon,02/01/2021,26325.0,26325.0
Palau,02/01/2021,0.0,0.0
Pennsylvania,02/01/2021,71175.0,71175.0
Philadelphia,02/01/2021,10725.0,10725.0
Puerto Rico,02/01/2021,22425.0,22425.0
Rhode Island,02/01/2021,6825.0,6825.0
South Carolina,02/01/2021,31200.0,31200.0
South Dakota,02/01/2021,5850.0,5850.0
Tennessee,02/01/2021,41925.0,41925.0
Texas,02/01/2021,164775.0,164775.0
U.S. Virgin Islands,02/01/2021,975.0,975.0
Utah,02/01/2021,17550.0,17550.0
Vermont,02/01/2021,4875.0,4875.0
Virginia,02/01/2021,52650.0,52650.0
Washington,02/01/2021,45825.0,45825.0
West Virginia,02/01/2021,11700.0,11700.0
Wisconsin,02/01/2021,36075.0,36075.0
Wyoming,02/01/2021,3900.0,3900.0
Alabama,01/25/2021,30225.0,30225.0
Alaska,01/25/2021,0.0,0.0
American Samoa,01/25/2021,0.0,0.0
Arizona,01/25/2021,42900.0,42900.0
Arkansas,01/25/2021,18525.0,18525.0
California,01/25/2021,241800.0,241800.0
Chicago,01/25/2021,17550.0,17550.0
Colorado,01/25/2021,35100.0,35100.0
Connecticut,01/25/2021,23400.0,23400.0
Delaware,01/25/2021,6825.0,6825.0
District of Columbia,01/25/2021,4875.0,4875.0
Federal Entities,01/25/2021,105300.0,105300.0
Florida,01/25/2021,132600.0,132600.0
Georgia,01/25/2021,63375.0,63375.0
Guam,01/25/2021,0.0,0.0
Hawaii,01/25/2021,9750.0,9750.0
Idaho,01/25/2021,10725.0,10725.0
Illinois,01/25/2021,63375.0,63375.0
Indiana,01/25/2021,40950.0,40950.0
Iowa,01/25/2021,19500.0,19500.0
Kansas,01/25/2021,18525.0,18525.0
Kentucky,01/25/2021,28275.0,28275.0
Louisiana,01/25/2021,29250.0,29250.0
Maine,01/25/2021,8775.0,8775.0
Mariana Islands,01/25/2021,0.0,0.0
Marshall Islands,01/25/2021,0.0,0.0
Maryland,01/25/2021,38025.0,38025.0
Massachusetts,01/25/2021,43875.0,43875.0
Michigan,01/25/2021,62400.0,62400.0
Micronesia,01/25/2021,0.0,0.0
Minnesota,01/25/2021,34125.0,34125.0
Mississippi,01/25/2021,18525.0,18525.0
Missouri,01/25/2021,38025.0,38025.0
Montana,01/25/2021,6825.0,6825.0
Nebraska,01/25/2021,11700.0,11700.0
Nevada,01/25/2021,18525.0,18525.0
New Hampshire,01/25/2021,8775.0,8775.0
New Jersey,01/25/2021,55575.0,55575.0
New Mexico,01/25/2021,13650.0,13650.0
New York,01/25/2021,71175.0,71175.0
New York City,01/25/2021,53625.0,53625.0
North Carolina,01/25/2021,63375.0,63375.0
North Dakota,01/25/2021,4875.0,4875.0
Ohio,01/25/2021,73125.0,73125.0
Oklahoma,01/25/2021,24375.0,24375.0
Oregon,01/25/2021,26325.0,26325.0
Palau,01/25/2021,0.0,0.0
Pennsylvania,01/25/2021,71175.0,71175.0
Philadelphia,01/25/2021,10725.0,10725.0
Puerto Rico,01/25/2021,22425.0,22425.0
Rhode Island,01/25/2021,6825.0,6825.0
South Carolina,01/25/2021,31200.0,31200.0
South Dakota,01/25/2021,5850.0,5850.0
Tennessee,01/25/2021,41925.0,41925.0
Texas,01/25/2021,165750.0,165750.0
U.S. Virgin Islands,01/25/2021,975.0,975.0
Utah,01/25/2021,17550.0,17550.0
Vermont,01/25/2021,4875.0,4875.0
Virginia,01/25/2021,52650.0,52650.0
Washington,01/25/2021,46800.0,46800.0
West Virginia,01/25/2021,11700.0,11700.0
Wisconsin,01/25/2021,37050.0,37050.0
Wyoming,01/25/2021,3900.0,3900.0
Alabama,01/18/2021,30225.0,30225.0
Alaska,01/18/2021,0.0,0.0
American Samoa,01/18/2021,0.0,0.0
Arizona,01/18/2021,42900.0,42900.0
Arkansas,01/18/2021,18525.0,18525.0
California,01/18/2021,241800.0,241800.0
Chicago,01/18/2021,17550.0,17550.0
Colorado,01/18/2021,35100.0,35100.0
Connecticut,01/18/2021,23400.0,23400.0
Delaware,01/18/2021,6825.0,6825.0
District of Columbia,01/18/2021,4875.0,4875.0
Federal Entities,01/18/2021,105300.0,105300.0
Florida,01/18/2021,132600.0,132600.0
Georgia,01/18/2021,63375.0,63375.0
Guam,01/18/2021,0.0,0.0
Hawaii,01/18/2021,9750.0,9750.0
Idaho,01/18/2021,10725.0,10725.0
Illinois,01/18/2021,63375.0,63375.0
Indiana,01/18/2021,40950.0,40950.0
Iowa,01/18/2021,19500.0,19500.0
Kansas,01/18/2021,18525.0,18525.0
Kentucky,01/18/2021,28275.0,28275.0
Louisiana,01/18/2021,29250.0,29250.0
Maine,01/18/2021,8775.0,8775.0
Mariana Islands,01/18/2021,0.0,0.0
Marshall Islands,01/18/2021,0.0,0.0
Maryland,01/18/2021,38025.0,38025.0
Massachusetts,01/18/2021,43875.0,43875.0
Michigan,01/18/2021,62400.0,62400.0
Micronesia,01/18/2021,0.0,0.0
Minnesota,01/18/2021,34125.0,34125.0
Mississippi,01/18/2021,18525.0,18525.0
Missouri,01/18/2021,38025.0,38025.0
Montana,01/18/2021,6825.0,6825.0
Nebraska,01/18/2021,11700.0,11700.0
Nevada,01/18/2021,18525.0,18525.0
New Hampshire,01/18/2021,8775.0,8775.0
New Jersey,01/18/2021,55575.0,55575.0
New Mexico,01/18/2021,13650.0,13650.0
New York,01/18/2021,71175.0,71175.0
New York City,01/18/2021,53625.0,53625.0
North Carolina,01/18/2021,63375.0,63375.0
North Dakota,01/18/2021,4875.0,4875.0
Ohio,01/18/2021,73125.0,73125.0
Oklahoma,01/18/2021,24375.0,24375.0
Oregon,01/18/2021,26325.0,26325.0
Palau,01/18/2021,0.0,0.0
Pennsylvania,01/18/2021,71175.0,71175.0
Philadelphia,01/18/2021,10725.0,10725.0
Puerto Rico,01/18/2021,22425.0,22425.0
Rhode Island,01/18/2021,6825.0,6825.0
South Carolina,01/18/2021,31200.0,31200.0
South Dakota,01/18/2021,5850.0,5850.0
Tennessee,01/18/2021,41925.0,41925.0
Texas,01/18/2021,165750.0,165750.0
U.S. Virgin Islands,01/18/2021,975.0,975.0
Utah,01/18/2021,17550.0,17550.0
Vermont,01/18/2021,4875.0,4875.0
Virginia,01/18/2021,52650.0,52650.0
Washington,01/18/2021,46800.0,46800.0
West Virginia,01/18/2021,11700.0,11700.0
Wisconsin,01/18/2021,37050.0,37050.0
Wyoming,01/18/2021,3900.0,3900.0
Alabama,01/11/2021,29250.0,29250.0
Alaska,01/11/2021,0.0,0.0
American Samoa,01/11/2021,0.0,0.0
Arizona,01/11/2021,41925.0,41925.0
Arkansas,01/11/2021,18525.0,18525.0
California,01/11/2021,233025.0,233025.0
Chicago,01/11/2021,16575.0,16575.0
Colorado,01/11/2021,33150.0,33150.0
Connecticut,01/11/2021,22425.0,22425.0
Delaware,01/11/2021,5850.0,5850.0
District of Columbia,01/11/2021,4875.0,4875.0
Federal Entities,01/11/2021,102375.0,102375.0
Florida,01/11/2021,127725.0,127725.0
Georgia,01/11/2021,60450.0,60450.0
Guam,01/11/2021,0.0,0.0
Hawaii,01/11/2021,8775.0,8775.0
Idaho,01/11/2021,9750.0,9750.0
Illinois,01/11/2021,60450.0,60450.0
Indiana,01/11/2021,39975.0,39975.0
Iowa,01/11/2021,19500.0,19500.0
Kansas,01/11/2021,17550.0,17550.0
Kentucky,01/11/2021,27300.0,27300.0
Louisiana,01/11/2021,28275.0,28275.0
Maine,01/11/2021,8775.0,8775.0
Mariana Islands,01/11/2021,0.0,0.0
Marshall Islands,01/11/2021,0.0,0.0
Maryland,01/11/2021,36075.0,36075.0
Massachusetts,01/11/2021,42900.0,42900.0
Michigan,01/11/2021,60450.0,60450.0
Micronesia,01/11/2021,0.0,0.0
Minnesota,01/11/2021,33150.0,33150.0
Mississippi,01/11/2021,17550.0,17550.0
Missouri,01/11/2021,37050.0,37050.0
Montana,01/11/2021,6825.0,6825.0
Nebraska,01/11/2021,11700.0,11700.0
Nevada,01/11/2021,17550.0,17550.0
New Hampshire,01/11/2021,8775.0,8775.0
New Jersey,01/11/2021,53625.0,53625.0
New Mexico,01/11/2021,12675.0,12675.0
New York,01/11/2021,68250.0,68250.0
New York City,01/11/2021,51675.0,51675.0
North Carolina,01/11/2021,61425.0,61425.0
North Dakota,01/11/2021,4875.0,4875.0
Ohio,01/11/2021,70200.0,70200.0
Oklahoma,01/11/2021,23400.0,23400.0
Oregon,01/11/2021,25350.0,25350.0
Palau,01/11/2021,0.0,0.0
Pennsylvania,01/11/2021,69225.0,69225.0
Philadelphia,01/11/2021,9750.0,9750.0
Puerto Rico,01/11/2021,21450.0,21450.0
Rhode Island,01/11/2021,6825.0,6825.0
South Carolina,01/11/2021,30225.0,30225.0
South Dakota,01/11/2021,5850.0,5850.0
Tennessee,01/11/2021,39975.0,39975.0
Texas,01/11/2021,159900.0,159900.0
U.S. Virgin Islands,01/11/2021,975.0,975.0
Utah,01/11/2021,16575.0,16575.0
Vermont,01/11/2021,4875.0,4875.0
Virginia,01/11/2021,50700.0,50700.0
Washington,01/11/2021,57525.0,57525.0
West Virginia,01/11/2021,11700.0,11700.0
Wisconsin,01/11/2021,35100.0,35100.0
Wyoming,01/11/2021,3900.0,3900.0
Alabama,01/04/2021,29250.0,29250.0
Alaska,01/04/2021,27300.0,27300.0
American Samoa,01/04/2021,7800.0,0.0
Arizona,01/04/2021,41925.0,41925.0
Arkansas,01/04/2021,18525.0,18525.0
California,01/04/2021,232050.0,232050.0
Chicago,01/04/2021,16575.0,16575.0
Colorado,01/04/2021,33150.0,33150.0
Connecticut,01/04/2021,22425.0,22425.0
Delaware,01/04/2021,5850.0,5850.0
District of Columbia,01/04/2021,4875.0,4875.0
Federal Entities,01/04/2021,117000.0,101400.0
Florida,01/04/2021,126750.0,126750.0
Georgia,01/04/2021,60450.0,60450.0
Guam,01/04/2021,7800.0,0.0
Hawaii,01/04/2021,8775.0,8775.0
Idaho,01/04/2021,9750.0,9750.0
Illinois,01/04/2021,60450.0,60450.0
Indiana,01/04/2021,39000.0,39000.0
Iowa,01/04/2021,18525.0,18525.0
Kansas,01/04/2021,17550.0,17550.0
Kentucky,01/04/2021,27300.0,27300.0
Louisiana,01/04/2021,28275.0,28275.0
Maine,01/04/2021,8775.0,8775.0
Mariana Islands,01/04/2021,7800.0,0.0
Marshall Islands,01/04/2021,0.0,0.0
Maryland,01/04/2021,36075.0,36075.0
Massachusetts,01/04/2021,42900.0,42900.0
Michigan,01/04/2021,60450.0,60450.0
Micronesia,01/04/2021,0.0,0.0
Minnesota,01/04/2021,33150.0,33150.0
Mississippi,01/04/2021,17550.0,17550.0
Missouri,01/04/2021,37050.0,37050.0
Montana,01/04/2021,6825.0,6825.0
Nebraska,01/04/2021,11700.0,11700.0
Nevada,01/04/2021,17550.0,17550.0
New Hampshire,01/04/2021,8775.0,8775.0
New Jersey,01/04/2021,53625.0,53625.0
New Mexico,01/04/2021,12675.0,12675.0
New York,01/04/2021,68250.0,68250.0
New York City,01/04/2021,51675.0,51675.0
North Carolina,01/04/2021,61425.0,61425.0
North Dakota,01/04/2021,4875.0,4875.0
Ohio,01/04/2021,70200.0,70200.0
Oklahoma,01/04/2021,23400.0,23400.0
Oregon,01/04/2021,25350.0,25350.0
Palau,01/04/2021,0.0,0.0
Pennsylvania,01/04/2021,69225.0,69225.0
Philadelphia,01/04/2021,9750.0,9750.0
Puerto Rico,01/04/2021,21450.0,21450.0
Rhode Island,01/04/2021,6825.0,6825.0
South Carolina,01/04/2021,30225.0,30225.0
South Dakota,01/04/2021,5850.0,5850.0
Tennessee,01/04/2021,39975.0,39975.0
Texas,01/04/2021,158925.0,158925.0
U.S. Virgin Islands,01/04/2021,975.0,975.0
Utah,01/04/2021,16575.0,16575.0
Vermont,01/04/2021,3900.0,3900.0
Virginia,01/04/2021,50700.0,50700.0
Washington,01/04/2021,44850.0,44850.0
West Virginia,01/04/2021,11700.0,11700.0
Wisconsin,01/04/2021,35100.0,35100.0
Wyoming,01/04/2021,3900.0,3900.0
Alabama,12/28/2020,38025.0,38025.0
Alaska,12/28/2020,0.0,0.0
American Samoa,12/28/2020,0.0,0.0
Arizona,12/28/2020,53625.0,53625.0
Arkansas,12/28/2020,23400.0,23400.0
California,12/28/2020,297375.0,297375.0
Chicago,12/28/2020,21450.0,21450.0
Colorado,12/28/2020,42900.0,42900.0
Connecticut,12/28/2020,28275.0,28275.0
Delaware,12/28/2020,7800.0,7800.0
District of Columbia,12/28/2020,5850.0,5850.0
Federal Entities,12/28/2020,128700.0,128700.0
Florida,12/28/2020,162825.0,162825.0
Georgia,12/28/2020,77025.0,77025.0
Guam,12/28/2020,0.0,0.0
Hawaii,12/28/2020,11700.0,11700.0
Idaho,12/28/2020,12675.0,12675.0
Illinois,12/28/2020,78000.0,78000.0
Indiana,12/28/2020,50700.0,50700.0
Iowa,12/28/2020,24375.0,24375.0
Kansas,12/28/2020,22425.0,22425.0
Kentucky,12/28/2020,34125.0,34125.0
Louisiana,12/28/2020,36075.0,36075.0
Maine,12/28/2020,10725.0,10725.0
Mariana Islands,12/28/2020,0.0,0.0
Marshall Islands,12/28/2020,0.0,0.0
Maryland,12/28/2020,46800.0,46800.0
Massachusetts,12/28/2020,54600.0,54600.0
Michigan,12/28/2020,77025.0,77025.0
Micronesia,12/28/2020,0.0,0.0
Minnesota,12/28/2020,42900.0,42900.0
Mississippi,12/28/2020,22425.0,22425.0
Missouri,12/28/2020,46800.0,46800.0
Montana,12/28/2020,8775.0,8775.0
Nebraska,12/28/2020,14625.0,14625.0
Nevada,12/28/2020,22425.0,22425.0
New Hampshire,12/28/2020,10725.0,10725.0
New Jersey,12/28/2020,68250.0,68250.0
New Mexico,12/28/2020,16575.0,16575.0
New York,12/28/2020,87750.0,87750.0
New York City,12/28/2020,66300.0,66300.0
North Carolina,12/28/2020,78000.0,78000.0
North Dakota,12/28/2020,5850.0,5850.0
Ohio,12/28/2020,89700.0,89700.0
Oklahoma,12/28/2020,29250.0,29250.0
Oregon,12/28/2020,32175.0,32175.0
Palau,12/28/2020,0.0,0.0
Pennsylvania,12/28/2020,88725.0,88725.0
Philadelphia,12/28/2020,12675.0,12675.0
Puerto Rico,12/28/2020,27300.0,27300.0
Rhode Island,12/28/2020,8775.0,8775.0
South Carolina,12/28/2020,39000.0,39000.0
South Dakota,12/28/2020,6825.0,6825.0
Tennessee,12/28/2020,51675.0,51675.0
Texas,12/28/2020,203775.0,203775.0
U.S. Virgin Islands,12/28/2020,975.0,975.0
Utah,12/28/2020,21450.0,21450.0
Vermont,12/28/2020,5850.0,5850.0
Virginia,12/28/2020,65325.0,65325.0
Washington,12/28/2020,57525.0,57525.0
West Virginia,12/28/2020,14625.0,14625.0
Wisconsin,12/28/2020,44850.0,44850.0
Wyoming,12/28/2020,4875.0,4875.0
Alabama,12/21/2020,29250.0,29250.0
Alaska,12/21/2020,0.0,0.0
American Samoa,12/21/2020,0.0,0.0
Arizona,12/21/2020,41925.0,41925.0
Arkansas,12/21/2020,18525.0,18525.0
California,12/21/2020,233025.0,233025.0
Chicago,12/21/2020,16575.0,16575.0
Colorado,12/21/2020,33150.0,33150.0
Connecticut,12/21/2020,22425.0,22425.0
Delaware,12/21/2020,5850.0,5850.0
District of Columbia,12/21/2020,4875.0,4875.0
Federal Entities,12/21/2020,102375.0,102375.0
Florida,12/21/2020,127725.0,127725.0
Georgia,12/21/2020,60450.0,60450.0
Guam,12/21/2020,0.0,0.0
Hawaii,12/21/2020,8775.0,8775.0
Idaho,12/21/2020,9750.0,9750.0
Illinois,12/21/2020,60450.0,60450.0
Indiana,12/21/2020,39975.0,39975.0
Iowa,12/21/2020,19500.0,19500.0
Kansas,12/21/2020,17550.0,17550.0
Kentucky,12/21/2020,27300.0,27300.0
Louisiana,12/21/2020,28275.0,28275.0
Maine,12/21/2020,8775.0,8775.0
Mariana Islands,12/21/2020,0.0,0.0
Marshall Islands,12/21/2020,0.0,0.0
Maryland,12/21/2020,36075.0,36075.0
Massachusetts,12/21/2020,42900.0,42900.0
Michigan,12/21/2020,60450.0,60450.0
Micronesia,12/21/2020,0.0,0.0
Minnesota,12/21/2020,33150.0,33150.0
Mississippi,12/21/2020,17550.0,17550.0
Missouri,12/21/2020,37050.0,37050.0
Montana,12/21/2020,6825.0,6825.0
Nebraska,12/21/2020,11700.0,11700.0
Nevada,12/21/2020,17550.0,17550.0
New Hampshire,12/21/2020,8775.0,8775.0
New Jersey,12/21/2020,53625.0,53625.0
New Mexico,12/21/2020,12675.0,12675.0
New York,12/21/2020,68250.0,68250.0
New York City,12/21/2020,51675.0,51675.0
North Carolina,12/21/2020,61425.0,61425.0
North Dakota,12/21/2020,4875.0,4875.0
Ohio,12/21/2020,70200.0,70200.0
Oklahoma,12/21/2020,23400.0,23400.0
Oregon,12/21/2020,25350.0,25350.0
Palau,12/21/2020,0.0,0.0
Pennsylvania,12/21/2020,69225.0,69225.0
Philadelphia,12/21/2020,9750.0,9750.0
Puerto Rico,12/21/2020,21450.0,21450.0
Rhode Island,12/21/2020,6825.0,6825.0
South Carolina,12/21/2020,30225.0,30225.0
South Dakota,12/21/2020,5850.0,5850.0
Tennessee,12/21/2020,39975.0,39975.0
Texas,12/21/2020,159900.0,159900.0
U.S. Virgin Islands,12/21/2020,975.0,975.0
Utah,12/21/2020,16575.0,16575.0
Vermont,12/21/2020,4875.0,4875.0
Virginia,12/21/2020,50700.0,50700.0
Washington,12/21/2020,44850.0,44850.0
West Virginia,12/21/2020,11700.0,11700.0
Wisconsin,12/21/2020,35100.0,35100.0
Wyoming,12/21/2020,3900.0,3900.0
Alabama,12/14/2020,40950.0,40950.0
Alaska,12/14/2020,35100.0,35100.0
American Samoa,12/14/2020,5850.0,0.0
Arizona,12/14/2020,58500.0,58500.0
Arkansas,12/14/2020,25350.0,25350.0
California,12/14/2020,327600.0,327600.0
Chicago,12/14/2020,23400.0,23400.0
Colorado,12/14/2020,46800.0,46800.0
Connecticut,12/14/2020,31200.0,31200.0
Delaware,12/14/2020,8775.0,8775.0
District of Columbia,12/14/2020,6825.0,6825.0
Federal Entities,12/14/2020,156000.0,142350.0
Florida,12/14/2020,179400.0,179400.0
Georgia,12/14/2020,84825.0,84825.0
Guam,12/14/2020,11700.0,0.0
Hawaii,12/14/2020,12675.0,12675.0
Idaho,12/14/2020,13650.0,13650.0
Illinois,12/14/2020,85800.0,85800.0
Indiana,12/14/2020,55575.0,55575.0
Iowa,12/14/2020,26325.0,26325.0
Kansas,12/14/2020,24375.0,24375.0
Kentucky,12/14/2020,38025.0,38025.0
Louisiana,12/14/2020,39000.0,39000.0
Maine,12/14/2020,12675.0,12675.0
Mariana Islands,12/14/2020,5850.0,0.0
Marshall Islands,12/14/2020,0.0,0.0
Maryland,12/14/2020,50700.0,50700.0
Massachusetts,12/14/2020,59475.0,59475.0
Michigan,12/14/2020,84825.0,84825.0
Micronesia,12/14/2020,0.0,0.0
Minnesota,12/14/2020,46800.0,46800.0
Mississippi,12/14/2020,25350.0,25350.0
Missouri,12/14/2020,51675.0,51675.0
Montana,12/14/2020,9750.0,9750.0
Nebraska,12/14/2020,16575.0,16575.0
Nevada,12/14/2020,25350.0,25350.0
New Hampshire,12/14/2020,12675.0,12675.0
New Jersey,12/14/2020,76050.0,76050.0
New Mexico,12/14/2020,17550.0,17550.0
New York,12/14/2020,96525.0,96525.0
New York City,12/14/2020,73125.0,73125.0
North Carolina,12/14/2020,85800.0,85800.0
North Dakota,12/14/2020,6825.0,6825.0
Ohio,12/14/2020,98475.0,98475.0
Oklahoma,12/14/2020,33150.0,33150.0
Oregon,12/14/2020,35100.0,35100.0
Palau,12/14/2020,0.0,0.0
Pennsylvania,12/14/2020,97500.0,97500.0
Philadelphia,12/14/2020,13650.0,13650.0
Puerto Rico,12/14/2020,30225.0,30225.0
Rhode Island,12/14/2020,9750.0,9750.0
South Carolina,12/14/2020,42900.0,42900.0
South Dakota,12/14/2020,7800.0,7800.0
Tennessee,12/14/2020,56550.0,56550.0
Texas,12/14/2020,224250.0,224250.0
U.S. Virgin Islands,12/14/2020,975.0,975.0
Utah,12/14/2020,23400.0,23400.0
Vermont,12/14/2020,5850.0,5850.0
Virginia,12/14/2020,72150.0,72150.0
Washington,12/14/2020,62400.0,62400.0
West Virginia,12/14/2020,16575.0,16575.0
Wisconsin,12/14/2020,49725.0,49725.0
Wyoming,12/14/2020,4875.0,4875.0
