Société ,ID projet,ID Concours,Intitulé du projet,Année d'autorisation,Pays de réalisation,Région,EE/OMR,Produit Financier,Type d'intervention : ONG/PrPP/projets,Engagement brut (€),Montant Adaptation (€),Secteur Adaptation,Montant Atténuation (€),Secteur Atténuation
AFD,CAL1012,CAL101201,Projet d'amélioration du service d'eau potable de la région de Durrës,2020.0,ALBANIE,ORE,EE,Prêts aux Etats (non bonifiés),Projet,60000000.0,46800000.0,Gestion de la ressource en eau,1200000.0,Agriculture durable et préservation des ressources naturelles
AFD,CCG1179,CCG117901,Programme d'utilisation durable des terres en République du Congo (financement délégué du CAFI),2020.0,CONGO,AFR,EE,Crédits et subventions délégués,Projet,11150211.1924,1115021.11924,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",10035190.0732,Agriculture durable et préservation des ressources naturelles
AFD,CCI1683,CCI168302,Projet « Résilience des systèmes cotonniers dans le Nord de la Côte d'Ivoire »,2020.0,COTE D IVOIRE,AFR,EE,Prêts aux Etats (bonifiés),Projet,40000000.0,40000000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CCN1103,CCN110301,Cogénération d'énergie à partir de la biomasse agricole et forestière dans la ville de Xinzhou (province du Shanxi),2020.0,CHINE,ORE,EE,Prêts aux Etats (non bonifiés),Projet,27000000.0,0.0,,27000000.0,Promotion des énergies renouvelables
AFD,CCR1006,CCR100602,"Ligne de crédit ""climat""",2020.0,COSTA RICA,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,12326403.1556,6163201.5778,"Intermédiation financière (eau, agriculture, infrastructure)",6163201.5778,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CHT1132,CHT113201,Fonds haïtien pour la biodiversité,2020.0,HAITI,OCN,EE,Subventions (dont ONG),Projet,11000000.0,9900000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",1100000.0,Agriculture durable et préservation des ressources naturelles
AFD,CJO1105,CJO110502,Projet d'assainissement de la région de Ramtha et de Sahel Houran,2020.0,JORDANIE,ORE,EE,Prêts aux Etats (bonifiés),Projet,20000000.0,10000000.0,Gestion de la ressource en eau,10000000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CKH1216,CKH121601,Programme de développement des infrastructures rurales « RID4CAM »,2020.0,CAMBODGE,ORE,EE,Prêts aux Etats (bonifiés),Projet,50000000.0,50000000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CLB1115,CLB111503,Structuration du service d'eau potable et d'assainissement à Ersaal et la Vallée,2020.0,LIBAN,ORE,EE,Subventions (dont ONG),Projet,13600000.0,11288000.0,Gestion de la ressource en eau,0.0,
AFD,CLB1117,CLB111701,Réduction des Risques de Catastrophes Liban,2020.0,LIBAN,ORE,EE,Subventions (dont ONG),Projet,9600000.0,9600000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CLB1117,CLB111702,Réduction des Risques de Catastrophes Liban,2020.0,LIBAN,ORE,EE,Subventions (dont ONG),Projet,2494475.0,2494475.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CMA1298,CMA129801,Convergence et résilience des territoires - FEC 2,2020.0,MAROC,AFR,EE,Financements des entreprises et collectivités (bonifiés),Projet,200000000.0,40000000.0,"Intermédiation financière (eau, agriculture, infrastructure)",40000000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CME1000,CME100001,Appui au financement de projets Climat et durables au Monténégro,2020.0,MONTENEGRO,ORE,EE,Prêts aux Etats (non bonifiés),Projet,50000000.0,5000000.0,"Intermédiation financière (eau, agriculture, infrastructure)",25000000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CMF1010,CMF101001,Financement partiel de la PI 2020 de la Collectivité de Saint-Martin,2020.0,ST-MARTIN (PF),OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,15000000.0,3300000.0,"Résilience des villes, des batiments et des infrastructures",1500000.0,programmes d'efficacité énergétique
AFD,CML1465,CML146501,Ligne de crédit contre les effets du COVID.,2020.0,MALI,AFR,EE,Financements des entreprises et collectivités (bonifiés),Projet,40000000.0,4000000.0,"Intermédiation financière (eau, agriculture, infrastructure)",12000000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CML1465,CML146502,Ligne de crédit contre les effets du COVID.,2020.0,MALI,AFR,EE,Subventions (dont ONG),Projet,2000000.0,200000.0,"Intermédiation financière (eau, agriculture, infrastructure)",600000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CMR1205,CMR120502,Amélioration de la sécurité alimentaire par la relance de l'irrigué dans les régions du Gorgol et du Guidimaka - Phase 2,2020.0,MAURITANIE,AFR,EE,Subventions (dont ONG),Projet,1500000.0,1500000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CMX1058,CMX105801,Intégration de la biodiversité dans les secteurs productifs agriculture et pêche,2020.0,MEXIQUE,AML,EE,Prêts aux Etats (non bonifiés),PrPP,240000000.0,120000000.0,"Résilience des villes, des batiments et des infrastructures",24000000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CNC2155,CNC215502,Financement partiel du budget d'investissements du SIVM SUD 2020,2020.0,NLLE CALEDONIE,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,2095000.0,1801700.0,"Autre (santé, éducation, renforcement de capacités)",293300.0,Promotion des énergies renouvelables
AFD,CNC2157,CNC215703,Financement partiel du budget d'investissement 2020 de la province Nord,2020.0,NLLE CALEDONIE,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,4280623.0,171224.92,"Résilience des villes, des batiments et des infrastructures",42806.23,Programmes d'efficacité énergétique
AFD,CNG1100,CNG110001,Projet de Transport Urbain de la ville de Kaduna,2020.0,NIGERIA,AFR,EE,Prêts aux Etats (bonifiés),Projet,110000000.0,0.0,,110000000.0,Transports collectifs et mobilité
AFD,CPK1054,CPK105401,Centrale hydroélectrique de Keyal Khwar,2020.0,PAKISTAN,ORE,EE,Prêts aux Etats (bonifiés),Projet,120000000.0,0.0,,120000000.0,Promotion des énergies renouvelables
AFD,CPK1059,CPK105901,Rétablissement partiel du projet Clean Access Energy,2020.0,PAKISTAN,ORE,EE,Prêts aux Etats (bonifiés),Projet,19100000.0,0.0,,19100000.0,Promotion des énergies renouvelables
AFD,CPS1203,CPS120301,Appui à Jérusalem-Est pour son Identité et sa Résilience  (AJIR),2020.0,TERR.AUTO.PALES,ORE,EE,Subventions (dont ONG),Projet,8000000.0,320000.0,"Intermédiation financière (eau, agriculture, infrastructure)",320000.0,Programmes d'efficacité énergétique
AFD,CRE1735,CRE173504,EHPAD du TAMPON + IMS CI,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,10070000.0,1007000.0,"Résilience des villes, des batiments et des infrastructures",1007000.0,Programmes d'efficacité énergétique
AFD,CRE1735,CRE173505,EHPAD du TAMPON + IMS CI,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,1130000.0,113000.0,"Résilience des villes, des batiments et des infrastructures",113000.0,Programmes d'efficacité énergétique
AFD,CRE1822,CRE182201,Financement partiel des investissements du Budget Principal 2020 de la CINOR.,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,10400000.0,1352000.0,"Résilience des villes, des batiments et des infrastructures",1976000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CRW1049,CRW104901,Contribution au programme national d'accès à l'énergie,2020.0,RWANDA,AFR,EE,Prêts aux Etats (bonifiés),Projet,80000000.0,0.0,,80000000.0,Programmes d'efficacité énergétique
AFD,CSN1486,CSN148603,Train Express Régional de Dakar,2020.0,SENEGAL,AFR,EE,Prêts aux Etats (bonifiés),Projet,30000000.0,0.0,,30000000.0,Transports collectifs et mobilité
AFD,CSN1562,CSN156201,Projet d'Assainissement Autonome de la région de Dakar (PAAD),2020.0,SENEGAL,AFR,EE,Prêts aux Etats (bonifiés),Projet,20000000.0,10800000.0,Gestion de la ressource en eau,800000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CSN1562,CSN156202,Projet d'Assainissement Autonome de la région de Dakar (PAAD),2020.0,SENEGAL,AFR,EE,Subventions (dont ONG),Projet,5000000.0,2700000.0,Gestion de la ressource en eau,200000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CSN1702,CSN170201,Projet d'appui au développement de l'enseignement moyen - phase 2,2020.0,SENEGAL,AFR,EE,Prêts aux Etats (bonifiés),Projet,15000000.0,5700000.0,"Résilience des villes, des batiments et des infrastructures",1350000.0,Programmes d'efficacité énergétique
AFD,CSR1014,CSR101404,Appui à la SWM pour l'alimentation en eau potable au Suriname,2020.0,SURINAME,OCN,EE,Prêts aux Etats (non bonifiés),Projet,14000000.0,10220000.0,Gestion de la ressource en eau,0.0,
AFD,CTR1075,CTR107506,"Facilité pour les Réfugiés en Turquie II - Financement d'infrastructures d'eau, d'assainissement et de déchets solides dans le sud-est",2020.0,TURQUIE,ORE,EE,Prêts aux Etats (non bonifiés),Projet,63000000.0,20790000.0,Gestion de la ressource en eau,23310000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CUZ1017,CUZ101702,"Projet de développement des systèmes d'assainissement urbain en Ouzbékistan dans les villes de Karmana, Kitob, et Chakhrisabz.",2020.0,OUZBEKISTAN,ORE,EE,Crédits et subventions délégués,Projet,8150000.0,3993500.0,Gestion de la ressource en eau,3993500.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CVN1239,CVN123901,Ligne de crédit verte,2020.0,VIET-NAM,ORE,EE,Financements des entreprises et collectivités (bonifiés),Projet,88566114.6046,0.0,,88566114.6046,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CYT1192,CYT119203,Financement du budget partiel d'investissement de la commune de Mamoudzou et préfinancements d'opérations d'investissement,2020.0,MAYOTTE,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,2827586.0,282758.6,"Résilience des villes, des batiments et des infrastructures",197931.02,Programmes d'efficacité énergétique
AFD,CZD1096,CZD109601,Programme d'efficacité énergétique des bâtiments dans l'outre-mer - appui au secteur public,2020.0,MULTI-PAYS DOM,OCN,OM,Subventions (dont ONG),Projet,750000.0,0.0,,750000.0,Programmes d'efficacité énergétique
AFD,CZZ2322,CZZ232209,3 Frontières,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,5000000.0,50000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2322,CZZ232212,3 Frontières,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,7000000.0,70000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2391,CZZ239102,Programme d'appui au commerce équitable en Afrique de l'Ouest,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,4000000.0,1600000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CZZ2594,CZZ259401,Programme d'appui aux pays latino-américains pour la mise en œuvre des contributions déterminées au niveau national (NDC),2020.0,MULTI-PAYS,AML,EE,Crédits et subventions délégués,Projet,2348859.0,1174429.5,"Résilience des villes, des batiments et des infrastructures",1174429.5,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CZZ2648,CZZ264801,Programme du renforcement des capacités de services et de plaidoyer des organisations professionnelles agricoles en Afrique et en Amérique latine (SEPOP),2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),Projet,8000000.0,4000000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CZZ2658,CZZ265802,Ligne de crédit pour l'adaptation et l'atténuation au changement climatique,2020.0,MULTI-PAYS,AML,EE,Financements des entreprises et collectivités (bonifiés),Projet,100000000.0,75000000.0,"intermédiation financière (eau, agriculture, infrastructure)",25000000.0,"intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CZZ2685,CZZ268502,Projet de promotion des ODD dans l'espace médiatique en langues sahéliennes,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),Projet,3500000.0,262500.0,"Résilience des villes, des batiments et des infrastructures",262500.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CZZ2840,CZZ284001,Seconde contribution au Fonds Vert pour le Climat pour le compte et au risque de l'Etat français,2020.0,MULTI-PAYS,MPE,EE,Prêts aux Etats (non bonifiés),Projet,310000000.0,155000000.0,"intermédiation financière (eau, agriculture, infrastructure)",155000000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CZZ2916,CZZ291602,"TerrIndigena : Renforcer la protection des territoires autochtones _x000D_
pour préserver l'Amazonie_x000D_",2020.0,MULTI-PAYS,AML,EE,Subventions (dont ONG),Projet,4000000.0,0.0,,4000000.0,Agriculture durable et préservation des ressources naturelles
AFD,CZZ3063,CZZ306304,Financement du programme triennal 2020-2022 du PPIAF,2020.0,MULTI-PAYS,MPE,EE,Subventions (dont ONG),Projet,680000.0,102000.0,"Résilience des villes, des batiments et des infrastructures",102000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CZZ3118,CZZ311801,Mise en œuvre des APV dans 8 pays,2020.0,MULTI-PAYS,MPE,EE,Crédits et subventions délégués,Projet,22429907.0,0.0,,22429907.0,Agriculture durable et préservation des ressources naturelles
AFD,CFR1320,CFR132001,Projet d'appui à la structuration d'un réseau des Organisations de la Société Civile (OSC) françaises de biodiversité actives dans les pays du Sud,2020.0,FRANCE,MPE,EE,Subventions (dont ONG),ONG,300000.0,150000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",150000.0,Agriculture durable et préservation des ressources naturelles
AFD,CFR1322,CFR132201,"Changeons nos échanges. Les acteurs du commerce équitable moteurs des changements économiques, culturels et réglementaires nécessaires à l'accélération des transitions écologiques et sociales",2020.0,FRANCE,MPE,EE,Subventions (dont ONG),ONG,700000.0,700000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CZZ2699,CZZ269901,Appui aux agricultures familiales,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),ONG,2000000.0,1000000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",1000000.0,Agriculture durable et préservation des ressources naturelles
AFD,CZZ2757,CZZ275701,Habiter et mieux vivre dans les non lotis !,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),ONG,500000.0,500000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",,
AFD,CZZ2758,CZZ275801,Accompagner les acteurs locaux dans la diffusion du marché de la Voûte Nubienne,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),ONG,1300000.0,,,1300000.0,Programmes d'efficacité énergétique
AFD,CZZ2930,CZZ293001,Maîtrise et Adaptation des Villes Intermédiaires dans la moyenne vallée du fleuve Sénégal,2020.0,MULTI-PAYS,AFR,EE,Subventions (dont ONG),ONG,1500000.0,1500000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",,
PROPARCO,PCO1012,PCO101202,FINANCEMENT FOURNITURE BUS ELECTRIQUES,2020.0,COLOMBIE,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,12525841.3958,0.0,,12525841.3958,Transports collectifs et mobilité
PROPARCO,PCO1012,PCO101204,FINANCEMENT FOURNITURE BUS ELECTRIQUES,2020.0,COLOMBIE,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,9304969.81725,0.0,,9304969.81725,Transports collectifs et mobilité
PROPARCO,PCO1013,PCO101304,FINANCEMENT FOURNITURE BUS ELECTRIQUES,2020.0,COLOMBIE,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,9064748.20144,0.0,,9064748.20144,Transports collectifs et mobilité
PROPARCO,PCR1014,PCR101401,REFINANCEMENT PORTEFEUILLE PME,2020.0,COSTA RICA,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,38061405.7346,0.0,,26642984.0142,"intermédiation financière (ENR, Efficacité energétique, agriculture)"
PROPARCO,PJO1022,PJO102201,Refinancement partiel - traitement des eaux usées,2020.0,JORDANIE,ORE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,28676404.6958,2867640.46958,Gestion de la ressource en eau,25808764.2262,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
PROPARCO,PUZ1001,PUZ100103,FINANCEMENT CENTRALE SOLAIRE DE 100MW,2020.0,OUZBEKISTAN,ORE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,3500000.0,0.0,,3500000.0,Promotion des énergies renouvelables
PROPARCO,PVN1046,PVN104601,Financement du portefeuille de crédits verts,2020.0,VIET-NAM,ORE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,42376472.5824,0.0,,42376472.5824,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
PROPARCO,PBR1063,PBR106301,Ligne de crédit verte,2020.0,BRESIL,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,53927736.8326,26963868.4163,Gestion de la ressource en eau,0.0,
PROPARCO,PIN1091,PIN109101,Financement centrale photovoltaique,2020.0,INDE,ORE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,33875934.8878,0.0,,33875934.8878,Promotion des énergies renouvelables
AFD,CBD1031,CBD103101,"Financement d'investissements en énergie renouvelable, en efficacité énergétique et pour l'entreprenariat féminin",2020.0,BANGLADESH,ORE,EE,Prêts aux Etats (bonifiés),Projet,50000000.0,0.0,,45000000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CBF1363,CBF136301,Amélioration et sécurisation de la production agricole,2020.0,BURKINA FASO,AFR,EE,Prêts aux Etats (bonifiés),Projet,20000000.0,10000000.0,Gestion de la ressource en eau,10000000.0,Agriculture durable et préservation des ressources naturelles
AFD,CCD1119,CCD111901,Programme de Renforcement du Système de Santé sur deux zones de santé de la province du Nord Kivu,2020.0,RDCONGO,AFR,EE,Subventions (dont ONG),Projet,9000000.0,1350000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CCF1208,CCF120802,Projet d'appui à la préparation de la mise en œuvre du cadre national d'investissement REDD+ et à la mobilisation de fonds auprès du CAFI,2020.0,CENTRAFRIQUE,AFR,EE,Crédits et subventions délégués,Projet,148576.1453,74288.07265,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",74288.07265,Agriculture durable et préservation des ressources naturelles
AFD,CCR1006,CCR100601,"Ligne de crédit ""climat""",2020.0,COSTA RICA,AML,EE,Financements des entreprises et collectivités (non bonifiés),Projet,41088010.5185,20544005.2593,"Intermédiation financière (eau, agriculture, infrastructure)",20544005.2593,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CEG1096,CEG109601,Refondation de l'Université Française d'Egypte,2020.0,EGYPTE,AFR,EE,Prêts aux Etats (bonifiés),Projet,12000000.0,0.0,,840000.0,Programmes d'efficacité énergétique
AFD,CGF1452,CGF145201,FOM - Analyse Climat Guyane,2020.0,GUYANE FRANCAIS,OCN,EE,Subventions (dont ONG),Projet,14035.0,14035.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CGH1158,CGH115803,Projet de gestion agricole de l'eau au nord-ouest du Ghana,2020.0,GHANA,AFR,EE,Crédits et subventions délégués,Projet,300000.0,210000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CGM1008,CGM100801,Resilience of Organisations for Transformative Smallholder Agriculture,2020.0,GAMBIE,AFR,EE,Subventions (dont ONG),Projet,7000000.0,2730000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CGP1706,CGP170601,Rénovation éclairage public Goyave,2020.0,GUADELOUPE,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,708960.0,0.0,,708960.0,Programmes d'efficacité énergétique
AFD,CHT1103,CHT110302,Aménagement d'urgence des berges de la Rivière des Orangers à Jacmel,2020.0,HAITI,OCN,EE,Subventions (dont ONG),Projet,150000.0,75000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",0.0,
AFD,CHT1149,CHT114902,Appui à la riposte contre la COVID-19 et renforcement des capacités en biologie médicale,2020.0,HAITI,OCN,EE,Subventions (dont ONG),Projet,2750000.0,165000.0,"Autre (santé, éducation, renforcement de capacités)",495000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CID1077,CID107702,KRisNA - Projet de renforcement des capacités de la recherche océanographique indonésienne,2020.0,INDONESIE,ORE,EE,Prêts aux Etats (non bonifiés),Projet,108000000.0,43200000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",64800000.0,programmes d'efficacité énergétique
AFD,CIN1090,CIN109001,Projet d'approvisionnement continu en eau potable de la ville de Chandigarh,2020.0,INDE,ORE,EE,Prêts aux Etats (non bonifiés),Projet,48000000.0,22080000.0,Gestion de la ressource en eau,22560000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CJO1105,CJO110505,Projet d'assainissement de la région de Ramtha et de Sahel Houran,2020.0,JORDANIE,ORE,EE,Crédits et subventions délégués,Projet,18600000.0,9300000.0,Gestion de la ressource en eau,9300000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CLB1115,CLB111502,Structuration du service d'eau potable et d'assainissement à Ersaal et la Vallée,2020.0,LIBAN,ORE,EE,Crédits et subventions délégués,Projet,21495327.0,17841121.41,Gestion de la ressource en eau,0.0,
AFD,CLB1115,CLB111504,Structuration du service d'eau potable et d'assainissement à Ersaal et la Vallée,2020.0,LIBAN,ORE,EE,Subventions (dont ONG),Projet,1400000.0,1162000.0,Gestion de la ressource en eau,0.0,
AFD,CMA1269,CMA126901,Revitalisation des Territoires ruraux marocains par l'emploi et l'entreprenariat dans le secteur agricole et para-agricole,2020.0,MAROC,AFR,EE,Prêts aux Etats (bonifiés),Projet,150000000.0,52500000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",0.0,
AFD,CMG1637,CMG163701,Projet d'appui à la formation professionnelle à Madagascar,2020.0,MADAGASCAR,OCN,EE,Subventions (dont ONG),Projet,9000000.0,495000.0,"Résilience des villes, des batiments et des infrastructures",495000.0,Programmes d'efficacité énergétique
AFD,CMG1637,CMG163702,Projet d'appui à la formation professionnelle à Madagascar,2020.0,MADAGASCAR,OCN,EE,Subventions (dont ONG),Projet,1000000.0,55000.0,"Résilience des villes, des batiments et des infrastructures",55000.0,Programmes d'efficacité énergétique
AFD,CML1478,CML147803,Sécurité et Développement au Nord et Centre Mali - Phase 3,2020.0,MALI,AFR,EE,Subventions (dont ONG),Projet,2800000.0,700000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CMQ1748,CMQ174801,Financement partiel du déploiement du Très Haut Débit en Martinique,2020.0,MARTINIQUE,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,29000000.0,0.0,,29000000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CMU1089,CMU108902,Prêt de contingence Covid et Adaptation au CC Maurice,2020.0,MAURICE,OCN,EE,Subventions (dont ONG),Projet,1500000.0,495000.0,"Prévention et gestion des risques climatiques (inondations, montée des eaux, systèmes d'alerte)",240000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CMZ1161,CMZ116102,Résilience des écosystèmes de mangrove et réduction du risque de catastrophe naturelle au Mozambique.,2020.0,MOZAMBIQUE,AFR,EE,Subventions (dont ONG),Projet,4100000.0,2050000.0,"Agriculture durable, préservation de l'eau, des sols et de la biodiversité",2050000.0,Agriculture durable et préservation des ressources naturelles
AFD,CNE1202,CNE120201,Karey Gorou - Projet de renforcement de l'alimentation en eau de Niamey,2020.0,NIGER,AFR,EE,Prêts aux Etats (bonifiés),Projet,40000000.0,24400000.0,Gestion de la ressource en eau,0.0,
AFD,CNE1224,CNE122402,Appui à la mise en œuvre du Plan de transition du secteur_x000D_ de l'éducation et de la formation du Niger_x000D_,2020.0,NIGER,AFR,EE,Crédits et subventions délégués,Projet,1599150.0,159915.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CRE1735,CRE173503,EHPAD du TAMPON + IMS CI,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,2800000.0,280000.0,"Résilience des villes, des batiments et des infrastructures",280000.0,Programmes d'efficacité énergétique
AFD,CRE1780,CRE178001,Financement partiel du Pôle Déchets Sud,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,15000000.0,0.0,,15000000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CRE1822,CRE182202,Financement partiel des investissements du Budget Principal 2020 de la CINOR.,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,6000000.0,780000.0,"Résilience des villes, des batiments et des infrastructures",1140000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CRE1822,CRE182203,Financement partiel des investissements du Budget Principal 2020 de la CINOR.,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,8600000.0,1118000.0,"Résilience des villes, des batiments et des infrastructures",1634000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CRE1838,CRE183804,Financement des dépenses d'investissements du budget principal et eau potable.,2020.0,REUNION,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,4600000.0,736000.0,Gestion de la ressource en eau,414000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CSD1019,CSD101901,Aflasafe Soudan - améliorer la sécurité alimentaire et la santé,2020.0,SOUDAN,AFR,EE,Subventions (dont ONG),Projet,2750000.0,550000.0,"Autre (santé, éducation, renforcement de capacités)",0.0,
AFD,CTD1204,CTD120402,Approvisionnement en eau potable de NDjaména via la réhabilitation et l'extension des réseaux et le renforcement de la Société Tchadienne des Eaux.,2020.0,TCHAD,AFR,EE,Crédits et subventions délégués,Projet,14018692.0,7009346.0,Gestion de la ressource en eau,0.0,
AFD,CTN1297,CTN129702,Prêt de politique publique en appui aux réformes pour favoriser la résilience de l'économie tunisienne,2020.0,TUNISIE,AFR,EE,Subventions (dont ONG),PrPP,1000000.0,0.0,,80000.0,"Autre (déchets, assainissement, éducation, renforcement de capacités)"
AFD,CTR1085,CTR108501,Ligne de crédit logements verts,2020.0,TURQUIE,ORE,EE,Financements des entreprises et collectivités (non bonifiés),Projet,100000000.0,0.0,,70000000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
AFD,CYT1152,CYT115201,Hôtel de l'aéroport de Pamandzi,2020.0,MAYOTTE,OCN,OM,Financements des entreprises et collectivités (non bonifiés),Projet,2065000.0,247800.0,"Résilience des villes, des batiments et des infrastructures",247800.0,Programmes d'efficacité énergétique
AFD,CYT1194,CYT119401,CENTRALE PHOTOVOLTAIQUE EN INJECTION DIRECTE/AUTOCONSOMMATION,2020.0,MAYOTTE,OCN,OM,Financements des entreprises et collectivités (bonifiés),Projet,735732.0,0.0,,735732.0,Promotion des énergies renouvelables
AFD,CZA1204,CZA120401,Souscription/appui à l'émission d'un premier green bond,2020.0,AFRIQUE DU SUD,AFR,EE,Financements des entreprises et collectivités (non bonifiés),Projet,200000000.0,50000000.0,"intermédiation financière (eau, agriculture, infrastructure)",150000000.0,"Intermédiation financière (ENR, Efficacité energétique, agriculture)"
