ID projet,Titre ,Secteur CICID,Agence,Bénéficaire,Pays,Région,Latitude,Longitude,Lien vers fiche de performance,Commentaires,Autorisation de publication,point_geographique
CTD3012 / CTD1173,PASST 1 et 2,Santé et lutte contre le sida,AGENCE DE N'DJAMENA,REPUBLIQUE DU TCHAD,REPUBLIQUE DU TCHAD,Afrique Sub-saharienne,12.1248495,15.0308618,https://www.afd.fr/fr/ressources/resume-devaluation-projets-dappui-au-secteur-de-la-sante-au-tchad-passt-1-et-2-0,,,"12.1248495,15.0308618"
CKH3004,Aménagement urbain de Siem Reap / Angkor,Environnement et ressources naturelles,AGENCE DE PHNOM PENH,ROYAUME DU CAMBODGE,CAMBODGE,Asie,11.558831,104.917445,https://www.afd.fr/sites/afd/files/2018-03-12-49-25/fiche-performance-cambodge-siem-reap-afd-urbain.pdf,,OUI,"11.558831,104.917445"
CKM1067,Projet De renforcement des Services de l'Eau de l'UCEA et de l'UCEM,Eau et assainissement,AGENCE DE MORONI,UNION DES COMITES DE L'EAU D'ANJOUAN,COMORES,Afrique Sub-saharienne,-11.70046,43.0,https://www.afd.fr/sites/afd/files/2020-01-03-48-24/resume-evaluation-projet-renforcement-services-eau-ReSEAU-anjouan-moheli-CKM1067.pdf,,OUI,"-11.70046,43.0"
CKM3000,Adduction d'eau potable rurale aux Comores,Eau et assainissement,AGENCE DE MORONI,UNION DES COMORES,COMORES,Afrique Sub-saharienne,-11.70046,43.0,https://www.afd.fr/sites/afd/files/2020-01-03-52-33/resume-evaluation-projet-appui-gestion-eau-communautaire-PAGEC-anjouan-moheli-CKM3000.pdf,,OUI,"-11.70046,43.0"
CET1029,Ferme éolienne d'Ashegoda dans la région du Tigray en Ethiopie,Infrastructures et développement urbain,AGENCE D'ADDIS-ABEBA,ETHIOPIAN ELECTRIC POWER,ETHIOPIE,Afrique Sub-saharienne,9.0166005,38.7577605,https://www.afd.fr/sites/afd/files/2019-04-09-30-11/CET1029-evaluation-summary-ethiopia-wind-power.pdf,,OUI,"9.0166005,38.7577605"
CGA1134,Programme d’assainissement prioritaire de Libreville (APRIL),Eau et assainissement,AGENCE DE LIBREVILLE,REPUBLIQUE DU GABON,GABON,Afrique Sub-saharienne,0.390841,9.0,https://www.afd.fr/sites/afd/files/2020-01-03-17-59/resume-evaluation-programme-assainissement-prioritaire-libreville-APRIL-gabon-CGA1134-6000-6011.pdf,,OUI,"0.390841,9.0"
CGH1088,District Development Facility,Infrastructures et développement urbain,AGENCE D'ACCRA,REPUBLIQUE DU GHANA,GHANA,Afrique Sub-saharienne,5.0,0.0,https://www.afd.fr/sites/afd/files/2019-12-02-13-42/evaluation-summary-district-development-facility-ddf-ghana-CGH1088.pdf,,OUI,"5.0,0.0"
CLB1021,Projet AEP Liban Sud,Eau et assainissement,AGENCE DE BEYROUTH,REPUBLIQUE LIBANAISE,LIBAN,Méditerranée,33.8886289,35.0,https://www.afd.fr/sites/afd/files/2020-01-04-05-34/resume-evaluation-projet-adduction-eau-potable-liban-sud-CLB1021.pdf,,OUI,"33.8886289,35.0"
CLB3010,Evaluation Ligne de crédit concessionnel à Byblos pour le financement de prêts étudiants (universités privées),Education,AGENCE DE BEYROUTH,BYBLOS BANK SAL,LIBAN,Méditerranée,33.8886289,35.0,https://www.afd.fr/fr/ressources/resume-devaluation-ligne-de-credit-pour-des-prets-etudiants-liban,,OUI,"33.8886289,35.0"
CLB1079,FEPV,Education,AGENCE DE BEYROUTH,Institut européen de coopération et de développement,LIBAN,Méditerranée,33.8886289,35.0,https://www.afd.fr/fr/ressources/resume-devaluation-evaluation-mi-parcours-projet-formation-et-employabilite-des-populations-vulnerables-impactees-par-la-crise-syrienne-au-liban,,OUI,"33.8886289,35.0"
CMG6004,Appui au redressement de la JIRAMA,Infrastructures et développement urbain,AGENCE D'ANTANANARIVO,REPUBLIQUE DE MADAGASCAR,MADAGASCAR,Afrique Sub-saharienne,-18.913503,47.5293392,https://www.afd.fr/sites/afd/files/2019-04-09-37-55/CMG6004-resume-evaluation-madagascar-energie.pdf,,OUI,"-18.913503,47.5293392"
CML1199,Projet d'alimentation en eau potable et d'assainissement de centres semi-urbains du sud Mali,Infrastructures et développement urbain,AGENCE DE BAMAKO,COMMUNE 2 DE BAMAKO,MALI,Afrique Sub-saharienne,12.0,-7.0,https://www.afd.fr/sites/afd/files/2019-12-03-05-09/resume-evaluation-projet-alimentation-eau-potable-assainissement-centres-semi-urbains-sud-mali-phase-1-CML1199.pdf,,OUI,"12.0,-7.0"
CML1221,Amélioration de l'offre d'enseignement fondamental dans le district de Bamako (1er cycle public),Education,AGENCE DE BAMAKO,REPUBLIQUE DU MALI,MALI,Afrique Sub-saharienne,12.0,-7.0,https://www.afd.fr/fr/ressources/resume-devaluation-projet-damelioration-de-loffre-denseignement-fondamental-au-mali-paoefm,,OUI,"12.0,-7.0"
CMA1217,CHRAFATE PACE,Secteur productif,AGENCE DE RABAT,TOUIZA SOLIDARITE,MAROC,Méditerranée,34.015049,-6.83272,https://www.afd.fr/fr/ressources/resume-devaluation-appui-la-creation-dentreprises-pour-les-populations-defavorisees-de-la-province-de-fahs-anjra-maroc-pace-fahs-anjra,,OUI,"34.015049,-6.83272"
CNE3006,Projet d'appui au secteur de la santé au Niger,Santé et lutte contre le sida,AGENCE DE NIAMEY,REPUBLIQUE DU NIGER,NIGER,Afrique Sub-saharienne,13.512668,2.0,https://www.afd.fr/sites/afd/files/2020-01-03-44-37/resume-evaluation-appui-plan-developpement-sanitaire-PDS-fonds-commun%20sant%C3%A9-CNE3006-1127.pdf,,OUI,"13.512668,2.0"
CSN1351,Evaluation Contribution au plan de redressement du secteur de l’électricité au Sénégal,Infrastructures et développement urbain,AGENCE DE DAKAR,REPUBLIQUE DU SENEGAL,SENEGAL,Afrique Sub-saharienne,14.0,-17.4396603,https://www.afd.fr/sites/afd/files/2020-01-03-58-36/resume-evaluation-contribution-plan-redressement-secteur-electricite-senegal-CSN1351.pdf,,OUI,"14.0,-17.4396603"
CPS1024/1022,Municipal Development Program (MDP) Phase 1,Infrastructures et développement urbain,AGENCE DE JERUSALEM,TERRITOIRES AUTONOMES PALESTINIENS,TERRITOIRES AUTONOMES PALESTINIENS,Méditerranée,31.0,35.0,https://www.afd.fr/sites/afd/files/2019-12-02-40-04/evaluation-summary-first-phase-municipal-development-program-mdp-palestine-CPS1024-1022.pdf,,OUI,"31.0,35.0"
CPS1019,Assainissement Nord Gaza II,Eau et assainissement,AGENCE DE JERUSALEM,TERRITOIRES AUTONOMES PALESTINIENS,TERRITOIRES AUTONOMES PALESTINIENS,Méditerranée,31.0,35.0,https://www.afd.fr/en/ressources/evaluation-summary-north-gaza-emergency-sewage-treatment-plant-ngest-gaza-strip-palestine,,OUI,"31.0,35.0"
CTG3009,Éducation pour tous,Education,AGENCE DE LOME,REPUBLIQUE DU TOGO,TOGO,Afrique Sub-saharienne,6.1267204,1.2169797,https://www.afd.fr/sites/afd/files/2019-04-09-46-36/CTG3009-resume-evaluation-togo-education.pdf,,OUI,"6.1267204,1.2169797"
CTG1140,Appui au développement de l'institution de microfinance WAGES,Secteur productif,AGENCE DE LOME,WAGES,TOGO,Afrique Sub-saharienne,6.1267204,1.2169797,,,NON,"6.1267204,1.2169797"
CVN1073,Infrastructures hydroagricoles de la province de Ninh Thuan,Agriculture et sécurité alimentaire,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/sites/afd/files/2019-04-04-45-12/CVN1073-1128-evaluation-summary-vietnam-irrigation.pdf,,OUI,"21.0,105.8432883"
CVN1126,Fin. Invest. fds municipal HCMV,Infrastructures et développement urbain,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/sites/afd/files/2019-04-04-48-51/CVN1126-evaluation-summary-vietnam-financial-intermediaries.pdf,,OUI,"21.0,105.8432883"
CZA3010/6007/6009,Prêt de 40 M Euros à la RMB pour contribuer aux programmes de logement accessibles,Infrastructures et développement urbain,AGENCE DE JOHANNESBOURG,FIRSTRAND BANK LIMITED REG,AFRIQUE DU SUD,Afrique Sub-saharienne,-26.07467,28.03023,https://www.afd.fr/sites/afd/files/2019-04-10-11-42/CZA3010-6007-6009-evaluation-summary-south-africa-low-cost-housing.pdf,,OUI,"-26.07467,28.03023"
CZZ3054,Initiative régionale pour la gestion des déchets solides dans le Pacifique,Environnement et ressources naturelles,AGENCE DE NOUMEA,Secretariat of the Pacific Regional Environment,MULTI-PAYS,Outre-Mer,-22.299859,166.437754,https://www.afd.fr/sites/afd/files/2019-04-04-52-04/CZZ3054-evaluation-summary-south-pacific-region-waste-management-disposal.pdf,,OUI,"-22.299859,166.437754"
CZZ1770-1707,Appui au Pôle de Dakar en vue d'accompagner l'amélioration de l'éducation en Afrique,Education,SIEGE PARIS - OPERATIONS SIEGE,INSTITUT INTERNATIONAL DE PLANIFICATION DE L'EDUCA,MULTI-PAYS,Afrique Sub-saharienne,48.8442306,2.3784529,http://www.iiep.unesco.org/sites/default/files/pdk_2018_eval_rapport_final_forwebsite.pdf,le résumé commence à la page 12 du document,OUI,"48.8442306,2.3784529"
CZZ2108,Evaluation APCC Crise syrienne - PUI,Agriculture et sécurité alimentaire,SIEGE PARIS - OPERATIONS SIEGE,Union nationale des Maisons familiales rurales,MULTI-PAYS,Afrique Sub-saharienne,48.8442306,2.3784529,https://www.afd.fr/fr/ressources/resume-devaluation-resilience-sociale-au-moyen-orient-protection-sociale-de-proximite-au-sein-de-neuf-municipalites,,OUI,"48.8442306,2.3784529"
CZZ2109,Evaluation APCC Crise syrienne - PUI,Santé et lutte contre le sida,SIEGE PARIS - OPERATIONS SIEGE,Première Urgence Internationale,MULTI-PAYS,Afrique Sub-saharienne,48.8442306,2.3784529,https://www.afd.fr/fr/ressources/resume-devaluation-resilience-sociale-au-moyen-orient-acces-la-sante-leducation-et-aux-soins-psychosociaux-pour-les-refugies-syriens-et-les-communautes-hotes,,OUI,"48.8442306,2.3784529"
CZZ1432,CAPAF CGAP,Secteur productif,SIEGE PARIS - OPERATIONS SIEGE,CONSULTATIVE GROUP TO ASSIST THE POOR,MULTI-PAYS,Afrique Sub-saharienne,48.8442306,2.3784529,https://www.afd.fr/fr/ressources/resume-devaluation-renforcement-des-capacites-des-imf-en-afrique-francophone,,OUI,"48.8442306,2.3784529"
CBF3031,Centres secondaires,Infrastructures et développement urbain,AGENCE DE OUAGADOUGOU,SONABEL,BURKINA FASO,Afrique Sub-saharienne,12.2823,-1.0794,https://www.afd.fr/fr/ressources/resume-evaluation-projet-centres-secondaires-burkina-faso,,OUI,"12.2823,-1.0794"
CMZ1075,Quirimbas II,environnement et ressources naturelles,AGENCE DE MAPUTO,MOZAMBIQUE,MOZAMBIQUE,Afrique Sub-saharienne,-26.0432,32.5827,https://www.afd.fr/fr/ressources/resume-evaluation-projets-consolidation-parc-national-quirimbas-et-adaptation-changement-climatique-mozambique,,OUI,"-26.0432,32.5827"
CGN1143,Rizi-Pisciculture en Guinée Forestière (PDRP-GF),,AGENCE DE CONAKRY,REPUBLIQUE DE GUINEE,REPUBLIQUE DE GUINEE,Afrique Sub-saharienne,9.587029,-13.67847,https://www.afd.fr/fr/ressources/resume-evaluation-developpement-rizi-pisciculture-guinee-forestiere,,OUI,"9.587029,-13.67847"
CTN1156,Jeunes à Medenine,Secteur productif,AGENCE DE TUNIS,REPUBLIQUE TUNISIENNE,TUNISIE,Afrique du nord,36.729,10.1651,https://www.afd.fr/fr/ressources/resume-evaluation-tounes-tekhdem-appui-insertion-jeunes-creation-entreprises-region-medenine,,oui,"36.729,10.1651"
CTD1125,HPTC2  - Almy Al Afia,,AGENCE DE N'DJAMENA,REPUBLIQUE DU TCHAD,REPUBLIQUE DU TCHAD,,12.0272,15.0513,https://www.afd.fr/fr/ressources/resume-evaluation-programme-hydraulique-pastoral-tchad-central-2eme-phase-almy-al-afia-2,,OUI,"12.1248495,15.0308618"
CML1386,I.SAH - SDNM II,Agriculture et sécurité alimentaire,AGENCE DE BAMAKO,MALI,MALI,GRAND SAHEL,12.65295,-7.986482,https://www.afd.fr/fr/ressources/resume-evaluation-mi-parcours-projet-sdnm2-mali,,OUI,"12.65295,-7.986482"
CCI1368,C2D 1 PARFACI,Agriculture et sécurité alimentaire,AGENCE D'ABIDJAN,RCI,COTE D'IVOIRE,Afrique Sub-saharienne,5.3573542,-3.9658004,https://www.afd.fr/fr/ressources/resume-evaluation-appui-relance-filieres-agricoles-cote-d-ivoire-parfaci,,OUI,"5.3573542,-3.9658004"
CBJ1191,PASMI,Santé et lutte contre le sida,AGENCE DE COTONOU,BENIN,BENIN,Afrique Sub-saharienne,6.366667,2.4333333,https://www.afd.fr/fr/ressources/resume-evaluation-grappe-projets-muskoka-senegal-benin-centrafrique,,OUI,"6.366667,2.4333333"
CML1237,Offre éducative priv,"Education, formation, emploi",AGENCE DE BAMAKO,BNDA MALI,MALI,Afrique Sub-saharienne,12.65295,-7.986482,https://www.afd.fr/fr/ressources/resume-evaluation-appuis-afd-banque-nationale-de-developpement-agricole-bnda-mali,,OUI,"12.65295,-7.986482"
CMR1196,PADCS,Hors secteurs CICID,AGENCE DE NOUAKCHOTT,AFD,MAURITANIE,Afrique Sub-saharienne,18.084061,-15.97842,https://www.afd.fr/fr/ressources/resume-evaluation-appui-democratie-et-cohesion-sociale-mauritanie-padcs,,OUI,"18.084061,-15.97842"
CCF3014,THIMO IV,Eau et assainissement,AGENCE DE BANGUI,REPUBLIQUE CENTRAFRICAINE,REPUBLIQUE CENTRAFRICAINE,Afrique Sub-saharienne,4.361698,18.555975,https://www.afd.fr/fr/ressources/resume-devaluation-projet-de-rehabilitation-du-reseau-de-drainage-pluvial-de-la-ville-de-bangui,,OUI,"4.361698,18.555975"
CBJ6000,Evaluation Education pour tous  EPT 1,Education,AGENCE DE COTONOU,REPUBLIQUE DU BENIN,BENIN,Afrique Sub-saharienne,6.3666667,2.4333333,https://www.afd.fr/fr/ressources/resume-devaluation-programme-education-pour-tous-au-benin-ept-1,,OUI,"6.3666667,2.4333333"
CCM1281,Evaluation d’une grappe de projets d’investissements hospitaliers privés à but non lucratif - Cameroon Baptist Convention (CBC),Santé et lutte contre le sida,AGENCE DE YAOUNDE,REPUBLIQUE DU CAMEROUN,CAMEROUN,Afrique Sub-saharienne,3.873659,11.0,https://www.afd.fr/sites/afd/files/2019-12-10-48-47/resume-evaluation-cameroon-baptist-convention-cbc-CCM1281.pdf,,OUI,"3.873659,11.0"
CCM6013,Programme d'amélioration de la compétitivité des exploitations familiales agropastorales,Agriculture et sécurité alimentaire,AGENCE DE YAOUNDE,REPUBLIQUE DU CAMEROUN,CAMEROUN,Afrique Sub-saharienne,3.873659,11.0,https://www.afd.fr/sites/afd/files/2019-12-10-30-58/resume-evaluation-programme-amelioration-competitivite-exploitations-familiales-agropastorales-acefa-c2d-cameroun-CCM6013.pdf,,OUI,"3.873659,11.0"
CKM1072,Projet d'appui à l'amélioration de la qualité des soins et au renforcement des capacités de Caritas Comores,Santé et lutte contre le sida,AGENCE DE MORONI,CARITAS COMORES,COMORES,Afrique Sub-saharienne,-11.70046,43.0,https://www.afd.fr/sites/afd/files/2019-04-09-36-09/CKM1072-resume-evaluation-comores-sante.pdf,,OUI,"-11.70046,43.0"
CKM1073,Evaluation Micofinance  PARSA - Projet de contribution au développement et à la professionnalisation du secteur de la microfinance Sanduk,Secteur productif,AGENCE DE MORONI,UNION REGIONALE DES SANDUK D'ANJOUAN,COMORES,Afrique Sub-saharienne,-11.70046,43.0,https://www.afd.fr/fr/ressources/resume-devaluation-projet-dappui-et-de-renforcement-des-sanduk-danjouan-parsa-comores,,OUI,"-11.70046,43.0"
CKM1077,Evaluation Projet de refinancement des Sanduk (PRSA),Secteur productif,AGENCE DE MORONI,UNION REGIONALE DES SANDUK D'ANJOUAN,COMORES,Afrique Sub-saharienne,-11.70046,43.0,https://www.afd.fr/fr/ressources/resume-devaluation-projet-de-refinancement-des-sanduk-prsa-comores,,OUI,"-11.70046,43.0"
CGH1087,Procredit upscaling to mesofinance,Secteur productif,AGENCE D'ACCRA,PROCREDIT GHANA,GHANA,Afrique Sub-saharienne,5.555717,-0.196306,https://www.afd.fr/sites/afd/files/2019-04-09-31-30/CGH1087-evaluation-summary-ghana-finance.pdf,,OUI,"5.555717,-0.196306"
,Renforcement des performances techniques et financières du secteur de l'eau en Jordanie,Eau et assainissement,AGENCE D'AMMAN,ROYAUME DE JORDANIE,JORDANIE,Méditerranée,31.0,35.0,https://www.afd.fr/sites/afd/files/2019-07-09-53-49/wspl-jordan-afd-kfw-joint-interim-evaluation.pdf,,,"31.0,35.0"
CLB1023,Villes de Tripoli et de Tyr : CHUD (Cultural Heritage and Urban Development) phase I,Infrastructures et développement urbain,AGENCE DE BEYROUTH,REPUBLIQUE LIBANAISE,LIBAN,Méditerranée,33.8886289,35.0,https://www.afd.fr/sites/afd/files/2020-01-04-12-00/resume-evaluation-programme-valorisation-patrimoine-developpement-urbain-tyr-et-tripoli-CLB1023-3002.pdf,,OUI,"33.8886289,35.0"
CLA3006,Second phase water supply distribution extension in Vientiane project (AEP2),Eau et assainissement,AGENCE DE VENTIANE,REPUBLIQUE DEMOCRATIQUE POPULAIRE LAOS,LAOS,Asie,17.0,102.0,https://www.afd.fr/sites/afd/files/2018-03-09-34-46/fiche-performance%20-water-supply-distribution-extension-vientiane-laos.pdf,,OUI,"17.0,102.0"
CMG1167,Gestion durable de la ressource crevettière malgache,Environnement et ressources naturelles,AGENCE D'ANTANANARIVO,REPUBLIQUE DE MADAGASCAR,MADAGASCAR,Afrique Sub-saharienne,-18.0,47.0,https://www.afd.fr/sites/afd/files/2018-03-12-52-48/fiche-performance-peche-madagascar-afd.pdf,,OUI,"-18.0,47.0"
CML1202,Projet d'alimentation en eau potable de 21 centres ruraux et semi-urbains des cercles de Nioro,Eau et assainissement,AGENCE DE BAMAKO,REPUBLIQUE DU MALI,MALI,Afrique Sub-saharienne,12.0,-7.0,https://www.afd.fr/sites/afd/files/2019-12-03-20-06/resume-evaluation-projet-alimentation-eau-potable-centres%20ruraux-semi-urbains-nioro-diema-mali-CML1202.pdf,,OUI,"12.0,-7.0"
CMA6036,Appui aux urgences et aux greffes,Santé et lutte contre le sida,AGENCE DE RABAT,ROYAUME DU MAROC,MAROC,Méditerranée,34.015049,-6.83272,,,OUI,"34.015049,-6.83272"
CMR3007,Projet d’équipement et de renforcement des capacités des communes et de la communauté urbaine de Nouakchott - PERCCUN,Infrastructures et développement urbain,AGENCE DE NOUAKCHOTT,COMMUNAUTE URBAINE DE NOUAKCHOTT,MAURITANIE,Afrique Sub-saharienne,18.0,-15.97842,,,,"18.0,-15.97842"
CNE3005,Hydraulique villageoise dans la région de Tahoua,Eau et assainissement,AGENCE DE NIAMEY,REPUBLIQUE DU NIGER,NIGER,Afrique Sub-saharienne,13.512668,2.0,https://www.afd.fr/sites/afd/files/2019-04-09-44-18/CNE3005-resume-evaluation-niger-eau-et-assainissement.pdf,,OUI,"13.512668,2.0"
CSN6031,Evaluation Soutien à la restructuration financière et institutionnelle de la SENELEC,Infrastructures et développement urbain,AGENCE DE DAKAR,REPUBLIQUE DU SENEGAL,SENEGAL,Afrique Sub-saharienne,14.0,-17.4396603,https://www.afd.fr/sites/afd/files/2020-01-04-03-36/resume-evaluation-soutien-restructuration-financiere-et-institutionnelle-SENELEC-CSN6031.pdf,,OUI,"14.0,-17.4396603"
CTG1107,Aménagement et réfection d'infrastructures hydrauliques dans la région des plateaux,Eau et assainissement,AGENCE DE LOME,REPUBLIQUE DU TOGO,TOGO,Afrique Sub-saharienne,6.1267204,1.2169797,https://www.afd.fr/fr/ressources/resume-d-evaluation-projet-hydraulique-villageoise-region-des-plateaux-phvrp-togo,,OUI,"6.1267204,1.2169797"
CTN6011,Evaluation Metro léger de Tunis,Infrastructures et développement urbain,AGENCE DE TUNIS,REPUBLIQUE TUNISIENNE,TUNISIE,Méditerranée,36.0,10.16596,https://www.afd.fr/fr/ressources/resume-devaluation-projet-de-modernisation-des-infrastructures-du-metro-leger-de-tunis,,OUI,"36.0,10.16596"
CTN6012,Evaluation Mise à niveau des circuits de distribution des produits agricoles et de la pêche,Agriculture et sécurité alimentaire,AGENCE DE TUNIS,REPUBLIQUE TUNISIENNE,TUNISIE,Méditerranée,36.0,10.16596,https://www.afd.fr/fr/ressources/resume-devaluation-programme-de-mise-niveau-des-circuits-de-distribution-tunisie,,OUI,"36.0,10.16596"
CVN1163/CVN1180/CVN1195,Aide budgétaire Changement climatique,Hors secteurs CICID,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/sites/afd/files/2019-04-09-50-31/CVN1163-1180-1195-evaluation-summary-vietnam-environmental-policy-administrative-management.pdf,,-,"21.0,105.8432883"
CVN3013,Programme d'alimentation en eau potable villes secondaires Delta du Mekong,Eau et assainissement,AGENCE D'HANOI,REPUBLIQUE SOCIALISTE DU VIETNAM,VIET-NAM,Asie,21.0,105.8432883,https://www.afd.fr/sites/afd/files/2019-04-04-56-24/CVN3013-resume-evaluation-vietnam-eau-et-assainissement.pdf,,OUI,"21.0,105.8432883"
