met type,date,mean/sum,min,max,%complete,comments
Air Temperature,28/10/2010,9.77,8.6,10.7,100,
Air Temperature,29/10/2010,9.65,7.0,11.7,100,
Air Temperature,30/10/2010,7.37,6.2,9.1,100,
Air Temperature,31/10/2010,8.14,6.5,9.3,100,
Air Temperature,01/11/2010,8.01,6.4,11.0,100,
Air Temperature,02/11/2010,9.75,8.6,11.2,100,
Air Temperature,03/11/2010,10.22,7.7,12.6,100,
Air Temperature,04/11/2010,12.22,11.8,12.7,100,
Air Temperature,05/11/2010,9.23,6.3,12.6,100,
Air Temperature,06/11/2010,5.6,2.1,7.2,100,
Air Temperature,07/11/2010,2.11,1.0,4.3,100,
Air Temperature,08/11/2010,3.66,1.4,6.3,100,
Air Temperature,09/11/2010,3.29,2.1,4.8,100,
Air Temperature,10/11/2010,1.68,-0.5,4.4,100,
Air Temperature,11/11/2010,7.36,3.2,10.5,100,
Air Temperature,12/11/2010,6.78,6.0,7.4,100,
Air Temperature,13/11/2010,5.1,3.5,6.9,100,
Air Temperature,14/11/2010,3.11,1.8,4.7,100,
Air Temperature,15/11/2010,3.58,1.3,6.7,100,
Air Temperature,16/11/2010,4.05,2.2,5.9,100,
Air Temperature,17/11/2010,5.34,4.1,6.0,100,
Air Temperature,18/11/2010,5.83,4.9,6.7,100,
Air Temperature,19/11/2010,5.4,4.6,7.4,100,
Air Temperature,20/11/2010,5.39,4.6,6.6,100,
Air Temperature,21/11/2010,4.18,2.8,5.5,100,
Air Temperature,22/11/2010,4.18,2.7,5.3,100,
Air Temperature,23/11/2010,4.85,3.3,6.7,100,
Air Temperature,24/11/2010,3.36,1.1,4.7,100,
Air Temperature,25/11/2010,0.31,-0.9,1.8,100,
Air Temperature,26/11/2010,-0.02,-1.9,1.7,100,
Air Temperature,27/11/2010,-2.3,-5.2,-0.6,100,
Air Temperature,28/11/2010,-4.85,-6.8,-1.5,100,
Air Temperature,29/11/2010,-3.02,-5.1,0.4,100,
Air Temperature,30/11/2010,-0.94,-4.3,0.7,100,
Air Temperature,01/12/2010,-2.97,-3.9,-2.2,100,
Air Temperature,02/12/2010,-2.16,-4.2,-1.3,100,
Air Temperature,03/12/2010,-1.39,-5.4,2.3,100,
Air Temperature,04/12/2010,3.74,2.4,4.7,100,
Air Temperature,05/12/2010,2.15,-1.9,4.2,100,
Air Temperature,06/12/2010,-0.68,-3.8,4.1,100,
Air Temperature,07/12/2010,-0.3,-1.9,1.2,100,
Air Temperature,08/12/2010,-0.09,-1.1,0.6,100,
Air Temperature,09/12/2010,3.68,0.1,6.4,100,
Air Temperature,10/12/2010,6.55,6.3,6.7,100,
Air Temperature,11/12/2010,6.48,4.8,7.3,100,
Air Temperature,12/12/2010,3.46,2.3,5.3,100,
Air Temperature,13/12/2010,2.74,0.8,3.4,100,
Air Temperature,14/12/2010,2.48,0.3,5.0,100,
Air Temperature,15/12/2010,3.48,2.0,5.0,100,
Air Temperature,16/12/2010,3.21,-3.9,6.3,100,
Air Temperature,17/12/2010,-3.01,-4.2,-2.0,100,
Air Temperature,18/12/2010,-2.45,-5.3,2.2,100,
Air Temperature,19/12/2010,-5.69,-6.8,-4.7,67,
Air Temperature,20/12/2010,-4.18,-5.8,-3.2,54,
Air Temperature,21/12/2010,-3.99,-4.5,-3.3,100,
Air Temperature,22/12/2010,-3.49,-4.4,-3.0,100,
Air Temperature,23/12/2010,-2.94,-4.5,-2.3,79,
Air Temperature,24/12/2010,-2.54,-3.4,-1.9,29,
Air Temperature,25/12/2010,1.75,-1.3,4.1,42,
Air Temperature,26/12/2010,2.73,-0.6,3.5,63,
Air Temperature,27/12/2010,4.63,3.7,5.2,100,
Air Temperature,28/12/2010,7.85,5.6,8.9,100,
Air Temperature,29/12/2010,8.67,7.6,9.5,100,
Air Temperature,30/12/2010,7.12,6.3,7.8,100,
Air Temperature,31/12/2010,5.3,3.8,6.3,100,
Air Temperature,01/01/2011,5.225,2.5,6.9,100,
Air Temperature,02/01/2011,1.2538,0.7,2.2,54,
Air Temperature,03/01/2011,,,,0,
Air Temperature,04/01/2011,5.4091,0.0,5.7,46,
Air Temperature,05/01/2011,4.8125,3.1,5.8,100,
Air Temperature,06/01/2011,3.14,0.0,3.7,21,
Air Temperature,07/01/2011,6.74,0.0,7.9,42,
Air Temperature,08/01/2011,6.2286,3.8,7.5,29,
Air Temperature,09/01/2011,,,,0,
Air Temperature,10/01/2011,6.9154,0.0,7.8,54,
Air Temperature,11/01/2011,5.5313,4.5,7.4,67,
Air Temperature,12/01/2011,9.8909,0.0,10.8,92,
Air Temperature,13/01/2011,9.6833,8.9,10.5,100,
Air Temperature,14/01/2011,7.9208,6.6,9.1,100,
Air Temperature,15/01/2011,8.6708,8.0,9.2,100,
Air Temperature,16/01/2011,8.2583,5.7,9.5,100,
Air Temperature,17/01/2011,6.1042,4.8,8.0,100,
Air Temperature,18/01/2011,5.475,0.0,6.2,33,
Air Temperature,19/01/2011,5.8,0.0,6.2,17,
Air Temperature,20/01/2011,4.925,0.0,5.4,17,
Air Temperature,21/01/2011,2.075,0.0,2.8,17,
Air Temperature,22/01/2011,4.1818,0.0,4.8,46,
Air Temperature,23/01/2011,4.5286,3.4,6.1,88,
Air Temperature,24/01/2011,4.3125,3.6,4.7,100,
Air Temperature,25/01/2011,6.1958,4.9,6.9,100,
Air Temperature,26/01/2011,4.4227,3.0,5.9,92,
Air Temperature,27/01/2011,,,,0,
Air Temperature,28/01/2011,,,,0,
Air Temperature,29/01/2011,,,,0,
Air Temperature,30/01/2011,0.6667,0.0,1.0,13,
Air Temperature,31/01/2011,,,,0,
Air Temperature,01/02/2011,6.5875,3.5,9.9,100,
Air Temperature,02/02/2011,8.9417,5.3,13.0,100,
Air Temperature,03/02/2011,9.2083,4.6,12.4,100,
Air Temperature,04/02/2011,9.5625,8.5,12.1,100,
Air Temperature,05/02/2011,9.1292,9.0,9.3,100,
Air Temperature,06/02/2011,8.5,7.5,9.0,100,
Air Temperature,07/02/2011,6.1292,3.4,9.1,100,
Air Temperature,08/02/2011,5.5125,2.1,10.5,100,
Air Temperature,09/02/2011,8.7292,7.4,9.8,100,
Air Temperature,10/02/2011,8.5833,7.7,9.9,100,
Air Temperature,11/02/2011,7.825,5.9,10.0,100,
Air Temperature,12/02/2011,5.5292,4.2,8.0,100,
Air Temperature,13/02/2011,6.4792,4.5,8.0,100,
Air Temperature,14/02/2011,2.7833,1.5,4.3,100,
Air Temperature,15/02/2011,4.0792,1.8,6.0,100,
Air Temperature,16/02/2011,4.7333,2.6,6.4,100,
Air Temperature,17/02/2011,5.3,4.5,8.2,100,
Air Temperature,18/02/2011,4.8625,4.1,6.0,100,
Air Temperature,19/02/2011,7.4917,5.3,13.8,100,
Air Temperature,20/02/2011,4.5083,3.8,5.9,100,
Air Temperature,21/02/2011,4.5917,3.7,6.2,100,
Air Temperature,22/02/2011,9.3042,6.8,11.4,100,
Air Temperature,23/02/2011,11.996,9.8,13.9,100,
Air Temperature,24/02/2011,9.5792,6.9,13.3,100,
Air Temperature,25/02/2011,10.317,8.3,13.2,100,
Air Temperature,26/02/2011,5.9333,4.5,10.1,100,
Air Temperature,27/02/2011,4.4417,3.6,6.6,100,
Air Temperature,28/02/2011,3.1875,1.3,6.9,100,
Air Temperature,01/03/2011,3.1167,0.8,8.2,100,
Air Temperature,02/03/2011,2.2458,0.3,7.1,100,
Air Temperature,03/03/2011,2.1083,-0.5,6.0,100,
Air Temperature,04/03/2011,0.9375,-1.4,5.0,100,
Air Temperature,05/03/2011,2.5,-0.8,5.0,100,
Air Temperature,06/03/2011,1.2417,0.1,3.3,100,
Air Temperature,07/03/2011,1.3083,-2.2,6.1,100,
Air Temperature,08/03/2011,3.025,0.2,5.7,100,
Air Temperature,09/03/2011,4.85,3.1,6.1,100,
Air Temperature,10/03/2011,5.95,3.0,8.0,100,
Air Temperature,11/03/2011,4.3875,2.0,6.3,100,
Air Temperature,12/03/2011,5.7083,4.4,6.9,100,
Air Temperature,13/03/2011,3.0667,1.2,5.2,100,
Air Temperature,14/03/2011,3.6167,0.7,6.8,100,
Air Temperature,15/03/2011,6.475,3.6,9.8,100,
Air Temperature,16/03/2011,6.9333,5.4,11.4,100,
Air Temperature,17/03/2011,6.275,3.4,11.7,100,
Air Temperature,18/03/2011,4.6875,2.6,9.8,100,
Air Temperature,19/03/2011,6.3625,2.3,12.3,100,
Air Temperature,20/03/2011,5.4042,2.2,7.6,100,
Air Temperature,21/03/2011,8.4917,6.5,11.9,100,
Air Temperature,22/03/2011,10.908,4.9,18.2,100,
Air Temperature,23/03/2011,11.367,6.6,17.8,100,
Air Temperature,24/03/2011,10.6,6.2,15.7,100,
Air Temperature,25/03/2011,10.554,7.1,17.2,100,
Air Temperature,26/03/2011,8.85,5.9,15.5,100,
Air Temperature,27/03/2011,5.975,3.5,8.8,100,
Air Temperature,28/03/2011,7.8458,3.1,13.2,100,
Air Temperature,29/03/2011,8.5417,6.1,11.2,100,
Air Temperature,30/03/2011,7.5083,6.4,10.0,100,
Air Temperature,31/03/2011,9.5458,7.0,11.8,100,
Air Temperature,01/04/2011,10.221,9.1,12.9,100,
Air Temperature,02/04/2011,10.163,6.4,13.8,100,
Air Temperature,03/04/2011,6.825,3.9,11.3,100,
Air Temperature,04/04/2011,6.2417,3.8,7.8,100,
Air Temperature,05/04/2011,11.046,7.4,12.6,100,
Air Temperature,06/04/2011,12.546,8.2,17.5,100,
Air Temperature,07/04/2011,10.542,6.0,14.2,100,
Air Temperature,08/04/2011,13.213,8.1,19.9,100,
Air Temperature,09/04/2011,13.55,9.6,18.4,100,
Air Temperature,10/04/2011,12.675,8.1,19.9,100,
Air Temperature,11/04/2011,7.5542,4.6,9.7,100,
Air Temperature,12/04/2011,5.7792,3.4,9.0,100,
Air Temperature,13/04/2011,4.5083,2.8,5.6,100,
Air Temperature,14/04/2011,7.7875,5.7,10.2,100,
Air Temperature,15/04/2011,8.9958,7.2,11.9,100,
Air Temperature,16/04/2011,9.325,6.4,13.1,100,
Air Temperature,17/04/2011,10.733,6.9,14.9,100,
Air Temperature,18/04/2011,10.717,8.0,13.4,100,
Air Temperature,19/04/2011,12.238,6.6,18.5,100,
Air Temperature,20/04/2011,13.771,9.5,18.7,100,
Air Temperature,21/04/2011,16.058,12.1,20.2,100,
Air Temperature,22/04/2011,15.025,10.8,19.5,100,
Air Temperature,23/04/2011,11.55,8.2,18.1,100,
Air Temperature,24/04/2011,11.213,7.4,15.8,100,
Air Temperature,25/04/2011,11.375,7.5,15.3,100,
Air Temperature,26/04/2011,9.1625,6.5,12.8,100,
Air Temperature,27/04/2011,8.2625,5.1,13.1,100,
Air Temperature,28/04/2011,9.0083,3.3,14.2,100,
Air Temperature,29/04/2011,9.8458,5.5,14.0,100,
Air Temperature,30/04/2011,11.225,6.8,17.0,100,
Air Temperature,01/05/2011,10.204,5.5,15.1,100,
Air Temperature,02/05/2011,8.3875,3.7,13.8,100,
Air Temperature,03/05/2011,6.9875,2.3,11.9,100,
Air Temperature,04/05/2011,8.0708,1.5,13.4,100,
Air Temperature,05/05/2011,9.8958,6.9,12.7,100,
Air Temperature,06/05/2011,12.033,8.7,15.7,100,
Air Temperature,07/05/2011,12.721,10.4,15.7,100,
Air Temperature,08/05/2011,10.658,8.8,12.8,100,
Air Temperature,09/05/2011,9.25,8.0,10.6,100,
Air Temperature,10/05/2011,9.4708,8.4,10.8,100,
Air Temperature,11/05/2011,8.9667,6.5,11.3,100,
Air Temperature,12/05/2011,8.2167,6.5,10.5,100,
Air Temperature,13/05/2011,6.7958,4.4,9.1,100,
Air Temperature,14/05/2011,6.8542,4.6,9.1,100,
Air Temperature,15/05/2011,7.8792,5.3,9.6,100,
Air Temperature,16/05/2011,9.9917,8.1,13.6,100,
Air Temperature,17/05/2011,10.0,8.2,12.0,100,
Air Temperature,18/05/2011,12.413,9.6,16.9,100,
Air Temperature,19/05/2011,13.925,6.7,19.2,100,
Air Temperature,20/05/2011,12.038,6.7,17.9,100,
Air Temperature,21/05/2011,12.779,8.2,15.8,100,
Air Temperature,22/05/2011,13.696,8.6,18.5,100,
Air Temperature,23/05/2011,11.179,6.5,16.2,100,
Air Temperature,24/05/2011,10.871,5.8,16.7,100,
Air Temperature,25/05/2011,10.892,7.0,16.7,100,
Air Temperature,26/05/2011,8.2458,6.7,9.7,100,
Air Temperature,27/05/2011,8.0958,5.8,11.8,100,
Air Temperature,28/05/2011,10.054,7.8,11.8,100,
Air Temperature,29/05/2011,10.938,9.3,11.7,100,
Air Temperature,30/05/2011,8.8125,5.9,11.6,100,
Air Temperature,31/05/2011,8.9458,5.2,13.3,100,
Air Temperature,01/06/2011,10.8,7.0,14.0,100,
Air Temperature,02/06/2011,15.517,10.1,20.6,100,
Air Temperature,03/06/2011,17.154,12.3,21.7,100,
Air Temperature,04/06/2011,15.454,11.9,20.4,100,
Air Temperature,05/06/2011,10.983,9.3,12.6,100,
Air Temperature,06/06/2011,9.4208,6.0,12.7,100,
Air Temperature,07/06/2011,8.3542,6.9,10.6,100,
Air Temperature,08/06/2011,8.5708,7.5,10.6,100,
Air Temperature,09/06/2011,7.7125,5.1,10.1,100,
Air Temperature,10/06/2011,6.8042,4.4,10.1,100,
Air Temperature,11/06/2011,7.3208,4.8,10.4,100,
Air Temperature,12/06/2011,9.1292,4.6,12.7,100,
Air Temperature,13/06/2011,13.338,9.1,20.1,100,
Air Temperature,14/06/2011,17.871,9.2,23.0,100,
Air Temperature,15/06/2011,15.2,8.5,20.5,100,
Air Temperature,16/06/2011,10.671,7.7,14.9,100,
Air Temperature,17/06/2011,10.996,9.3,12.7,100,
Air Temperature,18/06/2011,11.233,9.0,13.9,100,
Air Temperature,19/06/2011,10.929,7.9,13.1,100,
Air Temperature,20/06/2011,12.975,7.7,16.5,100,
Air Temperature,21/06/2011,12.013,10.9,13.7,100,
Air Temperature,22/06/2011,12.067,10.2,14.4,100,
Air Temperature,23/06/2011,10.613,8.9,14.0,100,
Air Temperature,24/06/2011,10.271,7.8,12.7,100,
Air Temperature,25/06/2011,13.846,13.1,14.5,100,
Air Temperature,26/06/2011,19.246,12.6,25.2,100,
Air Temperature,27/06/2011,17.546,10.5,23.9,100,
Air Temperature,28/06/2011,11.863,8.4,14.9,100,
Air Temperature,29/06/2011,10.783,8.2,13.3,100,
Air Temperature,30/06/2011,10.688,8.2,13.7,100,
Air Temperature,01/07/2011,11.688,8.3,14.8,100,
Air Temperature,02/07/2011,13.342,9.4,17.6,100,
Air Temperature,03/07/2011,15.588,10.6,20.2,100,
Air Temperature,04/07/2011,16.783,13.0,20.4,100,
Air Temperature,05/07/2011,13.133,10.7,15.3,100,
Air Temperature,06/07/2011,10.767,9.3,12.6,100,
Air Temperature,07/07/2011,11.158,9.4,13.8,100,
Air Temperature,08/07/2011,10.871,9.1,12.6,100,
Air Temperature,09/07/2011,13.325,10.7,16.8,100,
Air Temperature,10/07/2011,12.133,10.0,16.0,100,
Air Temperature,11/07/2011,13.813,9.6,16.4,100,
Air Temperature,12/07/2011,13.442,10.6,16.4,100,
Air Temperature,13/07/2011,12.567,9.3,16.2,100,
Air Temperature,14/07/2011,13.667,9.7,17.9,100,
Air Temperature,15/07/2011,12.125,10.2,15.3,100,
Air Temperature,16/07/2011,12.346,10.6,14.3,100,
Air Temperature,17/07/2011,11.133,10.1,12.2,100,
Air Temperature,18/07/2011,10.792,10.3,11.3,100,
Air Temperature,19/07/2011,11.946,10.0,13.9,100,
Air Temperature,20/07/2011,12.396,10.0,15.4,100,
Air Temperature,21/07/2011,12.696,10.0,16.6,100,
Air Temperature,22/07/2011,11.663,10.2,13.2,100,
Air Temperature,23/07/2011,11.629,8.0,14.9,100,
Air Temperature,24/07/2011,12.525,10.1,15.1,100,
Air Temperature,25/07/2011,13.358,9.8,17.2,100,
Air Temperature,26/07/2011,15.021,10.9,18.7,100,
Air Temperature,27/07/2011,15.979,12.5,19.1,100,
Air Temperature,28/07/2011,14.171,11.8,17.2,100,
Air Temperature,29/07/2011,13.313,12.3,14.7,100,
Air Temperature,30/07/2011,14.521,12.4,17.5,100,
Air Temperature,31/07/2011,15.021,12.8,18.5,100,
Air Temperature,01/08/2011,15.3,14.1,16.9,100,
Air Temperature,02/08/2011,14.475,11.1,16.8,100,
Air Temperature,03/08/2011,15.279,11.7,18.9,100,
Air Temperature,04/08/2011,14.692,13.4,15.7,100,
Air Temperature,05/08/2011,12.829,10.9,15.3,100,
Air Temperature,06/08/2011,11.088,10.0,13.7,100,
Air Temperature,07/08/2011,10.679,9.0,13.2,100,
Air Temperature,08/08/2011,11.021,9.5,13.3,100,
Air Temperature,09/08/2011,10.517,8.9,12.4,100,
Air Temperature,10/08/2011,11.708,8.9,13.7,100,
Air Temperature,11/08/2011,14.583,13.1,16.8,100,
Air Temperature,12/08/2011,14.313,13.7,15.1,100,
Air Temperature,13/08/2011,13.0,11.7,15.2,100,
Air Temperature,14/08/2011,12.625,10.4,14.9,100,
Air Temperature,15/08/2011,11.467,9.5,14.0,100,
Air Temperature,16/08/2011,12.904,10.2,16.0,100,
Air Temperature,17/08/2011,12.571,9.7,16.3,100,
Air Temperature,18/08/2011,11.879,9.7,15.1,100,
Air Temperature,19/08/2011,12.15,9.5,15.5,100,
Air Temperature,20/08/2011,13.3,12.5,14.2,100,
Air Temperature,21/08/2011,13.425,11.1,15.9,100,
Air Temperature,22/08/2011,14.321,10.6,18.1,100,
Air Temperature,23/08/2011,13.592,11.0,16.6,100,
Air Temperature,24/08/2011,10.967,9.3,13.2,100,
Air Temperature,25/08/2011,11.154,8.4,14.4,100,
Air Temperature,26/08/2011,11.021,9.4,13.1,100,
Air Temperature,27/08/2011,10.663,9.5,12.3,100,
Air Temperature,28/08/2011,10.529,9.1,12.2,100,
Air Temperature,29/08/2011,9.3708,7.6,10.9,100,
Air Temperature,30/08/2011,10.188,8.5,11.3,100,
Air Temperature,31/08/2011,11.546,8.2,14.4,100,
Air Temperature,01/09/2011,13.646,9.3,17.9,100,
Air Temperature,02/09/2011,13.796,12.6,15.8,100,
Air Temperature,03/09/2011,13.363,11.6,14.0,100,
Air Temperature,04/09/2011,10.671,9.0,13.4,100,
Air Temperature,05/09/2011,10.658,8.6,12.6,100,
Air Temperature,06/09/2011,11.292,9.8,13.8,100,
Air Temperature,07/09/2011,10.358,9.5,11.6,100,
Air Temperature,08/09/2011,12.121,10.2,14.0,100,
Air Temperature,09/09/2011,14.75,12.6,15.8,100,
Air Temperature,10/09/2011,14.392,11.9,16.3,100,
Air Temperature,11/09/2011,12.258,10.9,14.2,100,
Air Temperature,12/09/2011,13.517,10.8,17.1,100,
Air Temperature,13/09/2011,10.579,9.5,12.2,100,
Air Temperature,14/09/2011,10.421,8.7,13.1,100,
Air Temperature,15/09/2011,11.538,8.8,14.3,100,
Air Temperature,16/09/2011,11.546,9.3,14.2,100,
Air Temperature,17/09/2011,9.6083,8.1,10.8,100,
Air Temperature,18/09/2011,10.233,8.8,11.7,100,
Air Temperature,19/09/2011,11.438,9.7,13.2,100,
Air Temperature,20/09/2011,11.842,8.8,13.9,100,
Air Temperature,21/09/2011,12.167,7.4,15.6,100,
Air Temperature,22/09/2011,12.571,10.5,15.6,100,
Air Temperature,23/09/2011,13.333,10.9,16.9,100,
Air Temperature,24/09/2011,14.213,12.0,15.4,100,
Air Temperature,25/09/2011,14.775,12.6,16.5,100,
Air Temperature,26/09/2011,14.346,11.2,17.4,100,
Air Temperature,27/09/2011,17.113,13.4,21.5,100,
Air Temperature,28/09/2011,20.754,18.3,23.9,100,
Air Temperature,29/09/2011,20.575,18.2,23.8,100,
Air Temperature,30/09/2011,21.388,18.8,24.7,100,
Air Temperature,01/10/2011,21.579,19.4,25.1,100,
Air Temperature,02/10/2011,18.425,15.6,19.7,100,
Air Temperature,03/10/2011,15.075,12.6,19.6,100,
Air Temperature,04/10/2011,12.163,9.3,14.3,100,
Air Temperature,05/10/2011,14.35,11.2,15.7,100,
Air Temperature,06/10/2011,8.5208,7.3,9.6,100,
Air Temperature,07/10/2011,9.1333,8.5,9.9,100,
Air Temperature,08/10/2011,11.379,7.8,15.5,100,
Air Temperature,09/10/2011,14.533,13.5,15.4,100,
Air Temperature,10/10/2011,13.829,12.6,14.6,100,
Air Temperature,11/10/2011,14.313,13.6,15.8,100,
Air Temperature,12/10/2011,14.258,12.1,16.0,100,
Air Temperature,13/10/2011,14.621,12.8,17.0,100,
Air Temperature,14/10/2011,12.683,8.4,15.9,100,
Air Temperature,15/10/2011,11.054,7.9,15.0,100,
Air Temperature,16/10/2011,11.354,9.4,13.1,100,
Air Temperature,17/10/2011,9.3375,5.8,11.2,100,
Air Temperature,18/10/2011,6.5833,5.2,8.6,100,
Air Temperature,19/10/2011,5.2542,4.3,6.4,100,
Air Temperature,20/10/2011,6.1208,3.9,7.6,100,
Air Temperature,21/10/2011,8.9625,7.8,9.8,100,
Air Temperature,22/10/2011,9.0375,7.6,11.0,100,
Air Temperature,23/10/2011,12.563,11.1,14.4,100,
Air Temperature,24/10/2011,11.85,8.6,13.1,100,
Air Temperature,25/10/2011,8.1458,5.8,10.6,100,
Air Temperature,26/10/2011,6.9875,5.2,8.7,100,
Air Temperature,27/10/2011,8.7667,7.6,10.0,100,
Air Temperature,28/10/2011,7.5542,5.3,9.6,100,
Air Temperature,29/10/2011,9.3167,6.2,12.5,100,
Air Temperature,30/10/2011,12.642,11.3,14.4,100,
Air Temperature,31/10/2011,12.538,9.2,14.4,100,
Air Temperature,01/11/2011,9.4125,8.7,11.6,100,
Air Temperature,02/11/2011,12.629,9.4,14.9,100,
Air Temperature,03/11/2011,13.217,10.9,14.7,100,
Air Temperature,04/11/2011,10.733,8.3,12.4,100,
Air Temperature,05/11/2011,7.7667,6.0,9.7,100,
Air Temperature,06/11/2011,6.1375,4.2,8.7,100,
Air Temperature,07/11/2011,6.3792,3.3,8.6,100,
Air Temperature,08/11/2011,8.6333,8.3,9.0,100,
Air Temperature,09/11/2011,10.325,8.4,11.9,100,
Air Temperature,10/11/2011,10.888,9.6,12.2,100,
Air Temperature,11/11/2011,11.446,10.2,12.5,100,
Air Temperature,12/11/2011,10.888,10.0,12.4,100,
Air Temperature,13/11/2011,11.688,10.0,13.3,100,
Air Temperature,14/11/2011,8.5708,6.4,10.0,100,
Air Temperature,15/11/2011,7.9208,6.2,9.6,100,
Air Temperature,16/11/2011,7.2333,5.8,11.2,100,
Air Temperature,17/11/2011,11.338,8.3,12.8,100,
Air Temperature,18/11/2011,12.858,11.5,13.6,100,
Air Temperature,19/11/2011,11.004,9.9,12.3,100,
Air Temperature,20/11/2011,10.667,8.8,11.9,100,
Air Temperature,21/11/2011,11.2,9.9,12.1,100,
Air Temperature,22/11/2011,8.6833,5.5,11.0,100,
Air Temperature,23/11/2011,10.138,6.2,11.9,100,
Air Temperature,24/11/2011,11.488,10.8,12.7,100,
Air Temperature,25/11/2011,8.2417,6.9,12.3,100,
Air Temperature,26/11/2011,10.192,7.8,12.0,100,
Air Temperature,27/11/2011,8.4458,5.8,12.1,100,
Air Temperature,28/11/2011,8.4208,6.1,12.3,100,
Air Temperature,29/11/2011,8.9208,4.9,12.0,100,
Air Temperature,30/11/2011,7.7917,5.9,9.4,100,
Air Temperature,01/12/2011,5.9792,4.4,9.7,100,
Air Temperature,02/12/2011,5.45,3.4,10.1,100,
Air Temperature,03/12/2011,8.075,7.0,10.3,100,
Air Temperature,04/12/2011,5.2292,3.2,6.7,100,
Air Temperature,05/12/2011,3.6167,2.8,4.6,100,
Air Temperature,06/12/2011,4.7917,3.2,7.1,100,
Air Temperature,07/12/2011,5.3542,4.5,7.2,100,
Air Temperature,08/12/2011,6.9292,3.7,10.3,100,
Air Temperature,09/12/2011,3.6458,2.3,4.8,100,
Air Temperature,10/12/2011,3.2208,1.5,5.6,100,
Air Temperature,11/12/2011,6.3375,3.2,8.0,100,
Air Temperature,12/12/2011,5.5458,2.9,9.9,100,
Air Temperature,13/12/2011,3.65,2.2,7.4,100,
Air Temperature,14/12/2011,3.8125,1.8,6.2,100,
Air Temperature,15/12/2011,5.3417,3.6,7.0,100,
Air Temperature,16/12/2011,4.9,2.7,8.6,100,
Air Temperature,17/12/2011,9.2958,8.5,9.9,100,
Air Temperature,18/12/2011,10.763,8.3,12.4,100,
Air Temperature,19/12/2011,13.854,12.3,16.1,100,
Air Temperature,20/12/2011,11.813,9.4,14.3,100,
Air Temperature,21/12/2011,15.479,14.3,16.2,100,
Air Temperature,22/12/2011,13.433,12.2,14.3,100,
Air Temperature,23/12/2011,10.604,6.6,13.8,100,
Air Temperature,24/12/2011,12.079,9.4,15.4,100,
Air Temperature,25/12/2011,16.567,15.5,18.1,100,
Air Temperature,26/12/2011,15.983,13.4,17.9,100,
Air Temperature,27/12/2011,13.013,10.5,14.1,100,
Air Temperature,28/12/2011,8.3583,5.3,14.0,100,
Air Temperature,29/12/2011,9.8375,5.1,12.7,100,
Air Temperature,30/12/2011,11.621,7.1,16.1,100,
Air Temperature,31/12/2011,15.935,15.5,16.2,96,
Air Temperature,01/01/2012,11.313,5.5,15.1,100,
Air Temperature,02/01/2012,6.0125,3.2,10.6,100,
Air Temperature,03/01/2012,10.738,6.6,16.0,100,
Air Temperature,04/01/2012,10.538,6.7,13.3,100,
Air Temperature,05/01/2012,12.417,9.6,14.5,100,
Air Temperature,06/01/2012,10.213,8.1,13.2,100,
Air Temperature,07/01/2012,10.104,8.7,13.4,100,
Air Temperature,08/01/2012,10.788,8.5,13.1,100,
Air Temperature,09/01/2012,11.733,11.0,12.4,100,
Air Temperature,10/01/2012,10.875,9.3,12.0,100,
Air Temperature,11/01/2012,11.392,10.1,12.6,100,
Air Temperature,12/01/2012,9.875,6.2,12.2,100,
Air Temperature,13/01/2012,5.8458,3.1,9.7,100,
Air Temperature,14/01/2012,3.025,1.5,7.0,100,
Air Temperature,15/01/2012,3.6958,1.3,6.8,100,
Air Temperature,16/01/2012,2.9417,0.7,6.5,100,
Air Temperature,17/01/2012,6.3292,2.6,9.3,100,
Air Temperature,18/01/2012,11.654,9.8,13.6,100,
Air Temperature,19/01/2012,8.75,6.0,11.7,100,
Air Temperature,20/01/2012,9.7958,6.0,13.3,100,
Air Temperature,21/01/2012,10.596,7.4,13.5,100,
Air Temperature,22/01/2012,8.1792,5.9,10.2,100,
Air Temperature,23/01/2012,6.1125,4.9,7.4,100,
Air Temperature,24/01/2012,9.375,5.0,11.4,100,
Air Temperature,25/01/2012,8.7875,6.4,10.3,100,
Air Temperature,26/01/2012,5.05,3.4,8.0,100,
Air Temperature,27/01/2012,8.4375,6.2,9.5,100,
Air Temperature,28/01/2012,5.3708,1.4,8.3,100,
Air Temperature,29/01/2012,4.9208,3.2,6.8,100,
Air Temperature,30/01/2012,1.8667,0.1,3.5,100,
Air Temperature,31/01/2012,0.5375,-1.0,2.3,100,
Air Temperature,01/02/2012,-0.658,-2.0,1.5,100,
Air Temperature,02/02/2012,-2.783,-4.3,-0.7,100,
Air Temperature,03/02/2012,-3.475,-5.9,1.0,100,
Air Temperature,04/02/2012,3.6083,-1.6,10.7,100,
Air Temperature,05/02/2012,10.467,9.0,11.7,100,
Air Temperature,06/02/2012,10.492,7.5,12.0,100,
Air Temperature,07/02/2012,5.3667,1.2,8.3,100,
Air Temperature,08/02/2012,-3.729,-7.1,0.0,100,
Air Temperature,09/02/2012,1.9292,-5.8,10.2,100,
Air Temperature,10/02/2012,7.2042,1.8,10.5,100,
Air Temperature,11/02/2012,3.1875,-1.9,7.9,100,
Air Temperature,12/02/2012,10.042,7.6,12.4,100,
Air Temperature,13/02/2012,11.129,10.1,12.1,100,
Air Temperature,14/02/2012,11.229,9.9,12.2,100,
Air Temperature,15/02/2012,12.15,11.5,12.6,100,
