met type,date,mean/sum,min,max,%complete,comments
Solar Radiation,26/10/2009,59.0,,,100,
Solar Radiation,27/10/2009,47.0,,,100,
Solar Radiation,28/10/2009,34.0,,,100,
Solar Radiation,29/10/2009,39.0,,,100,
Solar Radiation,30/10/2009,31.0,,,100,
Solar Radiation,31/10/2009,30.0,,,100,
Solar Radiation,01/11/2009,20.0,,,100,
Solar Radiation,02/11/2009,38.0,,,100,
Solar Radiation,03/11/2009,32.0,,,100,
Solar Radiation,04/11/2009,32.0,,,100,
Solar Radiation,05/11/2009,22.0,,,100,
Solar Radiation,06/11/2009,20.0,,,100,
Solar Radiation,07/11/2009,42.0,,,100,
Solar Radiation,08/11/2009,43.0,,,100,
Solar Radiation,09/11/2009,50.0,,,100,
Solar Radiation,10/11/2009,16.0,,,100,
Solar Radiation,11/11/2009,15.0,,,100,
Solar Radiation,12/11/2009,13.0,,,100,
Solar Radiation,13/11/2009,20.0,,,100,
Solar Radiation,14/11/2009,11.0,,,100,
Solar Radiation,15/11/2009,25.0,,,100,
Solar Radiation,16/11/2009,19.0,,,100,
Solar Radiation,17/11/2009,23.0,,,100,
Solar Radiation,18/11/2009,5.0,,,100,
Solar Radiation,19/11/2009,4.0,,,100,
Solar Radiation,20/11/2009,20.0,,,100,
Solar Radiation,21/11/2009,3.0,,,100,
Solar Radiation,22/11/2009,11.0,,,100,
Solar Radiation,23/11/2009,15.0,,,100,
Solar Radiation,24/11/2009,8.0,,,100,
Solar Radiation,25/11/2009,17.0,,,100,
Solar Radiation,26/11/2009,25.0,,,100,
Solar Radiation,27/11/2009,22.0,,,100,
Solar Radiation,28/11/2009,17.0,,,100,
Solar Radiation,29/11/2009,10.0,,,100,
Solar Radiation,30/11/2009,24.0,,,100,
Solar Radiation,01/12/2009,19.0,,,100,
Solar Radiation,02/12/2009,12.0,,,100,
Solar Radiation,03/12/2009,20.0,,,100,
Solar Radiation,04/12/2009,14.0,,,100,
Solar Radiation,05/12/2009,10.0,,,100,
Solar Radiation,06/12/2009,15.0,,,100,
Solar Radiation,07/12/2009,9.0,,,100,
Solar Radiation,08/12/2009,9.0,,,100,
Solar Radiation,09/12/2009,11.0,,,100,
Solar Radiation,10/12/2009,35.0,,,100,
Solar Radiation,11/12/2009,32.0,,,100,
Solar Radiation,12/12/2009,29.0,,,100,
Solar Radiation,13/12/2009,24.0,,,100,
Solar Radiation,14/12/2009,14.0,,,100,
Solar Radiation,15/12/2009,8.0,,,100,
Solar Radiation,16/12/2009,14.0,,,100,
Solar Radiation,17/12/2009,30.0,,,100,
Solar Radiation,18/12/2009,33.0,,,100,
Solar Radiation,19/12/2009,14.0,,,100,
Solar Radiation,20/12/2009,23.0,,,100,
Solar Radiation,21/12/2009,18.0,,,100,
Solar Radiation,22/12/2009,21.0,,,100,
Solar Radiation,23/12/2009,22.0,,,100,
Solar Radiation,24/12/2009,17.0,,,100,
Solar Radiation,25/12/2009,26.0,,,100,
Solar Radiation,26/12/2009,21.0,,,100,
Solar Radiation,27/12/2009,23.0,,,100,
Solar Radiation,28/12/2009,28.0,,,100,
Solar Radiation,29/12/2009,8.0,,,100,
Solar Radiation,30/12/2009,11.0,,,100,
Solar Radiation,31/12/2009,28.0,,,100,
Solar Radiation,01/01/2010,31.08,,,100,
Solar Radiation,02/01/2010,31.79,,,100,
Solar Radiation,03/01/2010,12.0,,,100,
Solar Radiation,04/01/2010,36.04,,,100,
Solar Radiation,05/01/2010,13.38,,,100,
Solar Radiation,06/01/2010,20.08,,,100,
Solar Radiation,07/01/2010,38.75,,,100,
Solar Radiation,08/01/2010,39.88,,,100,
Solar Radiation,09/01/2010,29.04,,,100,
Solar Radiation,10/01/2010,8.0,,,100,
Solar Radiation,11/01/2010,14.83,,,100,
Solar Radiation,12/01/2010,10.25,,,100,
Solar Radiation,13/01/2010,18.71,,,100,
Solar Radiation,14/01/2010,43.25,,,100,
Solar Radiation,15/01/2010,10.46,,,100,
Solar Radiation,16/01/2010,14.67,,,100,
Solar Radiation,17/01/2010,31.21,,,100,
Solar Radiation,18/01/2010,16.33,,,100,
Solar Radiation,19/01/2010,28.96,,,100,
Solar Radiation,20/01/2010,17.08,,,100,
Solar Radiation,21/01/2010,20.29,,,100,
Solar Radiation,22/01/2010,25.54,,,100,
Solar Radiation,23/01/2010,48.88,,,100,
Solar Radiation,24/01/2010,26.42,,,100,
Solar Radiation,25/01/2010,27.92,,,100,
Solar Radiation,26/01/2010,17.42,,,100,
Solar Radiation,27/01/2010,15.88,,,100,
Solar Radiation,28/01/2010,15.42,,,100,
Solar Radiation,29/01/2010,25.5,,,100,
Solar Radiation,30/01/2010,63.71,,,100,
Solar Radiation,31/01/2010,25.25,,,100,
Solar Radiation,01/02/2010,40.58,,,100,
Solar Radiation,02/02/2010,11.17,,,100,
Solar Radiation,03/02/2010,15.75,,,100,
Solar Radiation,04/02/2010,14.29,,,100,
Solar Radiation,05/02/2010,38.08,,,100,
Solar Radiation,06/02/2010,66.88,,,100,
Solar Radiation,07/02/2010,41.04,,,100,
Solar Radiation,08/02/2010,37.38,,,100,
Solar Radiation,09/02/2010,45.88,,,100,
Solar Radiation,10/02/2010,67.71,,,100,
Solar Radiation,11/02/2010,86.33,,,100,
Solar Radiation,12/02/2010,40.38,,,100,
Solar Radiation,13/02/2010,48.88,,,100,
Solar Radiation,14/02/2010,69.83,,,100,
Solar Radiation,15/02/2010,35.92,,,100,
Solar Radiation,16/02/2010,55.46,,,100,
Solar Radiation,17/02/2010,23.33,,,100,
Solar Radiation,18/02/2010,36.54,,,100,
Solar Radiation,19/02/2010,48.63,,,100,
Solar Radiation,20/02/2010,89.08,,,100,
Solar Radiation,21/02/2010,69.0,,,100,
Solar Radiation,22/02/2010,75.54,,,100,
Solar Radiation,23/02/2010,34.38,,,100,
Solar Radiation,24/02/2010,61.0,,,100,
Solar Radiation,25/02/2010,63.96,,,100,
Solar Radiation,26/02/2010,59.42,,,100,
Solar Radiation,27/02/2010,51.83,,,100,
Solar Radiation,28/02/2010,48.58,,,100,
Solar Radiation,01/03/2010,129.04,,,100,
Solar Radiation,02/03/2010,110.42,,,100,
Solar Radiation,03/03/2010,67.0,,,100,
Solar Radiation,04/03/2010,111.5,,,100,
Solar Radiation,05/03/2010,123.0,,,100,
Solar Radiation,06/03/2010,58.17,,,100,
Solar Radiation,07/03/2010,146.13,,,100,
Solar Radiation,08/03/2010,147.63,,,100,
Solar Radiation,09/03/2010,145.25,,,100,
Solar Radiation,10/03/2010,96.79,,,100,
Solar Radiation,11/03/2010,145.54,,,100,
Solar Radiation,12/03/2010,78.42,,,100,
Solar Radiation,13/03/2010,52.5,,,100,
Solar Radiation,14/03/2010,79.42,,,100,
Solar Radiation,15/03/2010,141.08,,,100,
Solar Radiation,16/03/2010,145.0,,,100,
Solar Radiation,17/03/2010,38.58,,,100,
Solar Radiation,18/03/2010,46.71,,,100,
Solar Radiation,19/03/2010,69.92,,,100,
Solar Radiation,20/03/2010,32.71,,,100,
Solar Radiation,21/03/2010,104.88,,,100,
Solar Radiation,22/03/2010,64.21,,,100,
Solar Radiation,23/03/2010,57.96,,,100,
Solar Radiation,24/03/2010,35.83,,,100,
Solar Radiation,25/03/2010,93.42,,,100,
Solar Radiation,26/03/2010,68.04,,,100,
Solar Radiation,27/03/2010,80.17,,,100,
Solar Radiation,28/03/2010,96.0,,,100,
Solar Radiation,29/03/2010,31.21,,,100,
Solar Radiation,30/03/2010,52.79,,,100,
Solar Radiation,31/03/2010,82.46,,,100,
Solar Radiation,01/04/2010,55.5,,,100,
Solar Radiation,02/04/2010,79.33,,,100,
Solar Radiation,03/04/2010,116.21,,,100,
Solar Radiation,04/04/2010,179.33,,,100,
Solar Radiation,05/04/2010,50.79,,,100,
Solar Radiation,06/04/2010,80.54,,,100,
Solar Radiation,07/04/2010,117.88,,,100,
Solar Radiation,08/04/2010,197.08,,,100,
Solar Radiation,09/04/2010,175.63,,,100,
Solar Radiation,10/04/2010,199.33,,,100,
Solar Radiation,11/04/2010,182.54,,,100,
Solar Radiation,12/04/2010,209.38,,,100,
Solar Radiation,13/04/2010,233.46,,,100,
Solar Radiation,14/04/2010,118.13,,,100,
Solar Radiation,15/04/2010,226.75,,,100,
Solar Radiation,16/04/2010,242.83,,,100,
Solar Radiation,17/04/2010,239.25,,,100,
Solar Radiation,18/04/2010,186.04,,,100,
Solar Radiation,19/04/2010,160.13,,,100,
Solar Radiation,20/04/2010,203.96,,,100,
Solar Radiation,21/04/2010,241.08,,,100,
Solar Radiation,22/04/2010,235.25,,,100,
Solar Radiation,23/04/2010,257.79,,,100,
Solar Radiation,24/04/2010,226.75,,,100,
Solar Radiation,25/04/2010,84.13,,,100,
Solar Radiation,26/04/2010,138.92,,,100,
Solar Radiation,27/04/2010,192.88,,,100,
Solar Radiation,28/04/2010,140.58,,,100,
Solar Radiation,29/04/2010,63.0,,,100,
Solar Radiation,30/04/2010,78.42,,,100,
Solar Radiation,01/05/2010,114.54,,,100,
Solar Radiation,02/05/2010,154.88,,,100,
Solar Radiation,03/05/2010,202.96,,,100,
Solar Radiation,04/05/2010,169.67,,,100,
Solar Radiation,05/05/2010,89.13,,,100,
Solar Radiation,06/05/2010,117.42,,,100,
Solar Radiation,07/05/2010,155.58,,,100,
Solar Radiation,08/05/2010,61.46,,,100,
Solar Radiation,09/05/2010,282.5,,,100,
Solar Radiation,10/05/2010,90.0,,,100,
Solar Radiation,11/05/2010,155.63,,,100,
Solar Radiation,12/05/2010,151.75,,,100,
Solar Radiation,13/05/2010,254.13,,,100,
Solar Radiation,14/05/2010,73.04,,,100,
Solar Radiation,15/05/2010,226.46,,,100,
Solar Radiation,16/05/2010,222.0,,,100,
Solar Radiation,17/05/2010,208.63,,,100,
Solar Radiation,18/05/2010,213.75,,,100,
Solar Radiation,19/05/2010,128.0,,,100,
Solar Radiation,20/05/2010,165.17,,,100,
Solar Radiation,21/05/2010,206.58,,,100,
Solar Radiation,22/05/2010,305.0,,,100,
Solar Radiation,23/05/2010,311.67,,,100,
Solar Radiation,24/05/2010,313.67,,,100,
Solar Radiation,25/05/2010,314.38,,,100,
Solar Radiation,26/05/2010,113.88,,,100,
Solar Radiation,27/05/2010,257.42,,,100,
Solar Radiation,28/05/2010,172.83,,,100,
Solar Radiation,29/05/2010,54.08,,,100,
Solar Radiation,30/05/2010,230.29,,,100,
Solar Radiation,31/05/2010,279.33,,,100,
Solar Radiation,01/06/2010,60.17,,,100,
Solar Radiation,02/06/2010,288.04,,,100,
Solar Radiation,03/06/2010,289.88,,,100,
Solar Radiation,04/06/2010,288.46,,,100,
Solar Radiation,05/06/2010,247.92,,,100,
Solar Radiation,06/06/2010,131.67,,,100,
Solar Radiation,07/06/2010,98.96,,,100,
Solar Radiation,08/06/2010,191.38,,,100,
Solar Radiation,09/06/2010,141.21,,,100,
Solar Radiation,10/06/2010,54.17,,,100,
Solar Radiation,11/06/2010,194.21,,,100,
Solar Radiation,12/06/2010,304.71,,,100,
Solar Radiation,13/06/2010,147.58,,,100,
Solar Radiation,14/06/2010,150.83,,,100,
Solar Radiation,15/06/2010,280.21,,,100,
Solar Radiation,16/06/2010,327.21,,,100,
Solar Radiation,17/06/2010,303.75,,,100,
Solar Radiation,18/06/2010,214.63,,,100,
Solar Radiation,19/06/2010,236.58,,,100,
Solar Radiation,20/06/2010,315.54,,,100,
Solar Radiation,21/06/2010,325.38,,,100,
Solar Radiation,22/06/2010,302.63,,,100,
Solar Radiation,23/06/2010,241.54,,,100,
Solar Radiation,24/06/2010,205.5,,,100,
Solar Radiation,25/06/2010,248.0,,,100,
Solar Radiation,26/06/2010,316.13,,,100,
Solar Radiation,27/06/2010,272.75,,,100,
Solar Radiation,28/06/2010,226.5,,,100,
Solar Radiation,29/06/2010,188.71,,,100,
Solar Radiation,30/06/2010,207.08,,,100,
Solar Radiation,01/07/2010,88.0,,,100,
Solar Radiation,02/07/2010,219.79,,,100,
Solar Radiation,03/07/2010,185.63,,,100,
Solar Radiation,04/07/2010,94.0,,,100,
Solar Radiation,05/07/2010,262.58,,,100,
Solar Radiation,06/07/2010,204.96,,,100,
Solar Radiation,07/07/2010,71.83,,,100,
Solar Radiation,08/07/2010,207.42,,,100,
Solar Radiation,09/07/2010,88.46,,,100,
Solar Radiation,10/07/2010,65.54,,,100,
Solar Radiation,11/07/2010,202.08,,,100,
Solar Radiation,12/07/2010,183.46,,,100,
Solar Radiation,13/07/2010,67.42,,,100,
Solar Radiation,14/07/2010,104.46,,,100,
Solar Radiation,15/07/2010,95.38,,,100,
Solar Radiation,16/07/2010,86.42,,,100,
Solar Radiation,17/07/2010,174.08,,,100,
Solar Radiation,18/07/2010,58.5,,,100,
Solar Radiation,19/07/2010,172.71,,,100,
Solar Radiation,20/07/2010,46.79,,,100,
Solar Radiation,21/07/2010,162.63,,,100,
Solar Radiation,22/07/2010,196.54,,,100,
Solar Radiation,23/07/2010,113.38,,,100,
Solar Radiation,24/07/2010,57.25,,,100,
Solar Radiation,25/07/2010,138.92,,,100,
Solar Radiation,26/07/2010,85.17,,,100,
Solar Radiation,27/07/2010,104.46,,,100,
Solar Radiation,28/07/2010,126.79,,,100,
Solar Radiation,29/07/2010,102.67,,,100,
Solar Radiation,30/07/2010,67.71,,,100,
Solar Radiation,31/07/2010,87.96,,,100,
Solar Radiation,01/08/2010,148.0,,,100,
Solar Radiation,02/08/2010,187.92,,,100,
Solar Radiation,03/08/2010,119.08,,,100,
Solar Radiation,04/08/2010,138.46,,,100,
Solar Radiation,05/08/2010,170.17,,,100,
Solar Radiation,06/08/2010,56.83,,,100,
Solar Radiation,07/08/2010,109.63,,,100,
Solar Radiation,08/08/2010,138.38,,,100,
Solar Radiation,09/08/2010,76.54,,,100,
Solar Radiation,10/08/2010,185.38,,,100,
Solar Radiation,11/08/2010,168.13,,,100,
Solar Radiation,12/08/2010,89.54,,,100,
Solar Radiation,13/08/2010,123.96,,,100,
Solar Radiation,14/08/2010,128.38,,,100,
Solar Radiation,15/08/2010,192.04,,,100,
Solar Radiation,16/08/2010,193.46,,,100,
Solar Radiation,17/08/2010,91.42,,,100,
Solar Radiation,18/08/2010,153.13,,,100,
Solar Radiation,19/08/2010,80.79,,,100,
Solar Radiation,20/08/2010,32.38,,,100,
Solar Radiation,21/08/2010,67.75,,,100,
Solar Radiation,22/08/2010,180.29,,,100,
Solar Radiation,23/08/2010,88.13,,,100,
Solar Radiation,24/08/2010,117.13,,,100,
Solar Radiation,25/08/2010,44.29,,,100,
Solar Radiation,26/08/2010,67.0,,,100,
Solar Radiation,27/08/2010,192.21,,,100,
Solar Radiation,28/08/2010,125.96,,,100,
Solar Radiation,29/08/2010,84.83,,,100,
Solar Radiation,30/08/2010,216.92,,,100,
Solar Radiation,31/08/2010,207.92,,,100,
Solar Radiation,01/09/2010,210.67,,,100,
Solar Radiation,02/09/2010,215.46,,,100,
Solar Radiation,03/09/2010,195.54,,,100,
Solar Radiation,04/09/2010,131.29,,,100,
Solar Radiation,05/09/2010,90.5,,,100,
Solar Radiation,06/09/2010,43.88,,,100,
Solar Radiation,07/09/2010,86.58,,,100,
Solar Radiation,08/09/2010,121.17,,,100,
Solar Radiation,09/09/2010,124.08,,,100,
Solar Radiation,10/09/2010,19.08,,,100,
Solar Radiation,11/09/2010,100.17,,,100,
Solar Radiation,12/09/2010,125.67,,,100,
Solar Radiation,13/09/2010,28.96,,,100,
Solar Radiation,14/09/2010,38.54,,,100,
Solar Radiation,15/09/2010,96.92,,,100,
Solar Radiation,16/09/2010,108.38,,,100,
Solar Radiation,17/09/2010,142.04,,,100,
Solar Radiation,18/09/2010,125.17,,,100,
Solar Radiation,19/09/2010,30.17,,,100,
Solar Radiation,20/09/2010,74.67,,,100,
Solar Radiation,21/09/2010,91.29,,,100,
Solar Radiation,22/09/2010,73.46,,,100,
Solar Radiation,23/09/2010,59.04,,,100,
Solar Radiation,24/09/2010,83.04,,,100,
Solar Radiation,25/09/2010,135.17,,,100,
Solar Radiation,26/09/2010,147.75,,,100,
Solar Radiation,27/09/2010,39.0,,,100,
Solar Radiation,28/09/2010,80.54,,,100,
Solar Radiation,29/09/2010,81.33,,,100,
Solar Radiation,30/09/2010,58.58,,,100,
Solar Radiation,01/10/2010,30.96,,,100,
Solar Radiation,02/10/2010,65.04,,,100,
Solar Radiation,03/10/2010,41.0,,,100,
Solar Radiation,04/10/2010,103.71,,,100,
Solar Radiation,05/10/2010,72.38,,,100,
Solar Radiation,06/10/2010,76.25,,,100,
Solar Radiation,07/10/2010,88.5,,,100,
Solar Radiation,08/10/2010,54.0,,,100,
Solar Radiation,09/10/2010,30.38,,,100,
Solar Radiation,10/10/2010,89.46,,,100,
Solar Radiation,11/10/2010,121.04,,,100,
Solar Radiation,12/10/2010,117.17,,,100,
Solar Radiation,13/10/2010,102.17,,,100,
Solar Radiation,14/10/2010,22.88,,,100,
Solar Radiation,15/10/2010,39.5,,,100,
Solar Radiation,16/10/2010,77.21,,,100,
Solar Radiation,17/10/2010,88.08,,,100,
Solar Radiation,18/10/2010,51.17,,,100,
Solar Radiation,19/10/2010,44.04,,,100,
Solar Radiation,20/10/2010,98.92,,,100,
Solar Radiation,21/10/2010,63.33,,,100,
Solar Radiation,22/10/2010,39.79,,,100,
Solar Radiation,23/10/2010,32.96,,,100,
Solar Radiation,24/10/2010,86.33,,,100,
Solar Radiation,25/10/2010,92.25,,,100,
Solar Radiation,26/10/2010,11.75,,,100,
Solar Radiation,27/10/2010,53.0,,,100,
Solar Radiation,28/10/2010,21.71,,,100,
Solar Radiation,29/10/2010,10.58,,,100,
Solar Radiation,30/10/2010,38.08,,,100,
Solar Radiation,31/10/2010,26.21,,,100,
Solar Radiation,01/11/2010,40.58,,,100,
Solar Radiation,02/11/2010,10.92,,,100,
Solar Radiation,03/11/2010,19.71,,,100,
Solar Radiation,04/11/2010,7.38,,,100,
Solar Radiation,05/11/2010,16.04,,,100,
Solar Radiation,06/11/2010,44.63,,,100,
Solar Radiation,07/11/2010,56.96,,,100,
Solar Radiation,08/11/2010,38.13,,,100,
Solar Radiation,09/11/2010,20.17,,,100,
Solar Radiation,10/11/2010,59.83,,,100,
Solar Radiation,11/11/2010,26.79,,,100,
Solar Radiation,12/11/2010,15.58,,,100,
Solar Radiation,13/11/2010,45.25,,,100,
Solar Radiation,14/11/2010,31.5,,,100,
Solar Radiation,15/11/2010,51.58,,,100,
Solar Radiation,16/11/2010,49.17,,,100,
Solar Radiation,17/11/2010,13.21,,,100,
Solar Radiation,18/11/2010,12.88,,,100,
Solar Radiation,19/11/2010,36.96,,,100,
Solar Radiation,20/11/2010,12.5,,,100,
Solar Radiation,21/11/2010,19.71,,,100,
Solar Radiation,22/11/2010,19.38,,,100,
Solar Radiation,23/11/2010,32.71,,,100,
Solar Radiation,24/11/2010,34.13,,,100,
Solar Radiation,25/11/2010,32.92,,,100,
Solar Radiation,26/11/2010,11.75,,,100,
Solar Radiation,27/11/2010,27.17,,,100,
Solar Radiation,28/11/2010,44.58,,,100,
Solar Radiation,29/11/2010,39.63,,,100,
Solar Radiation,30/11/2010,18.54,,,100,
Solar Radiation,01/12/2010,31.0,,,100,
Solar Radiation,02/12/2010,19.08,,,100,
Solar Radiation,03/12/2010,29.25,,,100,
Solar Radiation,04/12/2010,15.92,,,100,
Solar Radiation,05/12/2010,30.71,,,100,
Solar Radiation,06/12/2010,41.96,,,100,
Solar Radiation,07/12/2010,40.88,,,100,
Solar Radiation,08/12/2010,34.75,,,100,
Solar Radiation,09/12/2010,30.08,,,100,
Solar Radiation,10/12/2010,9.92,,,100,
Solar Radiation,11/12/2010,14.71,,,100,
Solar Radiation,12/12/2010,31.5,,,100,
Solar Radiation,13/12/2010,16.17,,,100,
Solar Radiation,14/12/2010,28.0,,,100,
Solar Radiation,15/12/2010,17.46,,,100,
Solar Radiation,16/12/2010,8.67,,,100,
Solar Radiation,17/12/2010,8.83,,,100,
Solar Radiation,18/12/2010,10.73,,,92,
Solar Radiation,19/12/2010,26.25,,,17,
Solar Radiation,20/12/2010,5.33,,,13,
Solar Radiation,21/12/2010,30.4,,,21,
Solar Radiation,22/12/2010,43.0,,,13,
Solar Radiation,23/12/2010,96.25,,,17,
Solar Radiation,24/12/2010,171.67,,,13,
Solar Radiation,25/12/2010,136.0,,,17,
Solar Radiation,26/12/2010,41.77,,,54,
Solar Radiation,27/12/2010,12.42,,,100,
Solar Radiation,28/12/2010,14.08,,,100,
Solar Radiation,29/12/2010,16.46,,,100,
Solar Radiation,30/12/2010,7.92,,,100,
Solar Radiation,31/12/2010,15.54,,,100,
Solar Radiation,01/01/2011,12.5,,,92,
Solar Radiation,02/01/2011,,,,0,
Solar Radiation,03/01/2011,,,,0,
Solar Radiation,04/01/2011,6.4545,,,46,
Solar Radiation,05/01/2011,15.118,,,71,
Solar Radiation,06/01/2011,,,,0,
Solar Radiation,07/01/2011,0.0,,,29,
Solar Radiation,08/01/2011,0.0,,,25,
Solar Radiation,09/01/2011,,,,0,
Solar Radiation,10/01/2011,5.8889,,,38,
Solar Radiation,11/01/2011,0.0,,,21,
Solar Radiation,12/01/2011,6.55,,,83,
Solar Radiation,13/01/2011,5.5833,,,100,
Solar Radiation,14/01/2011,10.75,,,100,
Solar Radiation,15/01/2011,6.0833,,,100,
Solar Radiation,16/01/2011,4.0,,,100,
Solar Radiation,17/01/2011,58.545,,,46,
Solar Radiation,18/01/2011,115.33,,,13,
Solar Radiation,19/01/2011,235.5,,,8,
Solar Radiation,20/01/2011,254.5,,,8,
Solar Radiation,21/01/2011,,,,0,
Solar Radiation,22/01/2011,180.33,,,13,
Solar Radiation,23/01/2011,82.5,,,33,
Solar Radiation,24/01/2011,39.636,,,46,
Solar Radiation,25/01/2011,8.2917,,,100,
Solar Radiation,26/01/2011,30.867,,,63,
Solar Radiation,27/01/2011,,,,0,
Solar Radiation,28/01/2011,,,,0,
Solar Radiation,29/01/2011,,,,0,
Solar Radiation,30/01/2011,,,,0,
Solar Radiation,31/01/2011,,,,0,
Solar Radiation,01/02/2011,35.333,,,88,
Solar Radiation,02/02/2011,6.7083,,,100,
Solar Radiation,03/02/2011,28.792,,,100,
Solar Radiation,04/02/2011,5.2083,,,100,
Solar Radiation,05/02/2011,8.0833,,,100,
Solar Radiation,06/02/2011,12.833,,,100,
Solar Radiation,07/02/2011,18.667,,,100,
Solar Radiation,08/02/2011,80.083,,,100,
Solar Radiation,09/02/2011,21.625,,,100,
Solar Radiation,10/02/2011,15.167,,,100,
Solar Radiation,11/02/2011,26.417,,,100,
Solar Radiation,12/02/2011,46.958,,,100,
Solar Radiation,13/02/2011,13.583,,,100,
Solar Radiation,14/02/2011,36.042,,,100,
Solar Radiation,15/02/2011,11.583,,,100,
Solar Radiation,16/02/2011,35.833,,,100,
Solar Radiation,17/02/2011,66.875,,,100,
Solar Radiation,18/02/2011,19.875,,,100,
Solar Radiation,19/02/2011,59.333,,,100,
Solar Radiation,20/02/2011,32.833,,,100,
Solar Radiation,21/02/2011,21.458,,,100,
Solar Radiation,22/02/2011,28.917,,,100,
Solar Radiation,23/02/2011,21.042,,,100,
Solar Radiation,24/02/2011,42.583,,,100,
Solar Radiation,25/02/2011,18.042,,,100,
Solar Radiation,26/02/2011,55.208,,,100,
Solar Radiation,27/02/2011,51.792,,,100,
Solar Radiation,28/02/2011,62.75,,,100,
Solar Radiation,01/03/2011,119.54,,,100,
Solar Radiation,02/03/2011,115.17,,,100,
Solar Radiation,03/03/2011,133.0,,,100,
Solar Radiation,04/03/2011,116.5,,,100,
Solar Radiation,05/03/2011,73.5,,,100,
Solar Radiation,06/03/2011,94.958,,,100,
Solar Radiation,07/03/2011,120.75,,,100,
Solar Radiation,08/03/2011,115.08,,,100,
Solar Radiation,09/03/2011,73.667,,,100,
Solar Radiation,10/03/2011,68.417,,,100,
Solar Radiation,11/03/2011,36.917,,,100,
Solar Radiation,12/03/2011,44.417,,,100,
Solar Radiation,13/03/2011,134.33,,,100,
Solar Radiation,14/03/2011,113.13,,,100,
Solar Radiation,15/03/2011,75.042,,,100,
Solar Radiation,16/03/2011,108.71,,,100,
Solar Radiation,17/03/2011,95.375,,,100,
Solar Radiation,18/03/2011,109.33,,,100,
Solar Radiation,19/03/2011,166.0,,,100,
Solar Radiation,20/03/2011,53.958,,,100,
Solar Radiation,21/03/2011,88.5,,,100,
Solar Radiation,22/03/2011,138.92,,,100,
Solar Radiation,23/03/2011,175.67,,,100,
Solar Radiation,24/03/2011,169.67,,,100,
Solar Radiation,25/03/2011,167.46,,,100,
Solar Radiation,26/03/2011,135.25,,,100,
Solar Radiation,27/03/2011,80.208,,,100,
Solar Radiation,28/03/2011,149.46,,,100,
Solar Radiation,29/03/2011,82.792,,,100,
Solar Radiation,30/03/2011,61.25,,,100,
Solar Radiation,31/03/2011,91.0,,,100,
Solar Radiation,01/04/2011,20.208,,,100,
Solar Radiation,02/04/2011,121.29,,,100,
Solar Radiation,03/04/2011,83.75,,,100,
Solar Radiation,04/04/2011,35.292,,,100,
Solar Radiation,05/04/2011,18.292,,,100,
Solar Radiation,06/04/2011,197.0,,,100,
Solar Radiation,07/04/2011,92.708,,,100,
Solar Radiation,08/04/2011,218.17,,,100,
Solar Radiation,09/04/2011,204.25,,,100,
Solar Radiation,10/04/2011,216.92,,,100,
Solar Radiation,11/04/2011,93.667,,,100,
Solar Radiation,12/04/2011,207.13,,,100,
Solar Radiation,13/04/2011,57.583,,,100,
Solar Radiation,14/04/2011,70.0,,,100,
Solar Radiation,15/04/2011,115.83,,,100,
Solar Radiation,16/04/2011,145.83,,,100,
Solar Radiation,17/04/2011,168.0,,,100,
Solar Radiation,18/04/2011,144.0,,,100,
Solar Radiation,19/04/2011,232.38,,,100,
Solar Radiation,20/04/2011,242.5,,,100,
Solar Radiation,21/04/2011,219.38,,,100,
Solar Radiation,22/04/2011,193.88,,,100,
Solar Radiation,23/04/2011,193.67,,,100,
Solar Radiation,24/04/2011,237.96,,,100,
Solar Radiation,25/04/2011,197.29,,,100,
Solar Radiation,26/04/2011,189.25,,,100,
Solar Radiation,27/04/2011,180.13,,,100,
Solar Radiation,28/04/2011,275.63,,,100,
Solar Radiation,29/04/2011,211.21,,,100,
Solar Radiation,30/04/2011,237.58,,,100,
Solar Radiation,01/05/2011,181.5,,,100,
Solar Radiation,02/05/2011,268.83,,,100,
Solar Radiation,03/05/2011,264.83,,,100,
Solar Radiation,04/05/2011,211.54,,,100,
Solar Radiation,05/05/2011,83.667,,,100,
Solar Radiation,06/05/2011,115.71,,,100,
Solar Radiation,07/05/2011,74.167,,,100,
Solar Radiation,08/05/2011,176.96,,,100,
Solar Radiation,09/05/2011,99.417,,,100,
Solar Radiation,10/05/2011,90.667,,,100,
Solar Radiation,11/05/2011,167.5,,,100,
Solar Radiation,12/05/2011,115.21,,,100,
Solar Radiation,13/05/2011,112.88,,,100,
Solar Radiation,14/05/2011,129.25,,,100,
Solar Radiation,15/05/2011,145.67,,,100,
Solar Radiation,16/05/2011,187.17,,,100,
Solar Radiation,17/05/2011,94.5,,,100,
Solar Radiation,18/05/2011,119.46,,,100,
Solar Radiation,19/05/2011,188.29,,,100,
Solar Radiation,20/05/2011,125.38,,,100,
Solar Radiation,21/05/2011,53.833,,,100,
Solar Radiation,22/05/2011,174.5,,,100,
Solar Radiation,23/05/2011,97.25,,,100,
Solar Radiation,24/05/2011,249.46,,,100,
Solar Radiation,25/05/2011,216.17,,,100,
Solar Radiation,26/05/2011,66.417,,,100,
Solar Radiation,27/05/2011,206.79,,,100,
Solar Radiation,28/05/2011,107.58,,,100,
Solar Radiation,29/05/2011,30.917,,,100,
Solar Radiation,30/05/2011,137.63,,,100,
Solar Radiation,31/05/2011,240.46,,,100,
