period,status,sex,age,population
2012-03-31,F,male,5-9,149800.0
2012-03-31,F,male,50-54,147960.0
2012-03-31,F,male,55-59,128780.0
2012-03-31,F,male,60-64,117270.0
2012-03-31,F,male,65-69,92190.0
2012-03-31,F,male,65+,274300.0
2012-03-31,F,male,70-74,71700.0
2012-03-31,F,male,75-79,49160.0
2012-03-31,F,male,80-84,35820.0
2012-03-31,F,male,85-89,18480.0
2012-03-31,F,male,90+,6950.0
2012-03-31,F,male,median,36.2
2012-03-31,F,male,total,2154650.0
2012-06-30,F,male,0-14,466500.0
2012-06-30,F,male,0-4,162090.0
2012-06-30,F,male,10-14,153890.0
2012-06-30,F,male,15-19,159840.0
2012-06-30,F,male,15-39,713200.0
2012-06-30,F,male,20-24,156360.0
2012-06-30,F,male,25-29,133950.0
2012-06-30,F,male,30-34,128030.0
2012-06-30,F,male,35-39,134990.0
2012-06-30,F,male,40-44,150950.0
2012-06-30,F,male,40-64,698400.0
2012-06-30,F,male,45-49,151930.0
2012-06-30,F,male,5-9,150520.0
2012-06-30,F,male,50-54,148750.0
2012-06-30,F,male,55-59,129380.0
2012-06-30,F,male,60-64,117370.0
2012-06-30,F,male,65-69,93450.0
2012-06-30,F,male,65+,276900.0
2012-06-30,F,male,70-74,72480.0
2012-06-30,F,male,75-79,49340.0
2012-06-30,F,male,80-84,35970.0
2012-06-30,F,male,85-89,18680.0
2012-06-30,F,male,90+,7010.0
2012-06-30,F,male,median,36.28
2012-06-30,F,male,total,2154990.0
2012-09-30,F,male,0-14,466400.0
2012-09-30,F,male,0-4,161600.0
2012-09-30,F,male,10-14,153390.0
2012-09-30,F,male,15-19,159960.0
2012-09-30,F,male,15-39,713200.0
2012-09-30,F,male,20-24,157160.0
2012-09-30,F,male,25-29,134020.0
2012-09-30,F,male,30-34,128430.0
2012-09-30,F,male,35-39,133630.0
2012-09-30,F,male,40-44,150880.0
2012-09-30,F,male,40-64,699300.0
2012-09-30,F,male,45-49,151410.0
2012-09-30,F,male,5-9,151380.0
2012-09-30,F,male,50-54,149370.0
2012-09-30,F,male,55-59,130100.0
2012-09-30,F,male,60-64,117580.0
2012-09-30,F,male,65-69,94990.0
2012-09-30,F,male,65+,279600.0
2012-09-30,F,male,70-74,73160.0
2012-09-30,F,male,75-79,49630.0
2012-09-30,F,male,80-84,36010.0
2012-09-30,F,male,85-89,18740.0
2012-09-30,F,male,90+,7070.0
2012-09-30,F,male,median,36.31
2012-09-30,F,male,total,2158510.0
2012-12-31,F,male,0-14,466300.0
2012-12-31,F,male,0-4,161520.0
2012-12-31,F,male,10-14,152710.0
2012-12-31,F,male,15-19,159810.0
2012-12-31,F,male,15-39,714200.0
2012-12-31,F,male,20-24,157650.0
2012-12-31,F,male,25-29,134850.0
2012-12-31,F,male,30-34,129070.0
2012-12-31,F,male,35-39,132830.0
2012-12-31,F,male,40-44,150780.0
2012-12-31,F,male,40-64,700500.0
2012-12-31,F,male,45-49,151080.0
2012-12-31,F,male,5-9,152070.0
2012-12-31,F,male,50-54,150070.0
2012-12-31,F,male,55-59,130720.0
2012-12-31,F,male,60-64,117850.0
2012-12-31,F,male,65-69,96950.0
2012-12-31,F,male,65+,282800.0
2012-12-31,F,male,70-74,73520.0
2012-12-31,F,male,75-79,50140.0
2012-12-31,F,male,80-84,36060.0
2012-12-31,F,male,85-89,19030.0
2012-12-31,F,male,90+,7130.0
2012-12-31,F,male,median,36.36
2012-12-31,F,male,total,2163820.0
2013-03-31,F,male,0-14,466300.0
2013-03-31,F,male,0-4,160980.0
2013-03-31,F,male,10-14,152560.0
2013-03-31,F,male,15-19,160100.0
2013-03-31,F,male,15-39,715600.0
2013-03-31,F,male,20-24,158640.0
2013-03-31,F,male,25-29,135210.0
2013-03-31,F,male,30-34,129530.0
2013-03-31,F,male,35-39,132150.0
2013-03-31,F,male,40-44,150610.0
2013-03-31,F,male,40-64,701200.0
2013-03-31,F,male,45-49,150470.0
2013-03-31,F,male,5-9,152740.0
2013-03-31,F,male,50-54,150790.0
2013-03-31,F,male,55-59,131530.0
2013-03-31,F,male,60-64,117810.0
2013-03-31,F,male,65-69,98970.0
2013-03-31,F,male,65+,285900.0
2013-03-31,F,male,70-74,73680.0
2013-03-31,F,male,75-79,50600.0
2013-03-31,F,male,80-84,36070.0
2013-03-31,F,male,85-89,19290.0
2013-03-31,F,male,90+,7300.0
2013-03-31,F,male,median,36.38
2013-03-31,F,male,total,2169000.0
2013-06-30,F,male,0-14,465900.0
2013-06-30,F,male,0-4,160150.0
2013-06-30,F,male,10-14,152180.0
2013-06-30,F,male,15-19,160150.0
2013-06-30,F,male,15-39,715700.0
2013-06-30,F,male,20-24,159180.0
2013-06-30,F,male,25-29,135330.0
2013-06-30,F,male,30-34,129510.0
2013-06-30,F,male,35-39,131500.0
2013-06-30,F,male,40-44,150170.0
2013-06-30,F,male,40-64,702000.0
2013-06-30,F,male,45-49,150100.0
2013-06-30,F,male,5-9,153570.0
2013-06-30,F,male,50-54,151680.0
2013-06-30,F,male,55-59,132170.0
2013-06-30,F,male,60-64,117900.0
2013-06-30,F,male,65-69,100570.0
2013-06-30,F,male,65+,288600.0
2013-06-30,F,male,70-74,74040.0
2013-06-30,F,male,75-79,51010.0
2013-06-30,F,male,80-84,36100.0
2013-06-30,F,male,85-89,19340.0
2013-06-30,F,male,90+,7500.0
2013-06-30,F,male,median,36.43
2013-06-30,F,male,total,2172160.0
2013-09-30,F,male,0-14,466000.0
2013-09-30,F,male,0-4,159600.0
2013-09-30,F,male,10-14,151790.0
2013-09-30,F,male,15-19,160610.0
2013-09-30,F,male,15-39,720000.0
2013-09-30,F,male,20-24,160780.0
2013-09-30,F,male,25-29,137180.0
2013-09-30,F,male,30-34,130530.0
2013-09-30,F,male,35-39,130940.0
2013-09-30,F,male,40-44,149620.0
2013-09-30,F,male,40-64,703100.0
2013-09-30,F,male,45-49,149840.0
2013-09-30,F,male,5-9,154570.0
2013-09-30,F,male,50-54,152110.0
2013-09-30,F,male,55-59,133250.0
2013-09-30,F,male,60-64,118300.0
2013-09-30,F,male,65-69,101730.0
2013-09-30,F,male,65+,291400.0
2013-09-30,F,male,70-74,74900.0
2013-09-30,F,male,75-79,51510.0
2013-09-30,F,male,80-84,36110.0
2013-09-30,F,male,85-89,19550.0
2013-09-30,F,male,90+,7600.0
2013-09-30,F,male,median,36.4
2013-09-30,F,male,total,2180520.0
2013-12-31,F,male,0-14,466200.0
2013-12-31,F,male,0-4,159130.0
2013-12-31,F,male,10-14,151610.0
2013-12-31,F,male,15-19,160360.0
2013-12-31,F,male,15-39,724600.0
2013-12-31,F,male,20-24,162550.0
2013-12-31,F,male,25-29,139580.0
2013-12-31,F,male,30-34,131670.0
2013-12-31,F,male,35-39,130420.0
2013-12-31,F,male,40-44,149350.0
2013-12-31,F,male,40-64,704500.0
2013-12-31,F,male,45-49,149710.0
2013-12-31,F,male,5-9,155440.0
2013-12-31,F,male,50-54,152480.0
2013-12-31,F,male,55-59,134300.0
2013-12-31,F,male,60-64,118630.0
2013-12-31,F,male,65-69,103420.0
2013-12-31,F,male,65+,295000.0
2013-12-31,F,male,70-74,75560.0
2013-12-31,F,male,75-79,52140.0
2013-12-31,F,male,80-84,36250.0
2013-12-31,F,male,85-89,19880.0
2013-12-31,F,male,90+,7760.0
2013-12-31,F,male,median,36.38
2013-12-31,F,male,total,2190210.0
2014-03-31,F,male,0-14,466700.0
2014-03-31,F,male,0-4,158510.0
2014-03-31,F,male,10-14,151670.0
2014-03-31,F,male,15-19,161070.0
2014-03-31,F,male,15-39,730700.0
2014-03-31,F,male,20-24,164850.0
2014-03-31,F,male,25-29,141800.0
2014-03-31,F,male,30-34,132920.0
2014-03-31,F,male,35-39,130010.0
2014-03-31,F,male,40-44,149210.0
2014-03-31,F,male,40-64,706000.0
2014-03-31,F,male,45-49,149660.0
2014-03-31,F,male,5-9,156530.0
2014-03-31,F,male,50-54,153060.0
2014-03-31,F,male,55-59,134950.0
2014-03-31,F,male,60-64,119130.0
2014-03-31,F,male,65-69,104600.0
2014-03-31,F,male,65+,298200.0
2014-03-31,F,male,70-74,76360.0
2014-03-31,F,male,75-79,52600.0
2014-03-31,F,male,80-84,36430.0
2014-03-31,F,male,85-89,20190.0
2014-03-31,F,male,90+,7990.0
2014-03-31,F,male,median,36.32
2014-03-31,F,male,total,2201540.0
2014-06-30,F,male,0-14,467100.0
2014-06-30,F,male,0-4,158360.0
2014-06-30,F,male,10-14,151460.0
2014-06-30,F,male,15-19,161440.0
2014-06-30,F,male,15-39,734600.0
2014-06-30,F,male,20-24,166320.0
2014-06-30,F,male,25-29,143380.0
2014-06-30,F,male,30-34,133470.0
2014-06-30,F,male,35-39,129980.0
2014-06-30,F,male,40-44,148830.0
2014-06-30,F,male,40-64,707100.0
2014-06-30,F,male,45-49,149510.0
2014-06-30,F,male,5-9,157230.0
2014-06-30,F,male,50-54,153370.0
2014-06-30,F,male,55-59,135850.0
2014-06-30,F,male,60-64,119500.0
2014-06-30,F,male,65-69,105690.0
2014-06-30,F,male,65+,300900.0
2014-06-30,F,male,70-74,77250.0
2014-06-30,F,male,75-79,52980.0
2014-06-30,F,male,80-84,36510.0
2014-06-30,F,male,85-89,20400.0
2014-06-30,F,male,90+,8070.0
2014-06-30,F,male,median,36.3
2014-06-30,F,male,total,2209580.0
2014-09-30,F,male,0-14,467300.0
2014-09-30,F,male,0-4,157860.0
2014-09-30,F,male,10-14,151220.0
2014-09-30,F,male,15-19,162460.0
2014-09-30,F,male,15-39,742700.0
2014-09-30,F,male,20-24,168900.0
2014-09-30,F,male,25-29,146590.0
2014-09-30,F,male,30-34,134580.0
2014-09-30,F,male,35-39,130170.0
2014-09-30,F,male,40-44,148170.0
2014-09-30,F,male,40-64,708200.0
2014-09-30,F,male,45-49,149650.0
2014-09-30,F,male,5-9,158220.0
2014-09-30,F,male,50-54,153650.0
2014-09-30,F,male,55-59,136670.0
2014-09-30,F,male,60-64,120060.0
2014-09-30,F,male,65-69,107000.0
2014-09-30,F,male,65+,303700.0
2014-09-30,F,male,70-74,77800.0
2014-09-30,F,male,75-79,53630.0
2014-09-30,F,male,80-84,36660.0
2014-09-30,F,male,85-89,20490.0
2014-09-30,F,male,90+,8120.0
2014-09-30,F,male,median,36.2
2014-09-30,F,male,total,2221900.0
2014-12-31,F,male,0-14,467700.0
2014-12-31,F,male,0-4,157650.0
2014-12-31,F,male,10-14,150720.0
2014-12-31,F,male,15-19,162610.0
2014-12-31,F,male,15-39,750000.0
2014-12-31,F,male,20-24,171190.0
2014-12-31,F,male,25-29,149920.0
2014-12-31,F,male,30-34,136080.0
2014-12-31,F,male,35-39,130190.0
2014-12-31,F,male,40-44,147720.0
2014-12-31,F,male,40-64,709700.0
2014-12-31,F,male,45-49,149910.0
2014-12-31,F,male,5-9,159330.0
2014-12-31,F,male,50-54,153980.0
2014-12-31,F,male,55-59,137500.0
2014-12-31,F,male,60-64,120590.0
2014-12-31,F,male,65-69,108430.0
2014-12-31,F,male,65+,306900.0
2014-12-31,F,male,70-74,78140.0
2014-12-31,F,male,75-79,54500.0
2014-12-31,F,male,80-84,36920.0
2014-12-31,F,male,85-89,20650.0
2014-12-31,F,male,90+,8220.0
2014-12-31,F,male,median,36.14
2014-12-31,F,male,total,2234250.0
2015-03-31,F,male,0-14,468400.0
2015-03-31,F,male,0-4,157370.0
2015-03-31,F,male,10-14,150590.0
2015-03-31,F,male,15-19,163490.0
2015-03-31,F,male,15-39,759300.0
2015-03-31,F,male,20-24,174550.0
2015-03-31,F,male,25-29,153290.0
2015-03-31,F,male,30-34,137470.0
2015-03-31,F,male,35-39,130470.0
2015-03-31,F,male,40-44,147340.0
2015-03-31,F,male,40-64,711000.0
2015-03-31,F,male,45-49,150200.0
2015-03-31,F,male,5-9,160390.0
2015-03-31,F,male,50-54,153900.0
2015-03-31,F,male,55-59,138430.0
2015-03-31,F,male,60-64,121100.0
2015-03-31,F,male,65-69,109560.0
2015-03-31,F,male,65+,309900.0
2015-03-31,F,male,70-74,78840.0
2015-03-31,F,male,75-79,55110.0
2015-03-31,F,male,80-84,37120.0
2015-03-31,F,male,85-89,20860.0
2015-03-31,F,male,90+,8440.0
2015-03-31,F,male,median,36.03
2015-03-31,F,male,total,2248530.0
2015-06-30,F,male,0-14,468700.0
2015-06-30,F,male,0-4,156870.0
2015-06-30,F,male,10-14,150090.0
2015-06-30,F,male,15-19,163470.0
2015-06-30,F,male,15-39,763800.0
2015-06-30,F,male,20-24,175450.0
2015-06-30,F,male,25-29,155560.0
2015-06-30,F,male,30-34,138500.0
2015-06-30,F,male,35-39,130850.0
2015-06-30,F,male,40-44,146870.0
2015-06-30,F,male,40-64,711900.0
2015-06-30,F,male,45-49,150060.0
2015-06-30,F,male,5-9,161780.0
2015-06-30,F,male,50-54,153890.0
2015-06-30,F,male,55-59,139450.0
2015-06-30,F,male,60-64,121650.0
2015-06-30,F,male,65-69,110220.0
2015-06-30,F,male,65+,312700.0
2015-06-30,F,male,70-74,79580.0
2015-06-30,F,male,75-79,56080.0
2015-06-30,F,male,80-84,37210.0
2015-06-30,F,male,85-89,20990.0
2015-06-30,F,male,90+,8610.0
2015-06-30,F,male,median,36.02
2015-06-30,F,male,total,2257190.0
2015-09-30,F,male,0-14,469200.0
2015-09-30,F,male,0-4,156530.0
2015-09-30,F,male,10-14,149850.0
2015-09-30,F,male,15-19,164020.0
2015-09-30,F,male,15-39,772800.0
2015-09-30,F,male,20-24,177680.0
2015-09-30,F,male,25-29,159320.0
2015-09-30,F,male,30-34,140120.0
2015-09-30,F,male,35-39,131610.0
2015-09-30,F,male,40-44,146120.0
2015-09-30,F,male,40-64,713200.0
2015-09-30,F,male,45-49,150390.0
2015-09-30,F,male,5-9,162860.0
2015-09-30,F,male,50-54,153800.0
2015-09-30,F,male,55-59,140560.0
2015-09-30,F,male,60-64,122350.0
2015-09-30,F,male,65-69,111110.0
2015-09-30,F,male,65+,315200.0
2015-09-30,F,male,70-74,80060.0
2015-09-30,F,male,75-79,57060.0
2015-09-30,F,male,80-84,37200.0
2015-09-30,F,male,85-89,21190.0
2015-09-30,F,male,90+,8620.0
2015-09-30,F,male,median,35.93
2015-09-30,F,male,total,2270460.0
2015-12-31,F,male,0-14,470100.0
2015-12-31,F,male,0-4,156410.0
2015-12-31,F,male,10-14,149800.0
2015-12-31,F,male,15-19,163790.0
2015-12-31,F,male,15-39,781200.0
2015-12-31,F,male,20-24,179600.0
2015-12-31,F,male,25-29,163590.0
2015-12-31,F,male,30-34,141940.0
2015-12-31,F,male,35-39,132270.0
2015-12-31,F,male,40-44,145290.0
2015-12-31,F,male,40-64,714600.0
2015-12-31,F,male,45-49,150990.0
2015-12-31,F,male,5-9,163890.0
2015-12-31,F,male,50-54,153720.0
2015-12-31,F,male,55-59,141660.0
2015-12-31,F,male,60-64,122960.0
2015-12-31,F,male,65-69,112390.0
2015-12-31,F,male,65+,318700.0
2015-12-31,F,male,70-74,80440.0
2015-12-31,F,male,75-79,58160.0
2015-12-31,F,male,80-84,37290.0
2015-12-31,F,male,85-89,21570.0
2015-12-31,F,male,90+,8830.0
2015-12-31,F,male,median,35.86
2015-12-31,F,male,total,2284600.0
2016-03-31,F,male,0-14,471500.0
2016-03-31,F,male,0-4,156410.0
2016-03-31,F,male,10-14,150030.0
2016-03-31,F,male,15-19,164300.0
2016-03-31,F,male,15-39,790400.0
2016-03-31,F,male,20-24,181880.0
2016-03-31,F,male,25-29,167450.0
2016-03-31,F,male,30-34,143590.0
2016-03-31,F,male,35-39,133190.0
2016-03-31,F,male,40-44,144590.0
2016-03-31,F,male,40-64,716000.0
2016-03-31,F,male,45-49,151530.0
2016-03-31,F,male,5-9,165010.0
2016-03-31,F,male,50-54,153650.0
2016-03-31,F,male,55-59,142300.0
2016-03-31,F,male,60-64,123910.0
2016-03-31,F,male,65-69,113320.0
2016-03-31,F,male,65+,322000.0
2016-03-31,F,male,70-74,81150.0
2016-03-31,F,male,75-79,58990.0
2016-03-31,F,male,80-84,37550.0
2016-03-31,F,male,85-89,21900.0
2016-03-31,F,male,90+,9050.0
2016-03-31,F,male,median,35.78
2016-03-31,F,male,total,2299810.0
2016-06-30,F,male,0-14,472800.0
2016-06-30,F,male,0-4,156690.0
2016-06-30,F,male,10-14,150480.0
2016-06-30,F,male,15-19,163850.0
2016-06-30,F,male,15-39,794500.0
2016-06-30,F,male,20-24,182170.0
2016-06-30,F,male,25-29,169830.0
2016-06-30,F,male,30-34,144780.0
2016-06-30,F,male,35-39,133860.0
2016-06-30,F,male,40-44,143920.0
2016-06-30,F,male,40-64,717000.0
2016-06-30,F,male,45-49,151990.0
2016-06-30,F,male,5-9,165580.0
2016-06-30,F,male,50-54,153200.0
2016-06-30,F,male,55-59,143250.0
2016-06-30,F,male,60-64,124650.0
2016-06-30,F,male,65-69,114020.0
2016-06-30,F,male,65+,324800.0
2016-06-30,F,male,70-74,81910.0
2016-06-30,F,male,75-79,59890.0
2016-06-30,F,male,80-84,37680.0
2016-06-30,F,male,85-89,22140.0
2016-06-30,F,male,90+,9190.0
2016-06-30,F,male,median,35.77
2016-06-30,F,male,total,2309070.0
2016-09-30,F,male,0-14,474200.0
2016-09-30,F,male,0-4,156640.0
2016-09-30,F,male,10-14,151100.0
2016-09-30,F,male,15-19,163790.0
2016-09-30,F,male,15-39,802100.0
2016-09-30,F,male,20-24,183550.0
2016-09-30,F,male,25-29,173300.0
2016-09-30,F,male,30-34,146680.0
2016-09-30,F,male,35-39,134760.0
2016-09-30,F,male,40-44,143270.0
2016-09-30,F,male,40-64,718600.0
2016-09-30,F,male,45-49,152550.0
2016-09-30,F,male,5-9,166460.0
2016-09-30,F,male,50-54,152910.0
2016-09-30,F,male,55-59,144190.0
2016-09-30,F,male,60-64,125660.0
2016-09-30,F,male,65-69,114330.0
2016-09-30,F,male,65+,327700.0
2016-09-30,F,male,70-74,83120.0
2016-09-30,F,male,75-79,60760.0
2016-09-30,F,male,80-84,37870.0
2016-09-30,F,male,85-89,22300.0
2016-09-30,F,male,90+,9280.0
2016-09-30,F,male,median,35.71
2016-09-30,F,male,total,2322510.0
2016-12-31,F,male,0-14,475700.0
2016-12-31,F,male,0-4,157020.0
2016-12-31,F,male,10-14,151740.0
2016-12-31,F,male,15-19,162900.0
2016-12-31,F,male,15-39,809400.0
2016-12-31,F,male,20-24,184590.0
2016-12-31,F,male,25-29,177340.0
2016-12-31,F,male,30-34,149210.0
2016-12-31,F,male,35-39,135390.0
2016-12-31,F,male,40-44,142710.0
2016-12-31,F,male,40-64,720300.0
2016-12-31,F,male,45-49,153020.0
2016-12-31,F,male,5-9,166970.0
2016-12-31,F,male,50-54,152900.0
2016-12-31,F,male,55-59,144880.0
2016-12-31,F,male,60-64,126740.0
2016-12-31,F,male,65-69,114420.0
2016-12-31,F,male,65+,331100.0
2016-12-31,F,male,70-74,84800.0
2016-12-31,F,male,75-79,61790.0
2016-12-31,F,male,80-84,38180.0
2016-12-31,F,male,85-89,22430.0
2016-12-31,F,male,90+,9500.0
2016-12-31,F,male,median,35.66
2016-12-31,F,male,total,2336520.0
2017-03-31,F,male,0-14,477700.0
2017-03-31,F,male,0-4,157030.0
2017-03-31,F,male,10-14,153160.0
2017-03-31,F,male,15-19,163180.0
2017-03-31,F,male,15-39,818200.0
2017-03-31,F,male,20-24,185470.0
2017-03-31,F,male,25-29,181320.0
2017-03-31,F,male,30-34,151540.0
2017-03-31,F,male,35-39,136720.0
2017-03-31,F,male,40-44,142100.0
2017-03-31,F,male,40-64,721900.0
2017-03-31,F,male,45-49,153800.0
2017-03-31,F,male,5-9,167500.0
2017-03-31,F,male,50-54,152360.0
2017-03-31,F,male,55-59,146150.0
2017-03-31,F,male,60-64,127490.0
2017-03-31,F,male,65-69,114370.0
2017-03-31,F,male,65+,334200.0
2017-03-31,F,male,70-74,86290.0
2017-03-31,F,male,75-79,62700.0
2017-03-31,F,male,80-84,38410.0
2017-03-31,F,male,85-89,22640.0
2017-03-31,F,male,90+,9740.0
2017-03-31,F,male,median,35.6
2017-03-31,F,male,total,2351960.0
2017-06-30,F,male,0-14,479000.0
2017-06-30,F,male,0-4,157080.0
2017-06-30,F,male,10-14,154320.0
2017-06-30,F,male,15-19,162480.0
2017-06-30,F,male,15-39,822300.0
2017-06-30,F,male,20-24,185620.0
2017-06-30,F,male,25-29,183060.0
2017-06-30,F,male,30-34,153310.0
2017-06-30,F,male,35-39,137820.0
2017-06-30,F,male,40-44,141580.0
2017-06-30,F,male,40-64,722900.0
2017-06-30,F,male,45-49,154250.0
2017-06-30,F,male,5-9,167580.0
2017-06-30,F,male,50-54,151690.0
2017-06-30,F,male,55-59,147130.0
2017-06-30,F,male,60-64,128250.0
2017-06-30,F,male,65-69,114570.0
2017-06-30,F,male,65+,336900.0
2017-06-30,F,male,70-74,87580.0
2017-06-30,F,male,75-79,63460.0
2017-06-30,F,male,80-84,38650.0
2017-06-30,F,male,85-89,22770.0
2017-06-30,F,male,90+,9910.0
2017-06-30,F,male,median,35.6
2017-06-30,F,male,total,2361100.0
2017-09-30,F,male,0-14,480600.0
2017-09-30,F,male,0-4,157100.0
2017-09-30,F,male,10-14,155670.0
2017-09-30,F,male,15-19,162350.0
2017-09-30,F,male,15-39,829200.0
2017-09-30,F,male,20-24,185840.0
2017-09-30,F,male,25-29,186100.0
2017-09-30,F,male,30-34,155290.0
2017-09-30,F,male,35-39,139660.0
2017-09-30,F,male,40-44,140780.0
2017-09-30,F,male,40-64,724100.0
2017-09-30,F,male,45-49,154680.0
2017-09-30,F,male,5-9,167830.0
2017-09-30,F,male,50-54,151560.0
2017-09-30,F,male,55-59,147940.0
2017-09-30,F,male,60-64,129090.0
2017-09-30,F,male,65-69,114820.0
2017-09-30,F,male,65+,339500.0
2017-09-30,F,male,70-74,89060.0
2017-09-30,F,male,75-79,64120.0
2017-09-30,F,male,80-84,38880.0
2017-09-30,F,male,85-89,22740.0
2017-09-30,F,male,90+,9930.0
2017-09-30,F,male,median,35.57
2017-09-30,F,male,total,2373440.0
2017-12-31,F,male,0-14,482100.0
2017-12-31,F,male,0-4,157030.0
2017-12-31,F,male,10-14,156770.0
2017-12-31,F,male,15-19,161420.0
2017-12-31,F,male,15-39,836400.0
2017-12-31,F,male,20-24,186480.0
2017-12-31,F,male,25-29,189590.0
2017-12-31,F,male,30-34,157620.0
2017-12-31,F,male,35-39,141300.0
2017-12-31,F,male,40-44,140330.0
2017-12-31,F,male,40-64,725700.0
2017-12-31,F,male,45-49,155060.0
2017-12-31,F,male,5-9,168300.0
2017-12-31,F,male,50-54,151430.0
2017-12-31,F,male,55-59,148990.0
2017-12-31,F,male,60-64,129850.0
2017-12-31,F,male,65-69,115190.0
2017-12-31,F,male,65+,343000.0
2017-12-31,F,male,70-74,90930.0
2017-12-31,F,male,75-79,64460.0
2017-12-31,F,male,80-84,39400.0
2017-12-31,F,male,85-89,22820.0
2017-12-31,F,male,90+,10160.0
2017-12-31,F,male,median,35.55
2017-12-31,F,male,total,2387130.0
2018-03-31,F,male,0-14,483700.0
2018-03-31,F,male,0-4,157250.0
2018-03-31,F,male,10-14,158080.0
2018-03-31,F,male,15-19,161710.0
2018-03-31,F,male,15-39,844400.0
2018-03-31,F,male,20-24,187220.0
2018-03-31,F,male,25-29,192600.0
2018-03-31,F,male,30-34,159840.0
2018-03-31,F,male,35-39,143010.0
2018-03-31,F,male,40-44,140260.0
2018-03-31,F,male,40-64,727400.0
2018-03-31,F,male,45-49,155340.0
2018-03-31,F,male,5-9,168370.0
2018-03-31,F,male,50-54,151190.0
2018-03-31,F,male,55-59,149900.0
2018-03-31,F,male,60-64,130740.0
2018-03-31,F,male,65-69,115200.0
2018-03-31,F,male,65+,346000.0
2018-03-31,F,male,70-74,92880.0
2018-03-31,F,male,75-79,64680.0
2018-03-31,F,male,80-84,39920.0
2018-03-31,F,male,85-89,22910.0
2018-03-31,F,male,90+,10420.0
2018-03-31,F,male,median,35.52
2018-03-31,F,male,total,2401500.0
2018-06-30,P,male,0-14,484500.0
2018-06-30,P,male,0-4,157370.0
2018-06-30,P,male,10-14,159200.0
2018-06-30,P,male,15-19,161060.0
2018-06-30,P,male,15-39,847400.0
2018-06-30,P,male,20-24,186440.0
2018-06-30,P,male,25-29,193850.0
2018-06-30,P,male,30-34,161920.0
2018-06-30,P,male,35-39,144100.0
2018-06-30,P,male,40-44,140060.0
2018-06-30,P,male,40-64,728500.0
2018-06-30,P,male,45-49,155190.0
2018-06-30,P,male,5-9,167910.0
2018-06-30,P,male,50-54,150970.0
2018-06-30,P,male,55-59,150880.0
2018-06-30,P,male,60-64,131400.0
2018-06-30,P,male,65-69,115320.0
2018-06-30,P,male,65+,348500.0
2018-06-30,P,male,70-74,94430.0
2018-06-30,P,male,75-79,65040.0
2018-06-30,P,male,80-84,40270.0
2018-06-30,P,male,85-89,22960.0
2018-06-30,P,male,90+,10480.0
2018-06-30,P,male,median,35.55
2018-06-30,P,male,total,2408860.0
2008-06-30,F,total,0-14,895500.0
2008-06-30,F,total,0-4,301030.0
2008-06-30,F,total,10-14,303540.0
2008-06-30,F,total,15-19,317030.0
2008-06-30,F,total,15-39,1460400.0
2008-06-30,F,total,20-24,288740.0
2008-06-30,F,total,25-29,268570.0
2008-06-30,F,total,30-34,271900.0
2008-06-30,F,total,35-39,314180.0
2008-06-30,F,total,40-44,315080.0
2008-06-30,F,total,40-64,1368800.0
2008-06-30,F,total,45-49,320360.0
2008-06-30,F,total,5-9,290950.0
2008-06-30,F,total,50-54,276920.0
2008-06-30,F,total,55-59,244530.0
2008-06-30,F,total,60-64,211880.0
2008-06-30,F,total,65-69,165600.0
2008-06-30,F,total,65+,535000.0
2008-06-30,F,total,70-74,125210.0
2008-06-30,F,total,75-79,103940.0
2008-06-30,F,total,80-84,77110.0
2008-06-30,F,total,85-89,43020.0
2008-06-30,F,total,90+,20170.0
2008-06-30,F,total,median,36.44
2008-06-30,F,total,total,4259760.0
2008-09-30,F,total,0-14,896600.0
2008-09-30,F,total,0-4,302840.0
2008-09-30,F,total,10-14,302860.0
2008-09-30,F,total,15-19,317750.0
2008-09-30,F,total,15-39,1460800.0
2008-09-30,F,total,20-24,289640.0
2008-09-30,F,total,25-29,269310.0
2008-09-30,F,total,30-34,270720.0
2008-09-30,F,total,35-39,313410.0
2008-09-30,F,total,40-44,314320.0
2008-09-30,F,total,40-64,1374400.0
2008-09-30,F,total,45-49,321570.0
2008-09-30,F,total,5-9,290870.0
2008-09-30,F,total,50-54,279040.0
2008-09-30,F,total,55-59,245290.0
2008-09-30,F,total,60-64,214180.0
2008-09-30,F,total,65-69,167050.0
2008-09-30,F,total,65+,537800.0
2008-09-30,F,total,70-74,126210.0
2008-09-30,F,total,75-79,103790.0
2008-09-30,F,total,80-84,77370.0
2008-09-30,F,total,85-89,43240.0
2008-09-30,F,total,90+,20100.0
2008-09-30,F,total,median,36.5
2008-09-30,F,total,total,4269550.0
2008-12-31,F,total,0-14,897400.0
2008-12-31,F,total,0-4,304350.0
2008-12-31,F,total,10-14,301690.0
2008-12-31,F,total,15-19,316880.0
2008-12-31,F,total,15-39,1460700.0
2008-12-31,F,total,20-24,290040.0
2008-12-31,F,total,25-29,271210.0
2008-12-31,F,total,30-34,270120.0
2008-12-31,F,total,35-39,312450.0
2008-12-31,F,total,40-44,314230.0
2008-12-31,F,total,40-64,1380800.0
2008-12-31,F,total,45-49,322120.0
2008-12-31,F,total,5-9,291370.0
2008-12-31,F,total,50-54,281050.0
2008-12-31,F,total,55-59,246070.0
2008-12-31,F,total,60-64,217350.0
2008-12-31,F,total,65-69,168310.0
2008-12-31,F,total,65+,541300.0
2008-12-31,F,total,70-74,127540.0
