period,status,sex,age,population
2015-12-31,F,total,total,4647300.0
2016-03-31,F,total,0-14,919300.0
2016-03-31,F,total,0-4,304800.0
2016-03-31,F,total,10-14,293370.0
2016-03-31,F,total,15-19,318980.0
2016-03-31,F,total,15-39,1576500.0
2016-03-31,F,total,20-24,348860.0
2016-03-31,F,total,25-29,334250.0
2016-03-31,F,total,30-34,296410.0
2016-03-31,F,total,35-39,278000.0
2016-03-31,F,total,40-44,303330.0
2016-03-31,F,total,40-64,1487200.0
2016-03-31,F,total,45-49,317000.0
2016-03-31,F,total,5-9,321160.0
2016-03-31,F,total,50-54,317850.0
2016-03-31,F,total,55-59,293770.0
2016-03-31,F,total,60-64,255240.0
2016-03-31,F,total,65-69,232090.0
2016-03-31,F,total,65+,692800.0
2016-03-31,F,total,70-74,168460.0
2016-03-31,F,total,75-79,126180.0
2016-03-31,F,total,80-84,83730.0
2016-03-31,F,total,85-89,53990.0
2016-03-31,F,total,90+,28380.0
2016-03-31,F,total,median,37.13
2016-03-31,F,total,total,4675850.0
2016-06-30,F,total,0-14,921600.0
2016-06-30,F,total,0-4,305020.0
2016-06-30,F,total,10-14,294330.0
2016-06-30,F,total,15-19,318380.0
2016-06-30,F,total,15-39,1583400.0
2016-06-30,F,total,20-24,348800.0
2016-06-30,F,total,25-29,338240.0
2016-06-30,F,total,30-34,298970.0
2016-06-30,F,total,35-39,279020.0
2016-06-30,F,total,40-44,301510.0
2016-06-30,F,total,40-64,1489800.0
2016-06-30,F,total,45-49,318340.0
2016-06-30,F,total,5-9,322270.0
2016-06-30,F,total,50-54,316910.0
2016-06-30,F,total,55-59,295960.0
2016-06-30,F,total,60-64,257060.0
2016-06-30,F,total,65-69,233360.0
2016-06-30,F,total,65+,698400.0
2016-06-30,F,total,70-74,169960.0
2016-06-30,F,total,75-79,127960.0
2016-06-30,F,total,80-84,84080.0
2016-06-30,F,total,85-89,54390.0
2016-06-30,F,total,90+,28650.0
2016-06-30,F,total,median,37.13
2016-06-30,F,total,total,4693220.0
2016-09-30,F,total,0-14,924500.0
2016-09-30,F,total,0-4,305350.0
2016-09-30,F,total,10-14,295230.0
2016-09-30,F,total,15-19,318740.0
2016-09-30,F,total,15-39,1597900.0
2016-09-30,F,total,20-24,351320.0
2016-09-30,F,total,25-29,344550.0
2016-09-30,F,total,30-34,302590.0
2016-09-30,F,total,35-39,280720.0
2016-09-30,F,total,40-44,299840.0
2016-09-30,F,total,40-64,1493200.0
2016-09-30,F,total,45-49,319590.0
2016-09-30,F,total,5-9,323960.0
2016-09-30,F,total,50-54,316360.0
2016-09-30,F,total,55-59,298140.0
2016-09-30,F,total,60-64,259220.0
2016-09-30,F,total,65-69,234110.0
2016-09-30,F,total,65+,704200.0
2016-09-30,F,total,70-74,172320.0
2016-09-30,F,total,75-79,129950.0
2016-09-30,F,total,80-84,84420.0
2016-09-30,F,total,85-89,54570.0
2016-09-30,F,total,90+,28790.0
2016-09-30,F,total,median,37.07
2016-09-30,F,total,total,4719780.0
2016-12-31,F,total,0-14,927200.0
2016-12-31,F,total,0-4,306090.0
2016-12-31,F,total,10-14,296380.0
2016-12-31,F,total,15-19,317370.0
2016-12-31,F,total,15-39,1612200.0
2016-12-31,F,total,20-24,353740.0
2016-12-31,F,total,25-29,351720.0
2016-12-31,F,total,30-34,307210.0
2016-12-31,F,total,35-39,282130.0
2016-12-31,F,total,40-44,298360.0
2016-12-31,F,total,40-64,1496700.0
2016-12-31,F,total,45-49,320580.0
2016-12-31,F,total,5-9,324740.0
2016-12-31,F,total,50-54,316400.0
2016-12-31,F,total,55-59,299880.0
2016-12-31,F,total,60-64,261470.0
2016-12-31,F,total,65-69,234480.0
2016-12-31,F,total,65+,711100.0
2016-12-31,F,total,70-74,175700.0
2016-12-31,F,total,75-79,131970.0
2016-12-31,F,total,80-84,85010.0
2016-12-31,F,total,85-89,54760.0
2016-12-31,F,total,90+,29210.0
2016-12-31,F,total,median,37.02
2016-12-31,F,total,total,4747180.0
2017-03-31,F,total,0-14,930900.0
2017-03-31,F,total,0-4,305920.0
2017-03-31,F,total,10-14,299020.0
2017-03-31,F,total,15-19,318000.0
2017-03-31,F,total,15-39,1628100.0
2017-03-31,F,total,20-24,355600.0
2017-03-31,F,total,25-29,358880.0
2017-03-31,F,total,30-34,310930.0
2017-03-31,F,total,35-39,284700.0
2017-03-31,F,total,40-44,297180.0
2017-03-31,F,total,40-64,1500000.0
2017-03-31,F,total,45-49,321710.0
2017-03-31,F,total,5-9,325950.0
2017-03-31,F,total,50-54,315720.0
2017-03-31,F,total,55-59,302240.0
2017-03-31,F,total,60-64,263190.0
2017-03-31,F,total,65-69,234440.0
2017-03-31,F,total,65+,717500.0
2017-03-31,F,total,70-74,178790.0
2017-03-31,F,total,75-79,133800.0
2017-03-31,F,total,80-84,85640.0
2017-03-31,F,total,85-89,55050.0
2017-03-31,F,total,90+,29760.0
2017-03-31,F,total,median,36.96
2017-03-31,F,total,total,4776540.0
2017-06-30,F,total,0-14,933700.0
2017-06-30,F,total,0-4,305980.0
2017-06-30,F,total,10-14,301360.0
2017-06-30,F,total,15-19,316510.0
2017-06-30,F,total,15-39,1634900.0
2017-06-30,F,total,20-24,355830.0
2017-06-30,F,total,25-29,361860.0
2017-06-30,F,total,30-34,314080.0
2017-06-30,F,total,35-39,286610.0
2017-06-30,F,total,40-44,295710.0
2017-06-30,F,total,40-64,1502200.0
2017-06-30,F,total,45-49,322620.0
2017-06-30,F,total,5-9,326350.0
2017-06-30,F,total,50-54,314550.0
2017-06-30,F,total,55-59,304500.0
2017-06-30,F,total,60-64,264850.0
2017-06-30,F,total,65-69,235050.0
2017-06-30,F,total,65+,723100.0
2017-06-30,F,total,70-74,181270.0
2017-06-30,F,total,75-79,135280.0
2017-06-30,F,total,80-84,86230.0
2017-06-30,F,total,85-89,55140.0
2017-06-30,F,total,90+,30080.0
2017-06-30,F,total,median,36.96
2017-06-30,F,total,total,4793860.0
2017-09-30,F,total,0-14,936800.0
2017-09-30,F,total,0-4,306040.0
2017-09-30,F,total,10-14,303750.0
2017-09-30,F,total,15-19,316720.0
2017-09-30,F,total,15-39,1648100.0
2017-09-30,F,total,20-24,356600.0
2017-09-30,F,total,25-29,366990.0
2017-09-30,F,total,30-34,318330.0
2017-09-30,F,total,35-39,289460.0
2017-09-30,F,total,40-44,294110.0
2017-09-30,F,total,40-64,1504700.0
2017-09-30,F,total,45-49,323500.0
2017-09-30,F,total,5-9,327020.0
2017-09-30,F,total,50-54,314140.0
2017-09-30,F,total,55-59,306170.0
2017-09-30,F,total,60-64,266790.0
2017-09-30,F,total,65-69,235660.0
2017-09-30,F,total,65+,728200.0
2017-09-30,F,total,70-74,184370.0
2017-09-30,F,total,75-79,136550.0
2017-09-30,F,total,80-84,86640.0
2017-09-30,F,total,85-89,55040.0
2017-09-30,F,total,90+,29950.0
2017-09-30,F,total,median,36.91
2017-09-30,F,total,total,4817840.0
2017-12-31,F,total,0-14,939800.0
2017-12-31,F,total,0-4,305950.0
2017-12-31,F,total,10-14,305950.0
2017-12-31,F,total,15-19,315070.0
2017-12-31,F,total,15-39,1661500.0
2017-12-31,F,total,20-24,358110.0
2017-12-31,F,total,25-29,373110.0
2017-12-31,F,total,30-34,322590.0
2017-12-31,F,total,35-39,292650.0
2017-12-31,F,total,40-44,292700.0
2017-12-31,F,total,40-64,1507700.0
2017-12-31,F,total,45-49,324340.0
2017-12-31,F,total,5-9,327860.0
2017-12-31,F,total,50-54,313780.0
2017-12-31,F,total,55-59,308300.0
2017-12-31,F,total,60-64,268530.0
2017-12-31,F,total,65-69,236540.0
2017-12-31,F,total,65+,735400.0
2017-12-31,F,total,70-74,188220.0
2017-12-31,F,total,75-79,137210.0
2017-12-31,F,total,80-84,87810.0
2017-12-31,F,total,85-89,55350.0
2017-12-31,F,total,90+,30320.0
2017-12-31,F,total,median,36.89
2017-12-31,F,total,total,4844410.0
2018-03-31,F,total,0-14,943000.0
2018-03-31,F,total,0-4,306270.0
2018-03-31,F,total,10-14,308870.0
2018-03-31,F,total,15-19,315350.0
2018-03-31,F,total,15-39,1676000.0
2018-03-31,F,total,20-24,359610.0
2018-03-31,F,total,25-29,378290.0
2018-03-31,F,total,30-34,327000.0
2018-03-31,F,total,35-39,295760.0
2018-03-31,F,total,40-44,292050.0
2018-03-31,F,total,40-64,1510800.0
2018-03-31,F,total,45-49,324770.0
2018-03-31,F,total,5-9,327850.0
2018-03-31,F,total,50-54,313080.0
2018-03-31,F,total,55-59,310590.0
2018-03-31,F,total,60-64,270340.0
2018-03-31,F,total,65-69,236910.0
2018-03-31,F,total,65+,741800.0
2018-03-31,F,total,70-74,192150.0
2018-03-31,F,total,75-79,137730.0
2018-03-31,F,total,80-84,88570.0
2018-03-31,F,total,85-89,55640.0
2018-03-31,F,total,90+,30810.0
2018-03-31,F,total,median,36.85
2018-03-31,F,total,total,4871620.0
2018-06-30,P,total,0-14,944600.0
2018-06-30,P,total,0-4,306380.0
2018-06-30,P,total,10-14,310950.0
2018-06-30,P,total,15-19,314160.0
2018-06-30,P,total,15-39,1680800.0
2018-06-30,P,total,20-24,358260.0
2018-06-30,P,total,25-29,380050.0
2018-06-30,P,total,30-34,330720.0
2018-06-30,P,total,35-39,297660.0
2018-06-30,P,total,40-44,291120.0
2018-06-30,P,total,40-64,1513100.0
2018-06-30,P,total,45-49,324430.0
2018-06-30,P,total,5-9,327240.0
2018-06-30,P,total,50-54,312930.0
2018-06-30,P,total,55-59,312600.0
2018-06-30,P,total,60-64,272010.0
2018-06-30,P,total,65-69,237170.0
2018-06-30,P,total,65+,746900.0
2018-06-30,P,total,70-74,195320.0
2018-06-30,P,total,75-79,138330.0
2018-06-30,P,total,80-84,89350.0
2018-06-30,P,total,85-89,55700.0
2018-06-30,P,total,90+,30980.0
2018-06-30,P,total,median,36.88
2018-06-30,P,total,total,4885350.0
