date,estimate_type,tenure,households
30 Jun 1991,as at,total,1252600.0
30 Sep 1991,as at,total,1256200.0
31 Dec 1991,as at,total,1260000.0
31 Mar 1992,as at,total,1264000.0
30 Jun 1992,as at,total,1268200.0
30 Sep 1992,as at,total,1271900.0
31 Dec 1992,as at,total,1275800.0
31 Mar 1993,as at,total,1279700.0
30 Jun 1993,as at,total,1284000.0
30 Sep 1993,as at,total,1287900.0
31 Dec 1993,as at,total,1291900.0
31 Mar 1994,as at,total,1296400.0
30 Jun 1994,as at,total,1300800.0
30 Sep 1994,as at,total,1305100.0
31 Dec 1994,as at,total,1310100.0
31 Mar 1995,as at,total,1315600.0
30 Jun 1995,as at,total,1321400.0
30 Sep 1995,as at,total,1326200.0
31 Dec 1995,as at,total,1330800.0
31 Mar 1996,as at,total,1335300.0
30 Jun 1996,as at,total,1340200.0
30 Sep 1996,as at,total,1344300.0
31 Dec 1996,as at,total,1348800.0
31 Mar 1997,as at,total,1352800.0
30 Jun 1997,as at,total,1357000.0
30 Sep 1997,as at,total,1360900.0
31 Dec 1997,as at,total,1365500.0
31 Mar 1998,as at,total,1370800.0
30 Jun 1998,as at,total,1375600.0
30 Sep 1998,as at,total,1379800.0
31 Dec 1998,as at,total,1383400.0
31 Mar 1999,as at,total,1387000.0
30 Jun 1999,as at,total,1390900.0
30 Sep 1999,as at,total,1395100.0
31 Dec 1999,as at,total,1400100.0
31 Mar 2000,as at,total,1405700.0
30 Jun 2000,as at,total,1410400.0
30 Sep 2000,as at,total,1414200.0
31 Dec 2000,as at,total,1418000.0
31 Mar 2001,as at,total,1421800.0
30 Jun 2001,as at,total,1425200.0
30 Sep 2001,as at,total,1429400.0
31 Dec 2001,as at,total,1434200.0
31 Mar 2002,as at,total,1439300.0
30 Jun 2002,as at,total,1444600.0
30 Sep 2002,as at,total,1449500.0
31 Dec 2002,as at,total,1455500.0
31 Mar 2003,as at,total,1462300.0
30 Jun 2003,as at,total,1470200.0
30 Sep 2003,as at,total,1476200.0
31 Dec 2003,as at,total,1482900.0
31 Mar 2004,as at,total,1490700.0
30 Jun 2004,as at,total,1498400.0
30 Sep 2004,as at,total,1506200.0
31 Dec 2004,as at,total,1514200.0
31 Mar 2005,as at,total,1520800.0
30 Jun 2005,as at,total,1528000.0
30 Sep 2005,as at,total,1534700.0
31 Dec 2005,as at,total,1540100.0
31 Mar 2006,as at,total,1546300.0
30 Jun 2006,as at,total,1552600.0
30 Sep 2006,as at,total,1557300.0
31 Dec 2006,as at,total,1561600.0
31 Mar 2007,as at,total,1566900.0
30 Jun 2007,as at,total,1571600.0
30 Sep 2007,as at,total,1576200.0
31 Dec 2007,as at,total,1581100.0
31 Mar 2008,as at,total,1586000.0
30 Jun 2008,as at,total,1590400.0
30 Sep 2008,as at,total,1594200.0
31 Dec 2008,as at,total,1598200.0
31 Mar 2009,as at,total,1601400.0
30 Jun 2009,as at,total,1604000.0
30 Sep 2009,as at,total,1606100.0
31 Dec 2009,as at,total,1608600.0
31 Mar 2010,as at,total,1611400.0
30 Jun 2010,as at,total,1614600.0
30 Sep 2010,as at,total,1617400.0
31 Dec 2010,as at,total,1620500.0
31 Mar 2011,as at,total,1623400.0
30 Jun 2011,as at,total,1626000.0
30 Sep 2011,as at,total,1628200.0
31 Dec 2011,as at,total,1630400.0
31 Mar 2012,as at,total,1633300.0
30 Jun 2012,as at,total,1636000.0
30 Sep 2012,as at,total,1638900.0
31 Dec 2012,as at,total,1641700.0
31 Mar 2013,as at,total,1645000.0
30 Jun 2013,as at,total,1648500.0
30 Sep 2013,as at,total,1653200.0
31 Dec 2013,as at,total,1657600.0
31 Mar 2014,as at,total,1663000.0
30 Jun 2014,as at,total,1668600.0
30 Sep 2014,as at,total,1674900.0
31 Dec 2014,as at,total,1680400.0
31 Mar 2015,as at,total,1686700.0
30 Jun 2015,as at,total,1693100.0
30 Sep 2015,as at,total,1700000.0
31 Dec 2015,as at,total,1705800.0
31 Mar 2016,as at,total,1712300.0
30 Jun 2016,as at,total,1719800.0
30 Sep 2016,as at,total,1727600.0
31 Dec 2016,as at,total,1734100.0
31 Mar 2017,as at,total,1741900.0
30 Jun 2017,as at,total,1750300.0
30 Sep 2017,as at,total,1758200.0
31 Dec 2017,as at,total,1765300.0
31 Mar 2018,as at,total,1772900.0
30 Jun 2018,as at,total,1781700.0
30 Sep 2018,as at,total,1788600.0
31 Dec 2018,as at,total,1794900.0
31 Mar 2019,as at,total,1802600.0
30 Jun 2019,as at,total,1809900.0
30 Sep 2019,as at,total,1817200.0
31 Dec 2019,as at,total,1824800.0
31 Mar 2020,as at,total,1832800.0
30 Jun 2020,as at,total,1841400.0
30 Sep 2020,as at,total,1849800.0
31 Dec 2020,as at,total,1857300.0
31 Mar 2021,as at,total,1865300.0
30 Jun 2021,as at,total,1874100.0
30 Jun 1991,as at,owner_occupied,922100.0
30 Sep 1991,as at,owner_occupied,922800.0
31 Dec 1991,as at,owner_occupied,923600.0
31 Mar 1992,as at,owner_occupied,924500.0
30 Jun 1992,as at,owner_occupied,925600.0
30 Sep 1992,as at,owner_occupied,926300.0
31 Dec 1992,as at,owner_occupied,927100.0
31 Mar 1993,as at,owner_occupied,927900.0
30 Jun 1993,as at,owner_occupied,929100.0
30 Sep 1993,as at,owner_occupied,929800.0
31 Dec 1993,as at,owner_occupied,930700.0
31 Mar 1994,as at,owner_occupied,932000.0
30 Jun 1994,as at,owner_occupied,933100.0
30 Sep 1994,as at,owner_occupied,934100.0
31 Dec 1994,as at,owner_occupied,935600.0
31 Mar 1995,as at,owner_occupied,937500.0
30 Jun 1995,as at,owner_occupied,939600.0
30 Sep 1995,as at,owner_occupied,941000.0
31 Dec 1995,as at,owner_occupied,942100.0
31 Mar 1996,as at,owner_occupied,943200.0
30 Jun 1996,as at,owner_occupied,944800.0
30 Sep 1996,as at,owner_occupied,945800.0
31 Dec 1996,as at,owner_occupied,947000.0
31 Mar 1997,as at,owner_occupied,947900.0
30 Jun 1997,as at,owner_occupied,948900.0
30 Sep 1997,as at,owner_occupied,949700.0
31 Dec 1997,as at,owner_occupied,950900.0
31 Mar 1998,as at,owner_occupied,952600.0
30 Jun 1998,as at,owner_occupied,954000.0
30 Sep 1998,as at,owner_occupied,955000.0
31 Dec 1998,as at,owner_occupied,955400.0
31 Mar 1999,as at,owner_occupied,955900.0
30 Jun 1999,as at,owner_occupied,956700.0
30 Sep 1999,as at,owner_occupied,957600.0
31 Dec 1999,as at,owner_occupied,959000.0
31 Mar 2000,as at,owner_occupied,960800.0
30 Jun 2000,as at,owner_occupied,962000.0
30 Sep 2000,as at,owner_occupied,962600.0
31 Dec 2000,as at,owner_occupied,963100.0
31 Mar 2001,as at,owner_occupied,964100.0
30 Jun 2001,as at,owner_occupied,965700.0
30 Sep 2001,as at,owner_occupied,967900.0
31 Dec 2001,as at,owner_occupied,970400.0
31 Mar 2002,as at,owner_occupied,973200.0
30 Jun 2002,as at,owner_occupied,976000.0
30 Sep 2002,as at,owner_occupied,978700.0
31 Dec 2002,as at,owner_occupied,982000.0
31 Mar 2003,as at,owner_occupied,985900.0
30 Jun 2003,as at,owner_occupied,990600.0
30 Sep 2003,as at,owner_occupied,993900.0
31 Dec 2003,as at,owner_occupied,997700.0
31 Mar 2004,as at,owner_occupied,1002200.0
30 Jun 2004,as at,owner_occupied,1006700.0
30 Sep 2004,as at,owner_occupied,1011200.0
31 Dec 2004,as at,owner_occupied,1015800.0
31 Mar 2005,as at,owner_occupied,1019500.0
30 Jun 2005,as at,owner_occupied,1023700.0
30 Sep 2005,as at,owner_occupied,1027400.0
31 Dec 2005,as at,owner_occupied,1030300.0
31 Mar 2006,as at,owner_occupied,1033900.0
30 Jun 2006,as at,owner_occupied,1036600.0
30 Sep 2006,as at,owner_occupied,1038600.0
31 Dec 2006,as at,owner_occupied,1040300.0
31 Mar 2007,as at,owner_occupied,1042600.0
30 Jun 2007,as at,owner_occupied,1044600.0
30 Sep 2007,as at,owner_occupied,1046400.0
31 Dec 2007,as at,owner_occupied,1048500.0
31 Mar 2008,as at,owner_occupied,1050500.0
30 Jun 2008,as at,owner_occupied,1052300.0
30 Sep 2008,as at,owner_occupied,1053600.0
31 Dec 2008,as at,owner_occupied,1055000.0
31 Mar 2009,as at,owner_occupied,1055900.0
30 Jun 2009,as at,owner_occupied,1056400.0
30 Sep 2009,as at,owner_occupied,1056600.0
31 Dec 2009,as at,owner_occupied,1057000.0
31 Mar 2010,as at,owner_occupied,1057600.0
30 Jun 2010,as at,owner_occupied,1058500.0
30 Sep 2010,as at,owner_occupied,1059100.0
31 Dec 2010,as at,owner_occupied,1059900.0
31 Mar 2011,as at,owner_occupied,1060600.0
30 Jun 2011,as at,owner_occupied,1061100.0
30 Sep 2011,as at,owner_occupied,1061300.0
31 Dec 2011,as at,owner_occupied,1061500.0
31 Mar 2012,as at,owner_occupied,1062100.0
30 Jun 2012,as at,owner_occupied,1062700.0
30 Sep 2012,as at,owner_occupied,1063300.0
31 Dec 2012,as at,owner_occupied,1063900.0
31 Mar 2013,as at,owner_occupied,1064700.0
30 Jun 2013,as at,owner_occupied,1064000.0
30 Sep 2013,as at,owner_occupied,1067000.0
31 Dec 2013,as at,owner_occupied,1069900.0
31 Mar 2014,as at,owner_occupied,1073300.0
30 Jun 2014,as at,owner_occupied,1076900.0
30 Sep 2014,as at,owner_occupied,1081000.0
31 Dec 2014,as at,owner_occupied,1084600.0
31 Mar 2015,as at,owner_occupied,1088600.0
30 Jun 2015,as at,owner_occupied,1092800.0
30 Sep 2015,as at,owner_occupied,1097200.0
31 Dec 2015,as at,owner_occupied,1101000.0
31 Mar 2016,as at,owner_occupied,1105200.0
30 Jun 2016,as at,owner_occupied,1110000.0
30 Sep 2016,as at,owner_occupied,1115100.0
31 Dec 2016,as at,owner_occupied,1119200.0
31 Mar 2017,as at,owner_occupied,1124300.0
30 Jun 2017,as at,owner_occupied,1129700.0
30 Sep 2017,as at,owner_occupied,1134800.0
31 Dec 2017,as at,owner_occupied,1139400.0
31 Mar 2018,as at,owner_occupied,1144300.0
30 Jun 2018,as at,owner_occupied,1150000.0
30 Sep 2018,as at,owner_occupied,1154400.0
31 Dec 2018,as at,owner_occupied,1158500.0
31 Mar 2019,as at,owner_occupied,1163500.0
30 Jun 2019,as at,owner_occupied,1168100.0
30 Sep 2019,as at,owner_occupied,1172900.0
31 Dec 2019,as at,owner_occupied,1177800.0
31 Mar 2020,as at,owner_occupied,1182900.0
30 Jun 2020,as at,owner_occupied,1188500.0
30 Sep 2020,as at,owner_occupied,1193900.0
31 Dec 2020,as at,owner_occupied,1198800.0
31 Mar 2021,as at,owner_occupied,1203900.0
30 Jun 2021,as at,owner_occupied,1209600.0
30 Jun 1991,as at,rented,288700.0
30 Sep 1991,as at,rented,291100.0
31 Dec 1991,as at,rented,293600.0
31 Mar 1992,as at,rented,296000.0
30 Jun 1992,as at,rented,298600.0
30 Sep 1992,as at,rented,301000.0
31 Dec 1992,as at,rented,303500.0
31 Mar 1993,as at,rented,306000.0
30 Jun 1993,as at,rented,308600.0
30 Sep 1993,as at,rented,311100.0
31 Dec 1993,as at,rented,313700.0
31 Mar 1994,as at,rented,316400.0
30 Jun 1994,as at,rented,319000.0
30 Sep 1994,as at,rented,321700.0
31 Dec 1994,as at,rented,324500.0
31 Mar 1995,as at,rented,327500.0
30 Jun 1995,as at,rented,330600.0
30 Sep 1995,as at,rented,333400.0
31 Dec 1995,as at,rented,336200.0
31 Mar 1996,as at,rented,339200.0
30 Jun 1996,as at,rented,342900.0
30 Sep 1996,as at,rented,346500.0
31 Dec 1996,as at,rented,350200.0
31 Mar 1997,as at,rented,353700.0
30 Jun 1997,as at,rented,357300.0
30 Sep 1997,as at,rented,360900.0
31 Dec 1997,as at,rented,364600.0
31 Mar 1998,as at,rented,368500.0
30 Jun 1998,as at,rented,372400.0
30 Sep 1998,as at,rented,376100.0
31 Dec 1998,as at,rented,379600.0
31 Mar 1999,as at,rented,383100.0
30 Jun 1999,as at,rented,386800.0
30 Sep 1999,as at,rented,390600.0
31 Dec 1999,as at,rented,394600.0
31 Mar 2000,as at,rented,398800.0
30 Jun 2000,as at,rented,402700.0
30 Sep 2000,as at,rented,406400.0
31 Dec 2000,as at,rented,410100.0
31 Mar 2001,as at,rented,413100.0
30 Jun 2001,as at,rented,413900.0
30 Sep 2001,as at,rented,415000.0
31 Dec 2001,as at,rented,416300.0
31 Mar 2002,as at,rented,417600.0
30 Jun 2002,as at,rented,419000.0
30 Sep 2002,as at,rented,420300.0
31 Dec 2002,as at,rented,421900.0
31 Mar 2003,as at,rented,423800.0
30 Jun 2003,as at,rented,425900.0
30 Sep 2003,as at,rented,427500.0
31 Dec 2003,as at,rented,429300.0
31 Mar 2004,as at,rented,431500.0
30 Jun 2004,as at,rented,433600.0
30 Sep 2004,as at,rented,435700.0
31 Dec 2004,as at,rented,437900.0
31 Mar 2005,as at,rented,439600.0
30 Jun 2005,as at,rented,441600.0
30 Sep 2005,as at,rented,443400.0
31 Dec 2005,as at,rented,444800.0
31 Mar 2006,as at,rented,446500.0
30 Jun 2006,as at,rented,450100.0
30 Sep 2006,as at,rented,453000.0
31 Dec 2006,as at,rented,455700.0
31 Mar 2007,as at,rented,458700.0
30 Jun 2007,as at,rented,461500.0
30 Sep 2007,as at,rented,464400.0
31 Dec 2007,as at,rented,467300.0
31 Mar 2008,as at,rented,470200.0
30 Jun 2008,as at,rented,473000.0
30 Sep 2008,as at,rented,475700.0
31 Dec 2008,as at,rented,478400.0
31 Mar 2009,as at,rented,480800.0
30 Jun 2009,as at,rented,483100.0
30 Sep 2009,as at,rented,485300.0
31 Dec 2009,as at,rented,487500.0
31 Mar 2010,as at,rented,489900.0
30 Jun 2010,as at,rented,492400.0
30 Sep 2010,as at,rented,494800.0
31 Dec 2010,as at,rented,497200.0
31 Mar 2011,as at,rented,499600.0
30 Jun 2011,as at,rented,502000.0
30 Sep 2011,as at,rented,504200.0
31 Dec 2011,as at,rented,506400.0
31 Mar 2012,as at,rented,508800.0
30 Jun 2012,as at,rented,511200.0
30 Sep 2012,as at,rented,513700.0
31 Dec 2012,as at,rented,516100.0
31 Mar 2013,as at,rented,518700.0
30 Jun 2013,as at,rented,528000.0
30 Sep 2013,as at,rented,529500.0
31 Dec 2013,as at,rented,530900.0
31 Mar 2014,as at,rented,532700.0
30 Jun 2014,as at,rented,534500.0
30 Sep 2014,as at,rented,536500.0
31 Dec 2014,as at,rented,538200.0
31 Mar 2015,as at,rented,540300.0
30 Jun 2015,as at,rented,542300.0
30 Sep 2015,as at,rented,544500.0
31 Dec 2015,as at,rented,546400.0
31 Mar 2016,as at,rented,548500.0
30 Jun 2016,as at,rented,550800.0
30 Sep 2016,as at,rented,553400.0
31 Dec 2016,as at,rented,555400.0
31 Mar 2017,as at,rented,557900.0
30 Jun 2017,as at,rented,560600.0
30 Sep 2017,as at,rented,563200.0
31 Dec 2017,as at,rented,565400.0
31 Mar 2018,as at,rented,567900.0
30 Jun 2018,as at,rented,570700.0
30 Sep 2018,as at,rented,572900.0
31 Dec 2018,as at,rented,574900.0
31 Mar 2019,as at,rented,577400.0
30 Jun 2019,as at,rented,579700.0
30 Sep 2019,as at,rented,582100.0
31 Dec 2019,as at,rented,584500.0
31 Mar 2020,as at,rented,587000.0
30 Jun 2020,as at,rented,589800.0
30 Sep 2020,as at,rented,592500.0
31 Dec 2020,as at,rented,594900.0
31 Mar 2021,as at,rented,597500.0
30 Jun 2021,as at,rented,600300.0
30 Jun 1991,as at,free,41800.0
30 Sep 1991,as at,free,42300.0
31 Dec 1991,as at,free,42900.0
31 Mar 1992,as at,free,43500.0
30 Jun 1992,as at,free,44000.0
30 Sep 1992,as at,free,44600.0
31 Dec 1992,as at,free,45200.0
31 Mar 1993,as at,free,45700.0
30 Jun 1993,as at,free,46300.0
30 Sep 1993,as at,free,46900.0
31 Dec 1993,as at,free,47500.0
31 Mar 1994,as at,free,48100.0
30 Jun 1994,as at,free,48700.0
30 Sep 1994,as at,free,49300.0
31 Dec 1994,as at,free,49900.0
31 Mar 1995,as at,free,50500.0
30 Jun 1995,as at,free,51200.0
30 Sep 1995,as at,free,51900.0
31 Dec 1995,as at,free,52500.0
31 Mar 1996,as at,free,52800.0
30 Jun 1996,as at,free,52500.0
30 Sep 1996,as at,free,52000.0
31 Dec 1996,as at,free,51600.0
31 Mar 1997,as at,free,51200.0
30 Jun 1997,as at,free,50800.0
30 Sep 1997,as at,free,50400.0
31 Dec 1997,as at,free,50000.0
31 Mar 1998,as at,free,49600.0
30 Jun 1998,as at,free,49200.0
30 Sep 1998,as at,free,48800.0
31 Dec 1998,as at,free,48300.0
31 Mar 1999,as at,free,47900.0
30 Jun 1999,as at,free,47400.0
30 Sep 1999,as at,free,47000.0
31 Dec 1999,as at,free,46500.0
31 Mar 2000,as at,free,46100.0
30 Jun 2000,as at,free,45700.0
30 Sep 2000,as at,free,45200.0
31 Dec 2000,as at,free,44700.0
31 Mar 2001,as at,free,44700.0
30 Jun 2001,as at,free,45600.0
30 Sep 2001,as at,free,46500.0
31 Dec 2001,as at,free,47500.0
31 Mar 2002,as at,free,48500.0
30 Jun 2002,as at,free,49500.0
30 Sep 2002,as at,free,50500.0
31 Dec 2002,as at,free,51500.0
31 Mar 2003,as at,free,52600.0
30 Jun 2003,as at,free,53700.0
30 Sep 2003,as at,free,54800.0
31 Dec 2003,as at,free,55900.0
31 Mar 2004,as at,free,57000.0
30 Jun 2004,as at,free,58200.0
30 Sep 2004,as at,free,59300.0
31 Dec 2004,as at,free,60500.0
31 Mar 2005,as at,free,61600.0
30 Jun 2005,as at,free,62800.0
30 Sep 2005,as at,free,64000.0
31 Dec 2005,as at,free,65100.0
31 Mar 2006,as at,free,66000.0
30 Jun 2006,as at,free,65900.0
30 Sep 2006,as at,free,65800.0
31 Dec 2006,as at,free,65700.0
31 Mar 2007,as at,free,65600.0
30 Jun 2007,as at,free,65500.0
30 Sep 2007,as at,free,65400.0
31 Dec 2007,as at,free,65300.0
31 Mar 2008,as at,free,65200.0
30 Jun 2008,as at,free,65100.0
30 Sep 2008,as at,free,65000.0
31 Dec 2008,as at,free,64800.0
31 Mar 2009,as at,free,64700.0
30 Jun 2009,as at,free,64500.0
30 Sep 2009,as at,free,64300.0
31 Dec 2009,as at,free,64100.0
31 Mar 2010,as at,free,63900.0
30 Jun 2010,as at,free,63700.0
30 Sep 2010,as at,free,63500.0
31 Dec 2010,as at,free,63300.0
31 Mar 2011,as at,free,63100.0
30 Jun 2011,as at,free,62900.0
30 Sep 2011,as at,free,62700.0
31 Dec 2011,as at,free,62500.0
31 Mar 2012,as at,free,62300.0
30 Jun 2012,as at,free,62100.0
30 Sep 2012,as at,free,61900.0
31 Dec 2012,as at,free,61700.0
31 Mar 2013,as at,free,61600.0
30 Jun 2013,as at,free,56500.0
30 Sep 2013,as at,free,56700.0
31 Dec 2013,as at,free,56800.0
31 Mar 2014,as at,free,57000.0
30 Jun 2014,as at,free,57200.0
30 Sep 2014,as at,free,57400.0
31 Dec 2014,as at,free,57600.0
31 Mar 2015,as at,free,57800.0
30 Jun 2015,as at,free,58000.0
30 Sep 2015,as at,free,58300.0
31 Dec 2015,as at,free,58500.0
31 Mar 2016,as at,free,58700.0
30 Jun 2016,as at,free,58900.0
30 Sep 2016,as at,free,59200.0
31 Dec 2016,as at,free,59400.0
31 Mar 2017,as at,free,59700.0
30 Jun 2017,as at,free,60000.0
30 Sep 2017,as at,free,60200.0
31 Dec 2017,as at,free,60500.0
31 Mar 2018,as at,free,60800.0
30 Jun 2018,as at,free,61100.0
30 Sep 2018,as at,free,61300.0
31 Dec 2018,as at,free,61500.0
31 Mar 2019,as at,free,61800.0
30 Jun 2019,as at,free,62000.0
30 Sep 2019,as at,free,62300.0
31 Dec 2019,as at,free,62500.0
31 Mar 2020,as at,free,62800.0
30 Jun 2020,as at,free,63100.0
30 Sep 2020,as at,free,63400.0
31 Dec 2020,as at,free,63600.0
31 Mar 2021,as at,free,63900.0
30 Jun 2021,as at,free,64200.0
30 Jun 1991,mean year ended,total,
30 Sep 1991,mean year ended,total,
31 Dec 1991,mean year ended,total,
31 Mar 1992,mean year ended,total,
30 Jun 1992,mean year ended,total,1260200.0
30 Sep 1992,mean year ended,total,1264100.0
31 Dec 1992,mean year ended,total,1268000.0
31 Mar 1993,mean year ended,total,1271900.0
30 Jun 1993,mean year ended,total,1275900.0
30 Sep 1993,mean year ended,total,1279800.0
31 Dec 1993,mean year ended,total,1283800.0
31 Mar 1994,mean year ended,total,1288000.0
30 Jun 1994,mean year ended,total,1292100.0
30 Sep 1994,mean year ended,total,1296400.0
31 Dec 1994,mean year ended,total,1300800.0
31 Mar 1995,mean year ended,total,1305500.0
30 Jun 1995,mean year ended,total,1310500.0
30 Sep 1995,mean year ended,total,1315700.0
31 Dec 1995,mean year ended,total,1320900.0
31 Mar 1996,mean year ended,total,1326000.0
30 Jun 1996,mean year ended,total,1330800.0
30 Sep 1996,mean year ended,total,1335400.0
31 Dec 1996,mean year ended,total,1339900.0
31 Mar 1997,mean year ended,total,1344300.0
30 Jun 1997,mean year ended,total,1348600.0
30 Sep 1997,mean year ended,total,1352800.0
31 Dec 1997,mean year ended,total,1357000.0
31 Mar 1998,mean year ended,total,1361300.0
30 Jun 1998,mean year ended,total,1365900.0
30 Sep 1998,mean year ended,total,1370600.0
31 Dec 1998,mean year ended,total,1375200.0
31 Mar 1999,mean year ended,total,1379400.0
30 Jun 1999,mean year ended,total,1383300.0
30 Sep 1999,mean year ended,total,1387200.0
31 Dec 1999,mean year ended,total,1391200.0
