annee,commune_code_insee,id_salle,nom,adresse,code_postal,commune,notation,libelle_notation,direction_artistique,personnel_administratif_technique,scene,loges,regie,site_internet,proprietaire,exploitant,jauge_debout,jauge_assis,jauge_PV,lat,long,accessibilite,hauteur_utile
2013,56222,C_56222101,Salle du Vertin,4 rue des Herbiers,56660,Saint-Jean-Brévelay,4,salle de spectacle multifonctions,Non,Non,Oui,"1 loge avec douche, sanitaires et lavabo. Accès direct sur scène par la porte en fond de scène ",,www.mairie-saint-jean-brevelay.fr/,Commune,Commune,nc,nc,892,"47,85","-2,72244",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56223,C_56223100,Salle polyvalente Pierre Glet,20 rue des Frères Thébault,56350,Saint-Jean-la-Poterie,5,salle de spectacle multifonctions,Non,Non,Oui,,1 petite régie mobile,www.saintjeanlapoterie.fr/,Commune,Commune,nc,nc,625 pour l'ensemble du bâtiment,"47,63","-2,12112",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56224,C_56224100,Salle polyvalente,Rue Savino,56140,Saint-Laurent-sur-Oust,0,salle non équipée,Non,Non,Non,,,www.saintlaurentsuroust.fr,Commune,Commune,nc,nc,nc,"47,8","-2,31762",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56227,C_56227100,Salle polyvalente Sainte Thérèse,2 rue des Châtaigniers,56490,Saint-Malo-des-Trois-Fontaines,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,nc,nc,175,"48,01","-2,47",Salle accessible aux personnes à mobilité réduite,"2,45m"
2013,56228,C_56228100,Complexe polyvalent,Rue du Stade,56140,Saint-Marcel,3,salle peu équipée,Non,Non,Oui,,1 régie vitrée en fond de salle,,Commune,Commune,nc,nc,428 pour l'ensemble du bâtiment,"47,81","-2,41907",Salle accessible aux personnes à mobilité réduite,"2,80m"
2013,56229,C_56229100,Espace socioculturel,25 Avenue de la libération,56200,Saint Martin Sur Oust,5,salle de spectacle multifonctions,Non,Non,Oui,2 loges avec WC à part,,,Commune,Commune,nc,nc,392,"47,75","-2,25557",Salle accessible aux personnes à mobilité réduite,"3,40m"
2013,56230,C_56230100,Salle polyvalente,3 rue de l'Ecole,56910,Saint-Nicolas-du-Tertre,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,nc,nc,252,"47,8","-2,22404",Salle accessible aux personnes à mobilité réduite,"2,70m"
2013,56231,C_56231100,La Petite Scène,Place Mayeul,56250,Saint-Nolff,5,salle de spectacle multifonctions,Non,Non,Oui,"1 loge avec douche et lavabo, accessible aux personnes à mobilité réduite.",,www.saint-nolff.fr,Commune,Commune,450,300,nc,"47,7","-2,651779",Salle accessible aux personnes à mobilité réduite,"4,50m"
2013,56231,C_56231101,Le Moulin,Rue Lann Vrihan,56250,Saint-Nolff,0,salle non équipée,Non,Non,Non,,,www.saint-nolff.fr,Commune,Commune,80,40,nc,"47,7","-2,65812",Salle accessible aux personnes à mobilité réduite,"2,15m"
2013,56232,C_56232100,Complexe de l'Oust - Salle socioculturelle,3 rue de la Mairie,56350,Saint-Perreux,3,salle peu équipée,Non,Non,Oui,"Loge possible dans le local chaises côté jardin avec miroir, lavabo et accès extérieur",,www.saintperreux.free.fr/welcome/index.php,Commune,Commune,nc,nc,695,"47,67","-2,10494",Salle accessible aux personnes à mobilité réduite,"5,00m"
2013,56233,C_56233100,Salle du Mousker,Rue de l'Abbé Joseph Martin,56470,Saint-Philibert,4,salle de spectacle multifonctions,Non,Non,Oui,,1 régie vitrée,www.saint-philibert-morbihan.eu,Commune,Commune,nc,nc,354,"47,59","-3,00157",Salle accessible aux personnes à mobilité réduite,"3,60m"
2013,56234,C_56234100,Centre culturel,Rue Curie,56610,Saint Pierre Quiberon,3,salle peu équipée,Non,Non,Oui,,,www.saintpierrequiberon.net,Commune,Commune,nc,200,nc,"47,52","-3,13282",Salle accessible aux personnes à mobilité réduite,"3,75m"
2013,56236,C_56236100,Salle communale,Le Bourg,56120,Saint-Servant,2,salle peu équipée,Non,Non,Oui,,,,Commune,Commune,nc,nc,180,"47,52","-2,76721",Salle accessible aux personnes à mobilité réduite,"3,00m"
2013,56237,C_56237100,Salle des fêtes,Place de l'Eglise,56300,Saint-Thuriau,4,salle de spectacle multifonctions,Non,Non,Oui,1 réserve tables et 1 arrière-cuisine à cour et jardin pourraient servir de petites loges modestes,,www.saint-thuriau.fr,Commune,Commune,nc,nc,396,"48,02","-2,94891",Salle accessible aux personnes à mobilité réduite,"3,80m"
2013,56238,C_56238100,Salle des associations,14 rue du Fournil,56540,Saint-Tugdual,1,salle non équipée,Non,Non,Oui,,,,Commune,Commune,319,nc,329,"48,1","-3,33714",Salle accessible aux personnes à mobilité réduite,
2013,56238,C_56238101,Salle polyvalente,Le Bourg,56540,Saint-Tugdual,1,salle non équipée,Non,Non,Non,,,,Commune,Commune,nc,nc,150,"48,1","-3,33922",Salle accessible aux personnes à mobilité réduite,"2,80m"
2013,56240,C_56240100,L'Hermine,"Rue Père Marie-Joseph Coudrin, BP 14 ",56370,Sarzeau,6,salle de spectacle,Oui,Oui,Oui,2 loges avec douches,1 régie en salle,www.sarzeau.fr/vivre-au-quotidien/activites-culturelles/espace-culturel-lhermine/,Ville de Sarzeau,Communauté de Communes de la Presqu'île de Rhuys,900,501,nc,"47,52","-2,76944",Salle accessible aux personnes à mobilité réduite,"6,30m"
2013,56240,C_56240101,Maison Lesage,17 rue Saint-Vincent,56370,Sarzeau,0,salle non équipée,Non,Non,Non,,,www.sarzeau.fr,Commune,,nc,nc,nc,"47,53","-2,7664943",Salle inaccessible aux personnes à mobilité réduite,
2013,56240,C_56240102,Salle Armorique,"Rue Père Marie-Joseph Coudrin, BP 14 ",56370,Sarzeau,1,salle non équipée,Non,Non,Non,,,www.ccprhuys.fr,Ville de Sarzeau,Communauté de Communes de la Presqu'île de Rhuys,435,200,nc,"47,52","-2,76944",Salle accessible aux personnes à mobilité réduite,"4,00m"
2013,56240,C_56240103,"Salle haute des gardes, au château de Suscinio",Route du Duc Jean V,56370,Sarzeau,1,salle non équipée,Non,Non,Non,,,www.suscinio.info,Conseil Général du Morbihan,Morbihan Patrimoine Service (société privée),nc,nc,79 pour l'étage,"47,51","-2,728729",Salle et scène inaccessibles aux personnes à mobilité réduite,"4,45m"
2013,56242,C_56242100,Salle polyvalente,Coët-en-Fao,56160,Séglien,2,salle peu équipée,Non,Non,Oui,,,www.seglien.fr,Commune,Commune,nc,nc,341,"48,11","-3,15486",Salle et scène accessibles aux personnes à mobilité réduite,"2,45m"
2013,56243,C_56243100,Le Grain de Sel,"5 ter, Rues des écoles",56860,Séné,6,salle de spectacle,Oui,Oui,Oui,2 loges avec sanitaires communs,1 régie ouverte en fond de salle,www.legraindesel-sene.com,Commune,Commune,nc,256,nc,"47,62","-2,7357",Salle et scène accessibles aux personnes à mobilité réduite,"9,40m"
2013,56244,C_56244100,Maison de la commune,4 rue des Tilleuls,56460,Sérent,0,salle non équipée,Non,Non,Non,,,www.serent.fr,Commune,Commune,nc,nc,nc,"47,78","-2,50829",Salle accessible aux personnes à mobilité réduite,
2013,56244,C_56244101,Salle de spectacle,Place Saint-Pierre,56460,Sérent,4,salle de spectacle multifonctions,Non,Non,Oui,,,www.serent.fr,Paroisse,Commune,nc,nc,nc,"47,82","-2,505012",Salle accessible aux personnes à mobilité réduite,"4,75m"
