Code,communes 2016,part des résidences principales - 2008,nb rés. principales construites avant 2004 - 2008,nb rés. principales construites avant 1949 - 2008,nb rés. princ. construites de 1949 à 1974 - 2008,nb rés. princ. construites de 1975 à 1989 - 2008,nb rés. princ. construites de 1990 à 2003 - 2008,part rés. princ. construites avant 2004 - 2008,part rés. princ. construites avant 1949 - 2008,part rés. princ. construites de 1949 à 1974 - 2008,part rés. princ. construites de 1975 à 1989 - 2008,part rés. princ. construites de 1990 à 2003 - 2008
84089,PERTUIS,"91,6","7483,442727","1809,472729","1325,29741","2419,218363","1929,454224","94,7","22,9","16,8","30,6","24,4"
84090,PEYPIN-D'AIGUES,"70,8","240,78798","93,529215","57,709516","39,799666","49,749583","94,5","36,7","22,7","15,6","19,5"
84091,PIOLENC,"93,3","1700,014757","430,870664","364,221825","552,90375","352,018517","90,2","22,9","19,3","29,3","18,7"
84092,LE PONTET,"93,4","6343,733465","353,570654","2288,224029","2504,225653","1197,713129","96,2","5,4","34,7",38,"18,2"
84093,PUGET,"73,5","274,446588","35,412463","48,200297","130,829377","60,004451","94,6","12,2","16,6","45,1","20,7"
84094,PUYMERAS,"70,5","262,460587","88,469861","39,319938","62,911901","71,758887","92,1",31,"13,8","22,1","25,2"
84095,PUYVERT,71,253,49,41,77,86,"89,7","17,4","14,5","27,3","30,5"
84096,RASTEAU,"68,6","296,199744","153,984635","33,346991","54,924456","53,943662","89,6","46,6","10,1","16,6","16,3"
84097,RICHERENCHES,"79,7","240,384004","100,413571","38,542583","41,585418","59,842431","92,2","38,5","14,8",16,23
84098,ROAIX,"70,7",246,56,57,51,82,"96,1","21,9","22,3","19,9",32
84099,ROBION,"87,2","1615,621187","439,238535","380,321761","499,189208","296,871683","99,4",27,"23,4","30,7","18,3"
84100,LA ROQUE-ALRIC,"50,7","34,478873","14,366197","4,788732","6,704225","8,619718","94,7","39,5","13,2","18,4","23,7"
84101,LA ROQUE-SUR-PERNES,"64,3","166,013921","28,955916","32,816705","64,668213","39,573086",92,16,"18,2","35,8","21,9"
84102,ROUSSILLON,"60,1","551,703303","182,550321","90,775323","156,335279","122,042379","96,6",32,"15,9","27,4","21,4"
84103,RUSTREL,"71,5","276,125846","101,021651","50,991881","74,082544","50,02977","89,4","32,7","16,5",24,"16,2"
84104,SABLET,"72,7","487,8998","228,865578","80,102952","82,183548","96,747722",94,"44,1","15,4","15,8","18,6"
84105,SAIGNON,67,"441,909148","179,179564","80,530141","120,795211","61,404232","95,4","38,7","17,4","26,1","13,3"
84106,SAINTE-CECILE-LES-VIGNES,"82,7","882,129032","414,717742","154,177419","161,008065","152,225806",93,"43,7","16,3",17,16
84107,SAINT-CHRISTOL,"67,5","228,406466","54,574996","69,734718","62,660181","41,436571",89,"21,3","27,2","24,4","16,1"
84108,SAINT-DIDIER,"84,6","816,466254","157,732424","130,928221","302,031746","225,773862","99,5","19,2",16,"36,8","27,5"
84109,SAINT-HIPPOLYTE-LE-GRAVEYRON,"70,5","66,598802","26,838323","10,934132","20,874251","7,952096","94,4",38,"15,5","29,6","11,3"
84110,SAINT-LEGER-DU-VENTOUX,"29,1","12,580645","8,709677",0,"1,935484","1,935484","92,9","64,3",0,"14,3","14,3"
84111,SAINT-MARCELLIN-LES-VAISON,"80,6","140,226471","23,202941","21,185294","56,494118","39,344118","97,9","16,2","14,8","39,4","27,5"
84112,SAINT-MARTIN-DE-CASTILLON,"54,6","287,915984","153,619602","32,849475","53,138856","48,308051","93,7",50,"10,7","17,3","15,7"
84113,SAINT-MARTIN-DE-LA-BRASQUE,"76,8",298,74,69,96,59,"97,1","24,1","22,5","31,3","19,2"
84114,SAINT-PANTALEON,"80,2",74,20,12,13,29,"91,4","24,7","14,8",16,"35,8"
84115,SAINT-PIERRE-DE-VASSOLS,"75,2","204,3286","84,310345","26,780933","48,602434","44,634888","98,6","40,7","12,9","23,4","21,5"
84116,SAINT-ROMAIN-EN-VIENNOIS,"76,3","366,356873","74,766709","76,9029","118,558638","96,128625","97,4","19,9","20,5","31,5","25,6"
84117,SAINT-ROMAN-DE-MALEGARDE,"59,7","115,076687","37,423313","23,389571","26,196319","28,067485","90,4","29,4","18,4","20,6","22,1"
84118,SAINT-SATURNIN-LES-APT,"63,2","1059,499754","330,040616","179,391446","292,378323","257,689369","88,8","27,7",15,"24,5","21,6"
84119,SAINT-SATURNIN-LES-AVIGNON,"93,4","1946,760116","346,660017","487,392602","360,61772","752,089778","99,4","17,7","24,9","18,4","38,4"
84120,SAINT-TRINIT,"54,4",57,15,9,16,17,"91,9","24,2","14,5","25,8","27,4"
84121,SANNES,"78,1","51,50289","25,751445","4,768786","12,398844","8,583815",74,37,"6,8","17,8","12,3"
84122,SARRIANS,"89,4","2254,847472","728,407164","491,179369","582,91455","452,346389","99,5","32,1","21,7","25,7",20
84123,SAULT,"60,3","577,983687","253,699034","143,217197","106,389918","74,677538","98,1","43,1","24,3","18,1","12,7"
84124,SAUMANE-DE-VAUCLUSE,"66,7","326,280329","105,59234","57,019863","121,431191","42,236936","97,8","31,6","17,1","36,4","12,7"
84125,SAVOILLAN,"55,2","40,74","24,25","4,85","3,88","7,76",100,"59,5","11,9","9,5",19
84126,SEGURET,"74,2","385,380531","178,566372","54,477876","78,690265","73,646018",100,"46,3","14,1","20,4","19,1"
84127,SERIGNAN-DU-COMTAT,"89,1","950,348517","276,264104","198,910155","290,328458","184,8458","94,4","27,4","19,8","28,8","18,4"
84128,SIVERGUES,"57,1",24,18,1,1,4,100,75,"4,2","4,2","16,7"
84129,SORGUES,92,"7210,722775","1482,030214","3039,303876","1273,85274","1415,535945","97,3",20,41,"17,2","19,1"
84130,SUZETTE,"57,8",51,19,5,13,14,"98,1","36,5","9,6",25,"26,9"
84131,TAILLADES,"89,5","746,692296","127,657028","214,788015","251,261451","152,985803","95,1","16,3","27,4",32,"19,5"
84132,LE THOR,"91,2","2822,213753","688,158841","620,486712","809,206172","704,362027","89,8","21,9","19,8","25,8","22,4"
84133,LA TOUR-D'AIGUES,"83,6",1513,520,271,442,280,"97,1","33,4","17,4","28,4",18
84134,TRAVAILLAN,"86,7","244,770695","100,267514","40,303608","76,675158","27,524416","93,3","38,2","15,4","29,2","10,5"
84135,UCHAUX,"88,3","536,945672","100,677314","59,221949","248,732186","128,314223","95,8",18,"10,6","44,4","22,9"
84136,VACQUEYRAS,"81,1","422,4","214,217143","57,325714","72,411429","78,445714","94,2","47,8","12,8","16,1","17,5"
84137,VAISON-LA-ROMAINE,77,"2765,17313","604,597269","731,98733","819,947133","608,641398","94,8","20,7","25,1","28,1","20,9"
84138,VALREAS,"87,2","4097,847408","1280,599897","1235,75544","937,655833","643,836238","98,4","30,7","29,7","22,5","15,5"
84139,FONTAINE-DE-VAUCLUSE,"80,1",293,126,85,46,36,"90,7",39,"26,3","14,2","11,1"
84140,VAUGINES,"67,1","245,846008","107,623574","22,157795","46,425856","69,638783","95,9",42,"8,6","18,1","27,2"
84141,VEDENE,94,3662,429,880,1105,1248,"94,2",11,"22,6","28,4","32,1"
84142,VELLERON,"88,4","1218,846524","304,676793","208,100074","414,940488","291,12917","99,3","24,8",17,"33,8","23,7"
84143,VENASQUE,"66,4","462,14691","105,349618","49,693216","141,128734","165,975342","99,1","22,6","10,7","30,3","35,6"
84144,VIENS,48,"268,595745","89,87234","41,87234","70,468085","66,382979","96,7","32,4","15,1","25,4","23,9"
84145,VILLARS,"70,1","300,900538","138,11828","53,274194","57,22043","52,287634","93,6","42,9","16,6","17,8","16,3"
84146,VILLEDIEU,"64,5",210,94,20,60,36,"96,3","43,1","9,2","27,5","16,5"
84147,VILLELAURE,"89,1","1149,533459","347,601685","146,873951","307,456138","347,601685","92,2","27,9","11,8","24,6","27,9"
84148,VILLES-SUR-AUZON,70,"532,073659","231,247398","97,205765","91,066453","112,554043","95,9","41,7","17,5","16,4","20,3"
84149,VIOLES,"86,7","618,4147","260,174469","88,059051","126,08455","144,096629",100,"42,1","14,2","20,4","23,3"
84150,VISAN,"76,2","756,477579","282,094293","70,787706","202,854323","200,741257","98,4","36,7","9,2","26,4","26,1"
84151,VITROLLES-EN-LUBERON,"60,9","79,33383","24,410409","10,171004","20,342008","24,410409","95,1","29,3","12,2","24,4","29,3"
