Code,communes 2016,part des résidences principales - 2008,nb rés. principales construites avant 2004 - 2008,nb rés. principales construites avant 1949 - 2008,nb rés. princ. construites de 1949 à 1974 - 2008,nb rés. princ. construites de 1975 à 1989 - 2008,nb rés. princ. construites de 1990 à 2003 - 2008,part rés. princ. construites avant 2004 - 2008,part rés. princ. construites avant 1949 - 2008,part rés. princ. construites de 1949 à 1974 - 2008,part rés. princ. construites de 1975 à 1989 - 2008,part rés. princ. construites de 1990 à 2003 - 2008
6082,MASSOINS,"42,8","63,488372","39,302326","9,069767","5,03876","10,077519","98,4","60,9","14,1","7,8","15,6"
6083,MENTON,"53,4","13882,67288","3834,324752","5217,795179","3208,763703","1621,789249","99,5","27,5","37,4",23,"11,6"
6084,MOUANS-SARTOUX,"86,9","4001,954526","427,660283","797,556025","1599,152321","1177,585897","97,2","10,4","19,4","38,8","28,6"
6085,MOUGINS,"77,8","8142,604411","764,785705","1774,941044","2809,721782","2793,15588","98,9","9,3","21,6","34,1","33,9"
6086,MOULINET,"30,7","116,826311","79,652906","13,414436","6,173263","17,585706","95,8","65,3",11,"5,1","14,4"
6087,LES MUJOULS,"65,3","25,772727","12,272727","6,136364","6,136364","1,227273",100,"47,6","23,8","23,8","4,8"
6088,NICE,"75,6","164372,4857","45832,98774","72549,41192","32847,04684","13143,03922","99,3","27,7","43,8","19,8","7,9"
6089,OPIO,76,"777,022886","120,625283","229,18306","229,188037","198,026506","96,7",15,"28,5","28,5","24,7"
6090,PEGOMAS,"90,2","2420,907755","282,090234","435,314069","1171,868358","531,635094","96,7","11,3","17,4","46,8","21,2"
6091,PEILLE,"58,9","846,613235","269,525658","189,763295","222,706169","164,618113","94,8","30,2","21,3","24,9","18,4"
6092,PEILLON,"80,4","549,079341","217,616766","158,17515","108,808383","64,479042","97,5","38,6","28,1","19,3","11,4"
6093,LA PENNE,"55,8","115,820789","41,132616","20,566308","30,308244","23,81362","91,5","32,5","16,2","23,9","18,8"
6094,PEONE,17,"371,157871","137,216748","95,487593","101,857883","36,595647","98,9","36,6","25,4","27,1","9,8"
6095,PEYMEINADE,"82,8","3259,141556","199,396853","1032,875697","1459,584961","567,284046","94,9","5,8","30,1","42,5","16,5"
6096,PIERLAS,"56,9","43,390909","22,2","2,018182","13,118182","6,054545","95,6","48,9","4,4","28,9","13,3"
6097,PIERREFEU,"51,4",101,31,16,37,17,"90,2","27,7","14,3",33,"15,2"
6098,PUGET-ROSTANG,"51,1",46,11,15,12,8,"95,8","22,9","31,3",25,"16,7"
6099,PUGET-THENIERS,"79,8","714,100675","329,352497","134,96402","188,345312","61,438845","97,3","44,9","18,4","25,7","8,4"
6100,REVEST-LES-ROCHES,"52,2","67,738472","23,520303","20,697866","9,408121","14,112182","94,7","32,9","28,9","13,2","19,7"
6101,RIGAUD,"46,2","92,054795","69,041096","2,876712","7,671233","12,465753","93,2","69,9","2,9","7,8","12,6"
6102,RIMPLAS,54,"60,928292","21,614671","1,96497","28,506285","8,842365","95,4","33,8","3,1","44,6","13,8"
6103,ROQUEBILLIERE,"56,2","694,915772","334,441349","173,227319","132,174426","55,072677","98,7","47,5","24,6","18,8","7,8"
6104,ROQUEBRUNE-CAP-MARTIN,"50,7","6641,400721","1183,539582","2763,358658","1785,35856","909,14392",99,"17,6","41,2","26,6","13,5"
6105,ROQUEFORT-LES-PINS,"81,5","2304,071544","234,800984","699,622966","829,177799","540,469796","98,5",10,"29,9","35,5","23,1"
6106,ROQUESTERON,"61,3","218,695641","75,489243","57,075889","64,814992","21,315518",95,"32,8","24,8","28,1","9,3"
6107,ROQUESTERON-GRASSE,"43,9","31,848101","16,35443","4,303797","5,164557","6,025316",100,"51,4","13,5","16,2","18,9"
6108,LA ROQUETTE-SUR-SIAGNE,92,1798,206,343,650,599,"97,5","11,2","18,6","35,2","32,5"
6109,LA ROQUETTE-SUR-VAR,"81,4","377,395345","189,209048","41,932816","79,774626","66,478855","98,9","49,6",11,"20,9","17,4"
6110,ROUBION,"17,8","56,080645","17,467742","9,193548","19,306452","10,112903","93,8","29,2","15,4","32,3","16,9"
6111,ROURE,"55,9","111,805556","68,055556","10,694444","16,527778","16,527778","98,3","59,8","9,4","14,5","14,5"
6112,LE ROURET,"82,1","1434,850647","240,773081","431,753864","429,655474","332,668227",99,"16,6","29,8","29,6","22,9"
6113,SAINTE-AGNES,"71,2","458,229219","111,811923","56,904282","201,660789","87,852225","97,9","23,9","12,2","43,1","18,8"
6114,SAINT-ANDRE-DE-LA-ROCHE,"94,4","1811,23353","231,01478","797,874578","265,958193","516,38598","98,1","12,5","43,2","14,4",28
6115,SAINT-ANTONIN,"56,8","40,211538","11,769231","5,884615","13,730769","8,826923","95,3","27,9",14,"32,6","20,9"
6116,SAINT-AUBAN,"35,6",114,44,22,33,15,"98,3","37,9",19,"28,4","12,9"
6117,SAINT-BLAISE,"85,9","317,205422","53,680918","46,848801","145,426486","71,249218","93,1","15,8","13,8","42,7","20,9"
6118,SAINT-CEZAIRE-SUR-SIAGNE,"72,8","1344,056415","347,53198","182,076174","412,118652","402,32961","94,5","24,4","12,8",29,"28,3"
6119,SAINT-DALMAS-LE-SELVAGE,"35,7","64,48855","40,305344","3,022901","14,10687","7,053435","98,5","61,5","4,6","21,5","10,8"
6120,SAINT-ETIENNE-DE-TINEE,"15,4","606,482056","180,143857","138,108781","240,191055","48,038362","99,2","29,5","22,6","39,3","7,9"
6121,SAINT-JEAN-CAP-FERRAT,"44,2","900,708187","346,316861","296,153592","180,356513","77,881221","97,6","37,5","32,1","19,5","8,4"
6122,SAINT-JEANNET,"81,3",1344,332,285,404,323,"96,6","23,9","20,5",29,"23,2"
6123,SAINT-LAURENT-DU-VAR,"83,8","13390,95132","878,190284","4086,702719","5788,603284","2637,455034","95,8","6,3","29,2","41,4","18,9"
6124,SAINT-LEGER,"51,1",34,13,3,13,5,"97,1","37,1","8,6","37,1","14,3"
6125,SAINT-MARTIN-D'ENTRAUNES,"20,3",47,31,7,8,1,"95,9","63,3","14,3","16,3",2
6126,SAINT-MARTIN-DU-VAR,"92,9",959,233,270,259,197,"94,5",23,"26,6","25,5","19,4"
6127,SAINT-MARTIN-VESUBIE,"31,3","651,010882","321,498412","167,260129","104,161997","58,090344","97,3","48,1",25,"15,6","8,7"
6128,SAINT-PAUL-DE-VENCE,"73,3","1292,539913","287,231092","336,100271","397,934742","271,273809","93,2","20,7","24,2","28,7","19,6"
6129,SAINT-SAUVEUR-SUR-TINEE,"53,9","167,477586","102,837114","21,546824","19,588022","23,505626","99,4",61,"12,8","11,6",14
6130,SAINT-VALLIER-DE-THIEY,"68,1","1205,831469","193,430034","194,501142","452,578394","365,3219","95,9","15,4","15,5",36,29
6131,SALLAGRIFFON,"34,6","26,490566","7,849057","1,962264","13,735849","2,943396","96,4","28,6","7,1",50,"10,7"
6132,SAORGE,"34,4","198,574103","165,310421","2,015981","22,175788","9,071913","99,5","82,8",1,"11,1","4,5"
6133,SAUZE,"51,9","54,001166","28,000605","5,000108","10,000216","11,000238","98,2","50,9","9,1","18,2",20
6134,SERANON,"41,6",188,56,51,57,24,"95,9","28,6",26,"29,1","12,2"
6135,SIGALE,"39,6","96,923077","60,576923","16,153846","10,096154","10,096154",97,"60,6","16,2","10,1","10,1"
6136,SOSPEL,"65,6","1359,583933","744,772625","148,954284","266,91808","198,938943","94,8",52,"10,4","18,6","13,9"
6137,SPERACEDES,"69,3","482,274463","91,906921","149,704057","140,229117","100,434368",96,"18,3","29,8","27,9",20
6138,THEOULE-SUR-MER,"23,7",738,96,217,212,213,"95,7","12,5","28,1","27,5","27,6"
6139,THIERY,"50,5","47,529412","36,637255","2,970588","2,970588","4,95098",98,"75,5","6,1","6,1","10,2"
6140,LE TIGNET,85,1062,56,199,406,401,"91,2","4,8","17,1","34,8","34,4"
6141,TOUDON,"42,5","109,40824","44,164794","30,11236","23,086142","12,044944","94,8","38,3","26,1",20,"10,4"
6142,TOUET-DE-L'ESCARENE,"71,2",120,"90,461538","14,769231","9,230769","5,538462","94,9","71,5","11,7","7,3","4,4"
6143,TOUET-SUR-VAR,"62,5","232,049916","103,133296","41,253318","36,096654","51,566648","98,7","43,9","17,5","15,4","21,9"
6144,LA TOUR,"42,6",154,103,19,17,15,"93,9","62,8","11,6","10,4","9,1"
6145,TOURETTE-DU-CHATEAU,"46,5","56,365903","23,980232","13,581088","13,581088","5,223495","96,4",41,"23,2","23,2","8,9"
6146,TOURNEFORT,"67,9","58,304348","24,833333","11,876812","15,115942","6,478261","96,4","41,1","19,6",25,"10,7"
6147,TOURRETTE-LEVENS,"87,8","1642,650858","382,729825","423,238689","370,56565","466,116693","99,2","23,1","25,6","22,4","28,1"
6148,TOURRETTES-SUR-LOUP,"71,1","1696,182046","323,25148","449,262649","489,100775","434,567142","96,3","18,4","25,5","27,8","24,7"
6149,LA TRINITE,"93,6","4025,682938","693,725317","1393,756088","1597,685628","340,515905",98,"16,9","33,9","38,9","8,3"
6150,LA TURBIE,"62,9","1249,611221","319,378226","240,129562","456,988137","233,115297",97,"24,8","18,6","35,5","18,1"
6151,UTELLE,"49,3","331,830657","211,440876","35,408759","54,630657","30,350365","98,5","62,8","10,5","16,2",9
6152,VALBONNE,"83,9","4622,925142","440,106519","573,714213","2259,809375","1349,295036","97,9","9,3","12,1","47,8","28,6"
6153,VALDEBLORE,"22,1","358,069503","92,644961","111,016273","70,448772","83,959496","91,6","23,7","28,4",18,"21,5"
6154,VALDEROURE,"33,6","172,905604","51,268522","45,236931","42,221136","34,179015","97,7",29,"25,6","23,9","19,3"
6155,VALLAURIS,"66,2","12516,40053","2217,930542","4832,055898","3702,864461","1763,549631","98,7","17,5","38,1","29,2","13,9"
6156,VENANSON,"24,7","71,915493","50,535211","7,774648","8,746479","4,859155",100,"70,3","10,8","12,2","6,8"
6157,VENCE,"76,1","8386,99402","2271,782835","2535,236114","2538,800057","1041,175014",99,"26,8","29,9",30,"12,3"
6158,VILLARS-SUR-VAR,"60,1","279,000512","158,00029","35,000064","51,000094","35,000064","99,6","56,4","12,5","18,2","12,5"
6159,VILLEFRANCHE-SUR-MER,"57,9","2956,453104","1071,195372","1367,53252","364,367855","153,357357","99,7","36,1","46,1","12,3","5,2"
6160,VILLENEUVE-D'ENTRAUNES,"37,9",48,28,7,9,4,96,56,14,18,8
6161,VILLENEUVE-LOUBET,"58,8","6427,750235","377,410866","1800,962148","3056,716512","1192,660709",98,"5,8","27,5","46,6","18,2"
6162,LA BRIGUE,24,"259,487408","196,122769","17,098395","19,109971","27,156274","99,2",75,"6,5","7,3","10,4"
6163,TENDE,"43,1","861,998907","422,999469","173,999773","189,999752","74,999913",100,"49,1","20,2",22,"8,7"
13001,AIX-EN-PROVENCE,"89,2","68012,16854","13880,43498","25500,35826","15999,4476","12631,9277","98,3","20,1","36,9","23,1","18,3"
13002,ALLAUCH,"92,6","7043,404468","1610,440123","1790,175788","2129,419791","1513,368767","98,3","22,5",25,"29,7","21,1"
13003,ALLEINS,"91,3","931,596287","299,491392","88,701601","272,469119","270,934175","98,4","31,6","9,4","28,8","28,6"
13004,ARLES,"88,8","22931,86447","7881,224767","8705,912281","3733,835468","2610,891952","97,9","33,7","37,2","15,9","11,2"
13005,AUBAGNE,"92,5","18287,73039","4110,25348","6709,292355","4417,611088","3050,573467","97,4","21,9","35,7","23,5","16,2"
13006,AUREILLE,"85,4","578,604238","144,900889","60,958305","229,842789","142,902256","95,2","23,8",10,"37,8","23,5"
13007,AURIOL,"91,1","4386,135581","1138,230255","463,695885","1230,376504","1553,832938","99,1","25,7","10,5","27,8","35,1"
13008,AURONS,"92,5",206,51,42,50,63,"98,1","24,3",20,"23,8",30
13009,LA BARBEN,"87,3","238,272682","62,332938","34,182579","64,343678","77,413487","93,7","24,5","13,4","25,3","30,4"
13010,BARBENTANE,"87,8","1534,380331","634,435937","316,223555","316,223555","267,497284","94,2","38,9","19,4","19,4","16,4"
13011,LES BAUX-DE-PROVENCE,"89,8","188,235849","49,68662","32,487405","93,640169","12,421655",100,"26,4","17,3","49,7","6,6"
13012,BEAURECUEIL,"89,4",212,60,46,73,33,"96,4","27,3","20,9","33,2",15
13013,BELCODENE,"91,6","598,332191","62,452182","114,831431","194,407597","226,640981","98,3","10,3","18,9",32,"37,3"
13014,BERRE-L'ETANG,"95,3","4889,893198","654,442099","2704,402613","946,001858","585,046628","97,1",13,"53,7","18,8","11,6"
13015,BOUC-BEL-AIR,"95,7","4871,980715","461,741768","1203,316231","2020,011489","1186,911227","98,8","9,4","24,4",41,"24,1"
13016,LA BOUILLADISSE,"92,8",2028,455,481,632,460,"95,7","21,5","22,7","29,8","21,7"
13017,BOULBON,"83,2",601,244,42,157,158,"97,9","39,7","6,8","25,6","25,7"
13018,CABANNES,"91,7",1658,536,340,520,262,"97,1","31,4","19,9","30,4","15,3"
13019,CABRIES,94,"2899,891499","431,820204","751,903153","1220,318495","495,849647","95,1","14,2","24,7",40,"16,3"
13020,CADOLIVE,"93,2",813,255,130,227,201,"96,9","30,4","15,5","27,1",24
13021,CARRY-LE-ROUET,"72,8","2923,079601","270,470011","1107,925305","1025,782561","518,901725","98,6","9,1","37,4","34,6","17,5"
13022,CASSIS,"65,7","3525,762371","774,785006","1442,90504","995,139679","312,932645","94,1","20,7","38,5","26,6","8,4"
13023,CEYRESTE,"85,3","1560,710513","290,247965","408,757515","452,947517","408,757515","93,2","17,3","24,4","27,1","24,4"
13024,CHARLEVAL,"90,6",892,326,168,248,150,"94,6","34,6","17,8","26,3","15,9"
13025,CHATEAUNEUF-LE-ROUGE,"92,7","718,647235","50,974978","63,9686","321,842016","281,861642","91,7","6,5","8,2","41,1",36
13026,CHATEAUNEUF-LES-MARTIGUES,"95,3","4620,850377","747,746734","1704,679831","1359,204486","809,219326","98,8",16,"36,4","29,1","17,3"
13027,CHATEAURENARD,"91,4","5894,505599","2251,779587","1103,403987","1312,322773","1226,999252","94,3",36,"17,6",21,"19,6"
13028,LA CIOTAT,"77,6","15297,57787","3257,580893","6747,694225","3136,68793","2155,614824","98,5",21,"43,4","20,2","13,9"
13029,CORNILLON-CONFOUX,"89,3","521,014204","156,101532","110,487448","142,92413","111,501094",97,"29,1","20,6","26,6","20,8"
13030,CUGES-LES-PINS,"89,9","1789,244942","521,106312","174,843063","457,091623","636,203944","96,9","28,2","9,5","24,7","34,4"
13031,LA DESTROUSSE,95,"1133,934148","215,244564","228,166813","339,231143","351,291628","97,9","18,6","19,7","29,3","30,3"
13032,EGUILLES,"93,5","3042,038533","521,321017","687,417722","1146,894599","686,405196","97,9","16,8","22,1","36,9","22,1"
13033,ENSUES-LA-REDONNE,"82,2","1911,679869","240,524684","399,800275","526,823061","744,531849","99,4","12,5","20,8","27,4","38,7"
13034,EYGALIERES,"64,7","796,655412","207,688376","177,723386","220,087682","191,155968","94,1","24,5",21,26,"22,6"
13035,EYGUIERES,"84,3","2534,413852","662,969216","358,361739","652,019274","861,063622","94,9","24,8","13,4","24,4","32,3"
13036,EYRAGUES,"89,9","1744,497756","508,820079","339,0796","467,851307","428,74677","99,3",29,"19,3","26,6","24,4"
13037,LA FARE-LES-OLIVIERS,"95,5",2472,447,592,945,488,"96,5","17,5","23,1","36,9","19,1"
13038,FONTVIEILLE,"84,5","1494,201447","521,987479","260,502226","403,04118","308,670562","92,8","32,4","16,2",25,"19,2"
13039,FOS-SUR-MER,"92,8","5822,656967","489,618747","1176,37559","2320,566816","1836,095814","99,1","8,3",20,"39,5","31,3"
13040,FUVEAU,"89,5","3097,680846","730,922903","522,197781","1003,042884","841,517277","90,5","21,3","15,2","29,3","24,6"
13041,GARDANNE,"94,1","8103,414424","1535,547662","2166,698126","2554,05085","1847,117786","95,6","18,1","25,6","30,1","21,8"
13042,GEMENOS,"92,7",2303,649,431,785,438,"96,4","27,2",18,"32,9","18,3"
13043,GIGNAC-LA-NERTHE,"95,4","3313,969547","415,757879","585,873051","1581,490626","730,847991","95,7",12,"16,9","45,7","21,1"
13044,GRANS,"88,5","1644,366591","504,266233","326,606457","396,861697","416,632204","97,9",30,"19,4","23,6","24,8"
13045,GRAVESON,"89,5","1340,737864","424,370976","191,11395","339,104752","386,148186",88,"27,9","12,5","22,3","25,4"
13046,GREASQUE,"94,1","1535,387907","458,749938","305,505847","434,19159","336,940532","94,3","28,2","18,8","26,7","20,7"
13047,ISTRES,"94,9","16749,87026","1445,507921","4283,105136","6951,446818","4069,810383","97,9","8,5",25,"40,6","23,8"
13048,JOUQUES,"83,2",1531,452,221,511,347,"95,6","28,2","13,8","31,9","21,7"
13049,LAMANON,"91,6",683,148,147,227,161,"97,6","21,1",21,"32,4",23
13050,LAMBESC,"90,5","3032,615248","910,729314","525,275414","994,81117","601,79935","85,8","25,8","14,9","28,2",17
13051,LANCON-PROVENCE,"91,2","2808,286638","535,446634","424,883292","1205,614679","642,342032","95,8","18,3","14,5","41,1","21,9"
13052,MAILLANE,"86,3","798,843911","295,79604","88,544209","170,277326","244,226336","89,2",33,"9,9",19,"27,3"
13053,MALLEMORT,"65,2","2091,54654","610,96732","381,136353","498,009466","601,433401","92,5",27,"16,9",22,"26,6"
13054,MARIGNANE,"94,4","13679,53308","1052,577105","6022,422438","4309,26567","2295,267869","98,8","7,6","43,5","31,1","16,6"
13055,MARSEILLE,"91,3",369878,121601,167529,46265,34483,"98,4","32,4","44,6","12,3","9,2"
13056,MARTIGUES,"88,7","19767,28375","2413,074698","9971,291202","4549,697752","2833,220097","98,3",12,"49,6","22,6","14,1"
13057,MAS-BLANC-DES-ALPILLES,"87,6",180,37,11,46,86,"94,7","19,5","5,8","24,2","45,3"
13058,MAUSSANE-LES-ALPILLES,"66,3","861,207502","288,428075","110,071491","235,43069","227,277246","95,2","31,9","12,2",26,"25,1"
13059,MEYRARGUES,"88,6","1404,371495","387,380794","379,824162","388,022826","249,143713","98,5","27,2","26,6","27,2","17,5"
13060,MEYREUIL,"94,8",1806,319,353,573,561,"94,7","16,7","18,5",30,"29,4"
13061,SAINT-PIERRE-DE-MEZOARGUES,"98,1","105,472","74,752","5,12","17,408","8,192",99,"70,2","4,8","16,3","7,7"
13062,MIMET,"94,3","1522,575291","236,381552","257,238748","610,817876","418,137115","96,7",15,"16,3","38,8","26,6"
13063,MIRAMAS,"94,3","9551,726136","1623,917876","3093,081145","3363,802866","1470,924248","96,2","16,3","31,1","33,9","14,8"
13064,MOLLEGES,"90,4",935,255,123,284,273,"95,3",26,"12,5",29,"27,8"
13065,MOURIES,"86,2",1269,383,187,338,361,"97,1","29,3","14,3","25,9","27,6"
13066,NOVES,"90,7","1946,359075","680,453356","435,979885","415,451684","414,474151","91,2","31,9","20,4","19,5","19,4"
13067,ORGON,"87,9","1117,765323","412,591282","260,844969","249,935103","194,393969","95,1","35,1","22,2","21,3","16,5"
13068,PARADOU,"69,9",513,121,73,109,210,"92,6","21,8","13,2","19,7","37,9"
13069,PELISSANNE,"93,2","3401,207013","675,762287","886,085995","1007,801105","831,557626","91,4","18,2","23,8","27,1","22,3"
13070,LA PENNE-SUR-HUVEAUNE,"95,2","2488,808767","544,426129","853,199661","700,969465","390,213513","99,8","21,8","34,2","28,1","15,6"
13071,LES PENNES-MIRABEAU,"97,3","7699,375355","1448,467813","2894,833124","2325,545201","1030,529217","97,9","18,4","36,8","29,6","13,1"
13072,PEYNIER,"87,3","1137,649192","270,382992","228,550152","407,104957","231,611091","93,9","22,3","18,9","33,6","19,1"
13073,PEYPIN,"94,1","1756,318791","287,071403","306,010141","728,64304","434,594207","89,9","14,7","15,7","37,3","22,3"
13074,PEYROLLES-EN-PROVENCE,"85,4","1632,582028","421,291199","380,735483","367,586604","462,968741","97,9","25,3","22,8","22,1","27,8"
13075,PLAN-DE-CUQUES,"93,9","4413,507337","917,163965","1007,977107","1822,057623","666,308642","97,9","20,3","22,4","40,4","14,8"
13076,PLAN-D'ORGON,"88,9","1068,777008","328,087139","185,909553","298,230617","256,549698","98,6","30,3","17,2","27,5","23,7"
13077,PORT-DE-BOUC,"94,3","6958,634653","1465,778697","3526,975108","1416,848593","549,032255","99,9",21,"50,6","20,3","7,9"
13078,PORT-SAINT-LOUIS-DU-RHONE,"88,4","3653,539026","526,596916","1996,368123","815,966917","314,607071","98,4","14,2","53,8",22,"8,5"
13079,PUYLOUBIER,"87,8","631,001832","192,365718","108,866313","172,283582","157,486219","99,5","30,3","17,2","27,2","24,8"
13080,LE PUY-SAINTE-REPARADE,"90,5","1900,075134","397,222428","472,832251","636,025181","393,995274",99,"20,7","24,6","33,1","20,5"
13081,ROGNAC,"97,5","4595,852563","338,307828","1027,942787","2504,769687","724,832261","98,1","7,2","21,9","53,4","15,5"
13082,ROGNES,"84,5",1605,382,192,537,494,"95,9","22,8","11,5","32,1","29,5"
13083,ROGNONAS,"94,3","1732,969462","444,603674","396,195394","467,769129","424,401264","97,5",25,"22,3","26,3","23,9"
13084,LA ROQUE-D'ANTHERON,"91,2","1726,571998","341,944512","450,970298","610,544403","323,112785","92,7","18,4","24,2","32,8","17,3"
13085,ROQUEFORT-LA-BEDOULE,"93,3","1954,960649","302,39841","414,515801","715,278107","522,768331","99,8","15,4","21,2","36,5","26,7"
13086,ROQUEVAIRE,"90,8","3224,309252","1031,739544","580,415082","1046,520913","565,633714","94,6","30,3",17,"30,7","16,6"
13087,ROUSSET,"88,3","1476,819653","338,007958","308,53052","437,248666","393,032509","90,5","20,7","18,9","26,8","24,1"
13088,LE ROVE,"87,6","1554,748283","216,458915","443,790197","531,757518","362,741653","93,3",13,"26,6","31,9","21,8"
13089,SAINT-ANDIOL,"90,6","1213,416927","381,073085","281,793518","216,609964","333,940361","95,9","30,1","22,3","17,1","26,4"
13090,SAINT-ANTONIN-SUR-BAYON,"74,1","63,169014","15,549296","14,577465","29,15493","3,887324","98,5","24,2","22,7","45,5","6,1"
13091,SAINT-CANNAT,91,1933,374,296,664,599,"95,4","18,5","14,6","32,8","29,6"
13092,SAINT-CHAMAS,"92,2","3165,333875","974,832135","713,659189","711,522174","765,320377","99,7","30,7","22,5","22,4","24,1"
13093,SAINT-ESTEVE-JANSON,"87,1","129,850877","24,780702","16,850877","42,622807","45,596491",97,"18,5","12,6","31,9","34,1"
13094,SAINT-ETIENNE-DU-GRES,"87,1","899,981607","258,493039","154,84513","259,501555","227,141884","99,9","28,7","17,2","28,8","25,2"
13095,SAINT-MARC-JAUMEGARDE,"92,6","383,333236","56,862731","72,549001","135,294083","118,627421","91,1","13,5","17,2","32,2","28,2"
13096,SAINTES-MARIES-DE-LA-MER,"38,6",1102,159,348,346,249,"97,8","14,1","30,9","30,7","22,1"
13097,SAINT-MARTIN-DE-CRAU,"93,6","4470,016683","553,437058","1178,856224","1772,110177","965,613225","97,9","12,1","25,8","38,8","21,1"
13098,SAINT-MITRE-LES-REMPARTS,"88,2",2140,226,707,810,397,"97,2","10,3","32,1","36,8",18
13099,SAINT-PAUL-LES-DURANCE,"82,6","415,760458","100,983393","58,224659","204,696068","51,856337","95,8","23,3","13,4","47,2","11,9"
13100,SAINT-REMY-DE-PROVENCE,"82,1","4632,573579","1808,373984","991,152116","1035,017626","798,029853","98,3","38,4",21,22,"16,9"
13101,SAINT-SAVOURNIN,"92,6",1073,270,107,344,352,"92,7","23,3","9,2","29,7","30,4"
13102,SAINT-VICTORET,"94,2","2496,921839","474,888247","975,783934","668,948102","377,301556","99,6","18,9","38,9","26,7",15
13103,SALON-DE-PROVENCE,"92,7","17024,69348","2798,840159","7422,917075","3557,353386","3245,582856","97,2",16,"42,4","20,3","18,5"
13104,SAUSSET-LES-PINS,"65,9","3248,887659","191,007317","740,721811","1522,965185","794,193345","99,7","5,9","22,7","46,7","24,4"
13105,SENAS,94,"2313,853874","696,618941","384,831169","764,702095","467,701669",93,28,"15,5","30,7","18,8"
13106,SEPTEMES-LES-VALLONS,95,"4040,455238","603,76276","2106,252276","1023,66012","306,780083","96,4","14,4","50,2","24,4","7,3"
13107,SIMIANE-COLLONGUE,"94,5","2030,212129","311,682282","377,125895","808,459162","532,94479","95,7","14,7","17,8","38,1","25,1"
13108,TARASCON,"86,8","5233,291359","1965,393982","1398,437296","983,699815","885,760266","97,8","36,7","26,1","18,4","16,6"
13109,LE THOLONET,"86,3",903,157,148,426,172,"97,6",17,16,"46,1","18,6"
13110,TRETS,"91,4",4012,1030,554,1392,1036,"97,2",25,"13,4","33,7","25,1"
13111,VAUVENARGUES,"82,7","371,072545","93,539062","84,287946","103,81808","89,427455","98,9","24,9","22,5","27,7","23,8"
13112,VELAUX,"95,4","3105,711199","347,121716","580,359108","1477,762053","700,468323","98,4",11,"18,4","46,8","22,2"
13113,VENELLES,"95,1","3435,485211","249,871303","600,022019","1552,974053","1032,617835","99,7","7,2","17,4","45,1",30
13114,VENTABREN,"89,6","1745,236913","243,52143","339,264898","670,204277","492,246309","95,7","13,4","18,6","36,8",27
13115,VERNEGUES,"89,5","444,398683","111,83543","35,316452","99,082267","198,164534","90,6","22,8","7,2","20,2","40,4"
13116,VERQUIERES,"92,1","282,461832","68,385496","20,812977","115,958015","77,305344","99,7","24,1","7,3","40,9","27,3"
13117,VITROLLES,"97,6","13645,20987","454,64087","3240,151974","7466,56028","2483,856751","98,3","3,3","23,3","53,8","17,9"
13118,COUDOUX,"95,4","1234,855206","145,765419","194,347974","489,909718","404,832095",99,"11,7","15,6","39,3","32,5"
13119,CARNOUX-EN-PROVENCE,"93,1","2768,969114","14,549417","1124,927063","1232,421854","397,070781","99,9","0,5","40,6","44,5","14,3"
83001,LES ADRETS-DE-L'ESTEREL,"79,8","973,582192","73,479452","84,705479","361,253425","454,143836",94,"7,1","8,2","34,9","43,8"
83002,AIGUINES,"41,6",120,55,17,35,13,"96,8","44,4","13,7","28,2","10,5"
83003,AMPUS,"57,5","372,454343","172,648107","52,376392","87,293987","60,135857","93,2","43,2","13,1","21,8",15
83004,LES ARCS,"78,2","2537,077366","882,557881","434,377767","584,998594","635,143125","97,5","33,9","16,7","22,5","24,4"
83005,ARTIGNOSC-SUR-VERDON,"39,7","107,935154","26,279863","21,587031","27,21843","32,849829","85,2","20,7",17,"21,5","25,9"
83006,ARTIGUES,"69,3","76,165854","17,497561","8,234146","24,702439","25,731707","97,4","22,4","10,5","31,6","32,9"
83007,AUPS,60,929,420,153,186,170,"96,5","43,6","15,9","19,3","17,7"
83008,BAGNOLS-EN-FORET,"59,8",932,208,149,295,280,"94,3","21,1","15,1","29,9","28,3"
83009,BANDOL,"40,1","4427,693764","750,85379","1666,458738","1451,515389","558,865848","99,5","16,9","37,5","32,6","12,6"
83010,BARGEME,"46,3","71,507143","40,285714","12,085714","8,057143","11,078571","97,3","54,8","16,4",11,"15,1"
83011,BARGEMON,"53,6","640,708319","276,324441","90,083792","152,838793","121,461293","99,5","42,9",14,"23,7","18,9"
83012,BARJOLS,"72,7","1307,081024","593,976234","213,894528","276,628361","222,581902",97,"44,1","15,9","20,5","16,5"
83013,LA BASTIDE,"36,6",79,20,30,17,12,"95,2","24,1","36,1","20,5","14,5"
83014,BAUDINARD-SUR-VERDON,"37,1","64,68254","29,322751","5,174603","14,661376","15,52381","82,4","37,4","6,6","18,7","19,8"
83015,BAUDUEN,"36,9","144,802469","57,725309","10,762346","40,114198","36,200617","90,8","36,2","6,7","25,2","22,7"
83016,LE BEAUSSET,"81,4","3586,854439","800,144452","474,962593","1393,354994","918,3924","93,2","20,8","12,3","36,2","23,9"
83017,BELGENTIER,"82,4","915,238256","304,712737","70,402943","269,511265","270,611311","97,3","32,4","7,5","28,7","28,8"
83018,BESSE-SUR-ISSOLE,"75,1","1072,183391","383,605752","85,009585","245,465177","358,102877","97,5","34,9","7,7","22,3","32,6"
